PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SF,Marcus Morris (6302445),Marcus Morris,6302445,5100,Por@Det 06:00PM ET,Det,
,,,,,,,,,C,Jonas Valanciunas (6302474),Jonas Valanciunas,6302474,5100,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Jerami Grant (6302442),Jerami Grant,6302442,5100,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,SF,DeMarre Carroll (6302432),DeMarre Carroll,6302432,4700,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,PG,Patrick Beverley (6302402),Patrick Beverley,6302402,4700,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Kentavious Caldwell-Pope (6302430),Kentavious Caldwell-Pope,6302430,4700,Por@Det 06:00PM ET,Det,
,,,,,,,,,C,Mason Plumlee (6302484),Mason Plumlee,6302484,4500,Por@Det 06:00PM ET,Por,
,,,,,,,,,SF,Stanley Johnson (6302450),Stanley Johnson,6302450,4400,Por@Det 06:00PM ET,Det,
,,,,,,,,,SF,Al-Farouq Aminu (6302444),Al-Farouq Aminu,6302444,4200,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Clint Capela (6302459),Clint Capela,6302459,4200,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SF,Justise Winslow (6302443),Justise Winslow,6302443,4200,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Ed Davis (6302470),Ed Davis,6302470,4100,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,Isaiah Canaan (6302407),Isaiah Canaan,6302407,4000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Cory Joseph (6302403),Cory Joseph,6302403,3800,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Tyler Johnson (6302422),Tyler Johnson,6302422,3800,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,C,Amar'e Stoudemire (6302478),Amar'e Stoudemire,6302478,3700,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Josh Smith (6302453),Josh Smith,6302453,3700,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Terrence Ross (6302417),Terrence Ross,6302417,3700,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Corey Brewer (6302433),Corey Brewer,6302433,3600,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Gerald Henderson (6302426),Gerald Henderson,6302426,3600,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Patrick Patterson (6302455),Patrick Patterson,6302455,3600,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Hollis Thompson (6302421),Hollis Thompson,6302421,3600,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,C,Bismack Biyombo (6302475),Bismack Biyombo,6302475,3600,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Josh Richardson (6302423),Josh Richardson,6302423,3600,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,SF,Maurice Harkless (6302449),Maurice Harkless,6302449,3600,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Anthony Tolliver (6302467),Anthony Tolliver,6302467,3500,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Josh McRoberts (6302463),Josh McRoberts,6302463,3500,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Richaun Holmes (6302464),Richaun Holmes,6302464,3500,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,SG,Gerald Green (6302420),Gerald Green,6302420,3400,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,SG,Allen Crabbe (6302428),Allen Crabbe,6302428,3400,Por@Det 06:00PM ET,Por,
,,,,,,,,,C,Meyers Leonard (6302485),Meyers Leonard,6302485,3300,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,T.J. McConnell (6302408),T.J. McConnell,6302408,3300,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PF,Terrence Jones (6302456),Terrence Jones,6302456,3300,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Nik Stauskas (6302424),Nik Stauskas,6302424,3300,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PF,Luis Scola (6302452),Luis Scola,6302452,3100,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Reggie Bullock (6302446),Reggie Bullock,6302446,3100,Por@Det 06:00PM ET,Det,
,,,,,,,,,C,Elton Brand (6302477),Elton Brand,6302477,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Jason Terry (6302400),Jason Terry,6302400,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PG,Steve Blake (6302410),Steve Blake,6302410,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,C,Chris Kaman (6302482),Chris Kaman,6302482,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Udonis Haslem (6302461),Udonis Haslem,6302461,3000,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Carl Landry (6302462),Carl Landry,6302462,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Brian Roberts (6302411),Brian Roberts,6302411,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Joel Anthony (6302468),Joel Anthony,6302468,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Jason Thompson (6302454),Jason Thompson,6302454,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,C,Aron Baynes (6302483),Aron Baynes,6302483,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SG,Jodie Meeks (6302425),Jodie Meeks,6302425,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Justin Harper (6302469),Justin Harper,6302469,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SF,James Johnson (6302434),James Johnson,6302434,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Michael Beasley (6302435),Michael Beasley,6302435,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PG,Kendall Marshall (6302409),Kendall Marshall,6302409,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PF,Donatas Motiejunas (6302457),Donatas Motiejunas,6302457,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6302448),Pat Connaughton,6302448,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,SG,Darrun Hilliard (6302429),Darrun Hilliard,6302429,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PG,Spencer Dinwiddie (6302414),Spencer Dinwiddie,6302414,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SF,K.J. McDaniels (6302436),K.J. McDaniels,6302436,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Norman Powell (6302418),Norman Powell,6302418,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,C,Lucas Nogueira (6302476),Lucas Nogueira,6302476,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Sam Dekker (6302437),Sam Dekker,6302437,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PF,Montrezl Harrell (6302458),Montrezl Harrell,6302458,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PG,Delon Wright (6302404),Delon Wright,6302404,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,PF,Christian Wood (6302466),Christian Wood,6302466,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PF,Noah Vonleh (6302471),Noah Vonleh,6302471,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,C,Joel Embiid (6302480),Joel Embiid,6302480,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,SF,Bruno Caboclo (6302438),Bruno Caboclo,6302438,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,PF,Cliff Alexander (6302472),Cliff Alexander,6302472,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,SF,Luis Montero (6302451),Luis Montero,6302451,3000,Por@Det 06:00PM ET,Por,
