PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Elfrid Payton (6135211),Elfrid Payton,6135211,5600,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PG,George Hill (6135152),George Hill,6135152,5500,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,PF,Ersan Ilyasova (6135379),Ersan Ilyasova,6135379,5500,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SF,Wilson Chandler (6135320),Wilson Chandler,6135320,5500,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Jordan Hill (6135353),Jordan Hill,6135353,5500,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,PG,Goran Dragic (6135205),Goran Dragic,6135205,5500,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SG,J.R. Smith (6135266),J.R. Smith,6135266,5400,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,C,Joakim Noah (6135425),Joakim Noah,6135425,5400,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,PG,Jeremy Lin (6135195),Jeremy Lin,6135195,5400,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Marcus Morris (6135316),Marcus Morris,6135316,5400,Det@Bos 07:30PM ET,Det,
,,,,,,,,,PF,Tristan Thompson (6135399),Tristan Thompson,6135399,5400,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PG,Marcus Smart (6135179),Marcus Smart,6135179,5400,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SF,Aaron Gordon (6135345),Aaron Gordon,6135345,5400,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PG,Emmanuel Mudiay (6135187),Emmanuel Mudiay,6135187,5400,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Nikola Mirotic (6135363),Nikola Mirotic,6135363,5300,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,C,Willie Cauley-Stein (6135427),Willie Cauley-Stein,6135427,5300,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Zach LaVine (6135172),Zach LaVine,6135172,5300,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SF,Kent Bazemore (6135305),Kent Bazemore,6135305,5200,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,C,Jared Sullinger (6135444),Jared Sullinger,6135444,5200,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,PG,Tony Parker (6135145),Tony Parker,6135145,5100,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,J.J. Redick (6135239),J.J. Redick,6135239,5100,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PF,Amir Johnson (6135380),Amir Johnson,6135380,5100,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,C,Spencer Hawes (6135460),Spencer Hawes,6135460,5100,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Enes Kanter (6135471),Enes Kanter,6135471,5100,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,C,Tim Duncan (6135413),Tim Duncan,6135413,5000,NO@SA 08:30PM ET,SA,
,,,,,,,,,C,Ian Mahinmi (6135418),Ian Mahinmi,6135418,5000,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,C,Cody Zeller (6135462),Cody Zeller,6135462,5000,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Dennis Schroder (6135167),Dennis Schroder,6135167,5000,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SF,Luol Deng (6135334),Luol Deng,6135334,4900,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SF,Joe Johnson (6135290),Joe Johnson,6135290,4800,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,J.J. Barea (6135203),J.J. Barea,6135203,4800,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Wesley Matthews (6135273),Wesley Matthews,6135273,4800,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Evan Turner (6135244),Evan Turner,6135244,4800,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,C,Kelly Olynyk (6135443),Kelly Olynyk,6135443,4800,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SF,Jared Dudley (6135325),Jared Dudley,6135325,4700,GS@Was 08:00PM ET,Was,
,,,,,,,,,SG,Garrett Temple (6135259),Garrett Temple,6135259,4700,GS@Was 08:00PM ET,Was,
,,,,,,,,,SF,Harrison Barnes (6135326),Harrison Barnes,6135326,4700,GS@Was 08:00PM ET,GS,
,,,,,,,,,SG,Evan Fournier (6135281),Evan Fournier,6135281,4700,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,SG,Jamal Crawford (6135237),Jamal Crawford,6135237,4600,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PF,Amar'e Stoudemire (6135401),Amar'e Stoudemire,6135401,4600,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,PG,Darren Collison (6135158),Darren Collison,6135158,4600,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Eric Gordon (6135216),Eric Gordon,6135216,4600,NO@SA 08:30PM ET,NO,
,,,,,,,,,SG,Dion Waiters (6135279),Dion Waiters,6135279,4600,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Jerami Grant (6135308),Jerami Grant,6135308,4600,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,SG,Rondae Hollis-Jefferson (6135225),Rondae Hollis-Jefferson,6135225,4600,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Kyle Korver (6135231),Kyle Korver,6135231,4500,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,PF,Nene Hilario (6135390),Nene Hilario,6135390,4500,GS@Was 08:00PM ET,Was,
,,,,,,,,,SF,Andre Iguodala (6135324),Andre Iguodala,6135324,4500,GS@Was 08:00PM ET,GS,
,,,,,,,,,SG,Raymond Felton (6135271),Raymond Felton,6135271,4500,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Andrew Bogut (6135452),Andrew Bogut,6135452,4500,GS@Was 08:00PM ET,GS,
,,,,,,,,,SG,Jeremy Lamb (6135269),Jeremy Lamb,6135269,4500,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Michael Kidd-Gilchrist (6135332),Michael Kidd-Gilchrist,6135332,4500,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Gary Harris (6135256),Gary Harris,6135256,4500,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PG,Donald Sloan (6135153),Donald Sloan,6135153,4400,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SF,Justise Winslow (6135338),Justise Winslow,6135338,4400,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SF,Stanley Johnson (6135319),Stanley Johnson,6135319,4400,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SG,Manu Ginobili (6135213),Manu Ginobili,6135213,4300,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,Danny Green (6135215),Danny Green,6135215,4300,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,Marco Belinelli (6135226),Marco Belinelli,6135226,4300,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Trey Burke (6135184),Trey Burke,6135184,4300,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Steven Adams (6135473),Steven Adams,6135473,4300,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Shabazz Muhammad (6135314),Shabazz Muhammad,6135314,4300,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SF,Wesley Johnson (6135311),Wesley Johnson,6135311,4200,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PG,Isaiah Canaan (6135164),Isaiah Canaan,6135164,4200,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,SG,Alec Burks (6135252),Alec Burks,6135252,4200,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Bryce Dejean-Jones (6135218),Bryce Dejean-Jones,6135218,4200,NO@SA 08:30PM ET,NO,
,,,,,,,,,PF,David West (6135347),David West,6135347,4100,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,Rodney Stuckey (6135219),Rodney Stuckey,6135219,4100,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,PG,Jameer Nelson (6135181),Jameer Nelson,6135181,4000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SF,Alonzo Gee (6135284),Alonzo Gee,6135284,4000,NO@SA 08:30PM ET,NO,
,,,,,,,,,SG,Wayne Ellington (6135221),Wayne Ellington,6135221,4000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PF,Trevor Booker (6135384),Trevor Booker,6135384,4000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Kosta Koufos (6135426),Kosta Koufos,6135426,4000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Brandon Jennings (6135177),Brandon Jennings,6135177,4000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,PG,Matthew Dellavedova (6135198),Matthew Dellavedova,6135198,4000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PG,Shane Larkin (6135154),Shane Larkin,6135154,4000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PF,Bobby Portis (6135364),Bobby Portis,6135364,4000,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,PG,Ramon Sessions (6135190),Ramon Sessions,6135190,3900,GS@Was 08:00PM ET,Was,
,,,,,,,,,SG,Gerald Green (6135272),Gerald Green,6135272,3900,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SF,C.J. Miles (6135291),C.J. Miles,6135291,3900,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,SF,Thabo Sefolosha (6135304),Thabo Sefolosha,6135304,3900,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,PF,Darrell Arthur (6135383),Darrell Arthur,6135383,3900,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG,Tyler Johnson (6135275),Tyler Johnson,6135275,3900,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SG,Ben McLemore (6135230),Ben McLemore,6135230,3900,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,C,Frank Kaminsky (6135463),Frank Kaminsky,6135463,3900,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Hollis Thompson (6135234),Hollis Thompson,6135234,3800,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,C,Boban Marjanovic (6135417),Boban Marjanovic,6135417,3800,NO@SA 08:30PM ET,SA,
,,,,,,,,,SF,Paul Pierce (6135309),Paul Pierce,6135309,3700,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PF,Boris Diaw (6135348),Boris Diaw,6135348,3700,NO@SA 08:30PM ET,SA,
,,,,,,,,,PG,Aaron Brooks (6135156),Aaron Brooks,6135156,3700,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,C,Lavoy Allen (6135421),Lavoy Allen,6135421,3700,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,PG,Patty Mills (6135148),Patty Mills,6135148,3700,NO@SA 08:30PM ET,SA,
,,,,,,,,,C,Festus Ezeli (6135456),Festus Ezeli,6135456,3700,GS@Was 08:00PM ET,GS,
,,,,,,,,,SF,P.J. Hairston (6135333),P.J. Hairston,6135333,3700,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Nik Stauskas (6135236),Nik Stauskas,6135236,3700,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,SG,E'Twaun Moore (6135227),E'Twaun Moore,6135227,3600,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,C,Omer Asik (6135416),Omer Asik,6135416,3600,NO@SA 08:30PM ET,NO,
,,,,,,,,,PG,Troy Daniels (6135197),Troy Daniels,6135197,3600,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Bojan Bogdanovic (6135224),Bojan Bogdanovic,6135224,3600,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Cameron Payne (6135212),Cameron Payne,6135212,3600,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,C,Jusuf Nurkic (6135450),Jusuf Nurkic,6135450,3600,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PG,Kirk Hinrich (6135155),Kirk Hinrich,6135155,3500,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,PG,Randy Foye (6135182),Randy Foye,6135182,3500,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PG,Shaun Livingston (6135189),Shaun Livingston,6135189,3500,GS@Was 08:00PM ET,GS,
,,,,,,,,,PG,Beno Udrih (6135204),Beno Udrih,6135204,3500,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,PG,Toney Douglas (6135146),Toney Douglas,6135146,3500,NO@SA 08:30PM ET,NO,
,,,,,,,,,PG,Brian Roberts (6135194),Brian Roberts,6135194,3500,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Aron Baynes (6135441),Aron Baynes,6135441,3500,Det@Bos 07:30PM ET,Det,
,,,,,,,,,PF,Mike Scott (6135367),Mike Scott,6135367,3500,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,C,Cole Aldrich (6135437),Cole Aldrich,6135437,3500,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,SG,Iman Shumpert (6135267),Iman Shumpert,6135267,3500,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PG,Devin Harris (6135201),Devin Harris,6135201,3400,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Kris Humphries (6135391),Kris Humphries,6135391,3400,GS@Was 08:00PM ET,Was,
,,,,,,,,,PG,T.J. McConnell (6135165),T.J. McConnell,6135165,3400,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,PF,Dwight Powell (6135406),Dwight Powell,6135406,3400,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,David Lee (6135376),David Lee,6135376,3300,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SG,Kevin Martin (6135238),Kevin Martin,6135238,3300,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SG,Gary Neal (6135258),Gary Neal,6135258,3300,GS@Was 08:00PM ET,Was,
,,,,,,,,,C,Marreese Speights (6135454),Marreese Speights,6135454,3300,GS@Was 08:00PM ET,GS,
,,,,,,,,,C,Alexis Ajinca (6135415),Alexis Ajinca,6135415,3300,NO@SA 08:30PM ET,NO,
,,,,,,,,,SF,Tony Snell (6135301),Tony Snell,6135301,3300,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,C,Timofey Mozgov (6135461),Timofey Mozgov,6135461,3300,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,SF,Doug McDermott (6135303),Doug McDermott,6135303,3300,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,SG,Austin Rivers (6135241),Austin Rivers,6135241,3300,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PG,Raul Neto (6135185),Raul Neto,6135185,3300,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Mo Williams (6135193),Mo Williams,6135193,3200,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PF,Channing Frye (6135408),Channing Frye,6135408,3200,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PF,Anthony Tolliver (6135377),Anthony Tolliver,6135377,3200,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SG,Brandon Rush (6135260),Brandon Rush,6135260,3200,GS@Was 08:00PM ET,GS,
,,,,,,,,,C,Andrea Bargnani (6135419),Andrea Bargnani,6135419,3200,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,C,JaVale McGee (6135466),JaVale McGee,6135466,3200,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Lance Stephenson (6135312),Lance Stephenson,6135312,3200,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PF,Nemanja Bjelica (6135374),Nemanja Bjelica,6135374,3200,Min@LAC 10:30PM ET,Min,
,,,,,,,,,PG,Pablo Prigioni (6135171),Pablo Prigioni,6135171,3200,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,C,Nick Collison (6135469),Nick Collison,6135469,3100,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Drew Gooden (6135389),Drew Gooden,6135389,3100,GS@Was 08:00PM ET,Was,
,,,,,,,,,SF,Tayshaun Prince (6135310),Tayshaun Prince,6135310,3100,Min@LAC 10:30PM ET,Min,
,,,,,,,,,PG,Leandro Barbosa (6135188),Leandro Barbosa,6135188,3100,GS@Was 08:00PM ET,GS,
,,,,,,,,,PF,Charlie Villanueva (6135404),Charlie Villanueva,6135404,3100,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Jason Smith (6135409),Jason Smith,6135409,3100,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6135372),Luc Richard Mbah a Moute,6135372,3100,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,SF,Dante Cunningham (6135283),Dante Cunningham,6135283,3100,NO@SA 08:30PM ET,NO,
,,,,,,,,,PF,Tyler Hansbrough (6135397),Tyler Hansbrough,6135397,3100,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,Josh McRoberts (6135405),Josh McRoberts,6135405,3100,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,C,Tiago Splitter (6135431),Tiago Splitter,6135431,3100,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SF,Kyle Singler (6135341),Kyle Singler,6135341,3100,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,C,Nikola Pekovic (6135438),Nikola Pekovic,6135438,3100,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SF,Chris Johnson (6135322),Chris Johnson,6135322,3100,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Quincy Acy (6135359),Quincy Acy,6135359,3100,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Jonas Jerebko (6135381),Jonas Jerebko,6135381,3100,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SF,Solomon Hill (6135294),Solomon Hill,6135294,3100,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,C,Mike Muscala (6135432),Mike Muscala,6135432,3100,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SG,Andre Roberson (6135278),Andre Roberson,6135278,3100,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,SG,Tim Hardaway Jr. (6135235),Tim Hardaway Jr.,6135235,3100,Atl@Phi 07:00PM ET,Atl,
