"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF","Luc Richard Mbah a Moute",3100,"Chi@LAC 03:30PM ET",7.833,"LAC"
"PF","Tyler Hansbrough",3100,"Cha@LAL 09:30PM ET",7.269,"Cha"
"SG","Gerald Henderson",3100,"Min@Por 09:00PM ET",12.288,"Por"
"C","Nikola Pekovic",3100,"Min@Por 09:00PM ET",8.227,"Min"
"C","Tyler Zeller",3100,"Bos@Orl 06:00PM ET",7.968,"Bos"
"PF","Andrew Nicholson",3100,"Bos@Orl 06:00PM ET",12.833,"Orl"
"PF","Jonas Jerebko",3100,"Bos@Orl 06:00PM ET",9.830,"Bos"
"SF","Ryan Kelly",3100,"Cha@LAL 09:30PM ET",12.361,"LAL"
"PF","Kevin Seraphin",3100,"GS@NY 07:30PM ET",9.958,"NY"
"SG","Tim Hardaway Jr.",3100,"Atl@Mia 06:00PM ET",7.735,"Atl"
"SF","Anthony Brown",3100,"Cha@LAL 09:30PM ET",8.688,"LAL"
"SG","Jordan McRae",3100,"Pho@Dal 07:00PM ET",22.000,"Pho"
"PG","Shabazz Napier",3100,"Bos@Orl 06:00PM ET",9.705,"Orl"
"PF","Kevin Garnett",3000,"Min@Por 09:00PM ET",12.382,"Min"
"PG","Andre Miller",3000,"Min@Por 09:00PM ET",8.638,"Min"
"SF","Metta World Peace",3000,"Cha@LAL 09:30PM ET",11.842,"LAL"
"C","Chris Kaman",3000,"Min@Por 09:00PM ET",4.531,"Por"
"PF","Louis Amundson",3000,"GS@NY 07:30PM ET",5.863,"NY"
"C","Chris Andersen",3000,"Atl@Mia 06:00PM ET",5.250,"Mia"
"PG","Ronnie Price",3000,"Pho@Dal 07:00PM ET",10.706,"Pho"
"SF","Mike Dunleavy",3000,"Chi@LAC 03:30PM ET",0,"Chi"
"PG","C.J. Watson",3000,"Bos@Orl 06:00PM ET",13.875,"Orl"
"PF","Udonis Haslem",3000,"Atl@Mia 06:00PM ET",5.859,"Mia"
"SG","Sasha Vujacic",3000,"GS@NY 07:30PM ET",8.516,"NY"
"PG","Brian Roberts",3000,"Cha@LAL 09:30PM ET",8.028,"Cha"
"PF","Jason Thompson",3000,"GS@NY 07:30PM ET",6.896,"GS"
"PF","Jeff Ayres",3000,"Chi@LAC 03:30PM ET",4.375,"LAC"
"PF","Josh McRoberts",3000,"Atl@Mia 06:00PM ET",10.571,"Mia"
"SG","Sonny Weems",3000,"Pho@Dal 07:00PM ET",6.529,"Pho"
"SF","Jeremy Evans",3000,"Pho@Dal 07:00PM ET",6.046,"Dal"
"SG","Justin Holiday",3000,"Atl@Mia 06:00PM ET",5.700,"Atl"
"C","Robert Sacre",3000,"Cha@LAL 09:30PM ET",8.317,"LAL"
"PG","Shelvin Mack",3000,"Atl@Mia 06:00PM ET",7.833,"Atl"
"PF","Kyle O'Quinn",3000,"GS@NY 07:30PM ET",13.019,"NY"
"SG","Ian Clark",3000,"GS@NY 07:30PM ET",8.244,"GS"
"SG","Lamar Patterson",3000,"Atl@Mia 06:00PM ET",6.750,"Atl"
"SG","C.J. Wilcox",3000,"Chi@LAC 03:30PM ET",1.917,"LAC"
"SG","John Jenkins",3000,"Pho@Dal 07:00PM ET",5.113,"Dal"
"PF","Cory Jefferson",3000,"Pho@Dal 07:00PM ET",7.333,"Pho"
"PG","Tim Frazier",3000,"Min@Por 09:00PM ET",5.395,"Por"
"C","Mike Muscala",3000,"Atl@Mia 06:00PM ET",7.909,"Atl"
"PF","Cameron Bairstow",3000,"Chi@LAC 03:30PM ET",3.200,"Chi"
"C","Tarik Black",3000,"Cha@LAL 09:30PM ET",9.667,"LAL"
"SF","Devyn Marble",3000,"Bos@Orl 06:00PM ET",0.906,"Orl"
"PF","Adreian Payne",3000,"Min@Por 09:00PM ET",6.925,"Min"
"PG","Keith Appling",3000,"Bos@Orl 06:00PM ET",3.083,"Orl"
"PG","Marcelo Huertas",3000,"Cha@LAL 09:30PM ET",8.661,"LAL"
"SF","Pat Connaughton",3000,"Min@Por 09:00PM ET",1.816,"Por"
"C","Dewayne Dedmon",3000,"Bos@Orl 06:00PM ET",9.634,"Orl"
"SF","Branden Dawson",3000,"Chi@LAC 03:30PM ET",3.875,"LAC"
"PF","James Michael McAdoo",3000,"GS@NY 07:30PM ET",5.200,"GS"
"SF","Maurice Harkless",3000,"Min@Por 09:00PM ET",11.415,"Por"
"PF","Jarnell Stokes",3000,"Atl@Mia 06:00PM ET",1.938,"Mia"
"SG","R.J. Hunter",3000,"Bos@Orl 06:00PM ET",6.406,"Bos"
"SF","Justin Anderson",3000,"Pho@Dal 07:00PM ET",5.250,"Dal"
"SF","Cleanthony Early",3000,"GS@NY 07:30PM ET",1.500,"NY"
"PF","Jordan Mickey",3000,"Bos@Orl 06:00PM ET",4.750,"Bos"
"PG","Terry Rozier",3000,"Bos@Orl 06:00PM ET",3.681,"Bos"
"SG","James Young",3000,"Bos@Orl 06:00PM ET",4.053,"Bos"
"PG","Aaron Harrison",3000,"Cha@LAL 09:30PM ET",1.875,"Cha"
"SF","Thanasis Antetokounmpo",3000,"GS@NY 07:30PM ET",2.000,"NY"
"C","Walter Tavares",3000,"Atl@Mia 06:00PM ET",6.344,"Atl"
"SF","Damjan Rudez",3000,"Min@Por 09:00PM ET",3.603,"Min"
"C","Cristiano Felicio",3000,"Chi@LAC 03:30PM ET",1.813,"Chi"
"SG","Mario Hezonja",3000,"Bos@Orl 06:00PM ET",8.530,"Orl"
"PG","Tyus Jones",3000,"Min@Por 09:00PM ET",8.194,"Min"
"PF","Cliff Alexander",3000,"Min@Por 09:00PM ET",3.286,"Por"
"PF","Kevon Looney",3000,"GS@NY 07:30PM ET",4.500,"GS"
"SF","Luis Montero",3000,"Min@Por 09:00PM ET",2.357,"Por"
