C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RW,Patrick Kane (6201538),Patrick Kane,6201538,8800,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,G,Henrik Lundqvist (6201608),Henrik Lundqvist,6201608,8400,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,G,Corey Crawford (6201609),Corey Crawford,6201609,8300,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,G,Semyon Varlamov (6201614),Semyon Varlamov,6201614,7900,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,G,Scott Darling (6201611),Scott Darling,6201611,7800,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,LW,Zach Parise (6201530),Zach Parise,6201530,7600,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,G,Karri Ramo (6201621),Karri Ramo,6201621,7500,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,G,Devan Dubnyk (6201620),Devan Dubnyk,6201620,7300,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,G,Darcy Kuemper (6201624),Darcy Kuemper,6201624,7100,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,G,Carey Price (6201613),Carey Price,6201613,7000,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,LW,Johnny Gaudreau (6201536),Johnny Gaudreau,6201536,7000,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,G,Mike Condon (6201618),Mike Condon,6201618,7000,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,LW,Max Pacioretty (6201523),Max Pacioretty,6201523,6900,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,G,Ben Scrivens (6201615),Ben Scrivens,6201615,6900,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,LW,Rick Nash (6201509),Rick Nash,6201509,6800,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,G,Calvin Pickard (6201616),Calvin Pickard,6201616,6800,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,D,Mark Giordano (6201593),Mark Giordano,6201593,6700,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,G,Antti Raanta (6201612),Antti Raanta,6201612,6700,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,G,Jonas Hiller (6201623),Jonas Hiller,6201623,6600,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,C,Matt Duchene (6201489),Matt Duchene,6201489,6500,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,G,Reto Berra (6201617),Reto Berra,6201617,6500,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,C,Nathan MacKinnon (6201494),Nathan MacKinnon,6201494,6400,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,LW,Artemi Panarin (6201518),Artemi Panarin,6201518,6400,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,D,Duncan Keith (6201560),Duncan Keith,6201560,6300,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,D,Ryan Suter (6201590),Ryan Suter,6201590,6300,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,G,Joni Ortio (6201625),Joni Ortio,6201625,6300,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,G,Niklas Backstrom (6201622),Niklas Backstrom,6201622,6200,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,P.K. Subban (6201581),P.K. Subban,6201581,6200,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,RW,Mats Zuccarello (6201539),Mats Zuccarello,6201539,6100,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,G,Michael Leighton (6201607),Michael Leighton,6201607,6000,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,D,Brent Seabrook (6201561),Brent Seabrook,6201561,6000,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,C,Jonathan Toews (6201472),Jonathan Toews,6201472,6000,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,G,Magnus Hellberg (6201610),Magnus Hellberg,6201610,6000,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,G,Jon Gillies (6201626),Jon Gillies,6201626,6000,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,G,Roman Will (6201619),Roman Will,6201619,6000,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,C,Derick Brassard (6201473),Derick Brassard,6201473,5900,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,RW,Brendan Gallagher (6201549),Brendan Gallagher,6201549,5900,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,LW,Gabriel Landeskog (6201524),Gabriel Landeskog,6201524,5900,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,C,Sean Monahan (6201505),Sean Monahan,6201505,5800,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,D,Francois Beauchemin (6201575),Francois Beauchemin,6201575,5700,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,D,Erik Johnson (6201578),Erik Johnson,6201578,5600,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,D,Tyson Barrie (6201584),Tyson Barrie,6201584,5500,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,RW,Marian Hossa (6201537),Marian Hossa,6201537,5400,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,C,Derek Stepan (6201476),Derek Stepan,6201476,5200,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,D,Ryan McDonagh (6201568),Ryan McDonagh,6201568,5100,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,C,Tomas Plekanec (6201482),Tomas Plekanec,6201482,5000,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,D,Keith Yandle (6201564),Keith Yandle,6201564,4900,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,D,Dougie Hamilton (6201600),Dougie Hamilton,6201600,4900,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,C,Carl Soderberg (6201484),Carl Soderberg,6201484,4800,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,C,Artem Anisimov (6201474),Artem Anisimov,6201474,4800,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,C,Alex Galchenyuk (6201492),Alex Galchenyuk,6201492,4700,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,LW,Thomas Vanek (6201529),Thomas Vanek,6201529,4600,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,T.J. Brodie (6201597),T.J. Brodie,6201597,4600,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,D,Jared Spurgeon (6201599),Jared Spurgeon,6201599,4600,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,C,J.T. Miller (6201478),J.T. Miller,6201478,4600,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,C,Mikko Koivu (6201496),Mikko Koivu,6201496,4500,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,Dennis Wideman (6201592),Dennis Wideman,6201592,4500,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,D,Kris Russell (6201595),Kris Russell,6201595,4500,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,RW,Michael Frolik (6201553),Michael Frolik,6201553,4400,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,LW,Chris Kreider (6201514),Chris Kreider,6201514,4400,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,LW,Jason Zucker (6201534),Jason Zucker,6201534,4400,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,RW,Jiri Hudler (6201551),Jiri Hudler,6201551,4300,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,RW,Jason Pominville (6201552),Jason Pominville,6201552,4300,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,RW,Jarome Iginla (6201543),Jarome Iginla,6201543,4200,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,RW,Andrew Shaw (6201542),Andrew Shaw,6201542,4200,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,C,Sam Bennett (6201507),Sam Bennett,6201507,4200,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,D,Andrei Markov (6201574),Andrei Markov,6201574,4100,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,C,Mikael Backlund (6201499),Mikael Backlund,6201499,4100,Min@Cgy 10:00PM ET,Cgy,
,,,,,,,,,,C,Charlie Coyle (6201502),Charlie Coyle,6201502,4100,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,Matt Dumba (6201603),Matt Dumba,6201603,4100,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,LW,Blake Comeau (6201521),Blake Comeau,6201521,4000,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,D,Marco Scandella (6201596),Marco Scandella,6201596,4000,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,Jeff Petry (6201582),Jeff Petry,6201582,4000,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,C,Mikael Granlund (6201501),Mikael Granlund,6201501,4000,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,D,Dan Boyle (6201557),Dan Boyle,6201557,3900,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,D,Dan Girardi (6201565),Dan Girardi,6201565,3900,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,RW,Nino Niederreiter (6201555),Nino Niederreiter,6201555,3900,Min@Cgy 10:00PM ET,Min,
,,,,,,,,,,LW,Teuvo Teravainen (6201516),Teuvo Teravainen,6201516,3900,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,D,Nick Holden (6201580),Nick Holden,6201580,3800,Mon@Col 08:00PM ET,Col,
,,,,,,,,,,RW,Dale Weise (6201546),Dale Weise,6201546,3800,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,D,Niklas Hjalmarsson (6201567),Niklas Hjalmarsson,6201567,3700,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,RW,Kevin Hayes (6201540),Kevin Hayes,6201540,3700,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,C,David Desharnais (6201487),David Desharnais,6201487,3600,Mon@Col 08:00PM ET,Mon,
,,,,,,,,,,C,Oscar Lindberg (6201477),Oscar Lindberg,6201477,3400,Chi@NYR 08:00PM ET,NYR,
,,,,,,,,,,D,Trevor van Riemsdyk (6201572),Trevor van Riemsdyk,6201572,3400,Chi@NYR 08:00PM ET,Chi,
,,,,,,,,,,LW,Alex Tanguay (6201519),Alex Tanguay,6201519,3300,Mon@Col 08:00PM ET,Col,
