PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,D'Angelo Russell (6141860),D'Angelo Russell,6141860,4800,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,C,Tyson Chandler (6141983),Tyson Chandler,6141983,4600,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Eric Gordon (6141885),Eric Gordon,6141885,4600,LAL@NO 09:30PM ET,NO,
,,,,,,,,,PF,Larry Nance Jr. (6141953),Larry Nance Jr.,6141953,4400,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,PG,Cory Joseph (6141869),Cory Joseph,6141869,4300,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,SG,Bryce Dejean-Jones (6141887),Bryce Dejean-Jones,6141887,4200,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SG,Terrence Ross (6141898),Terrence Ross,6141898,4200,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,PF,Ed Davis (6141964),Ed Davis,6141964,4100,Tor@Por 10:00PM ET,Por,
,,,,,,,,,PF,Terrence Jones (6141958),Terrence Jones,6141958,4100,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,C,Alex Len (6141985),Alex Len,6141985,4100,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Luis Scola (6141962),Luis Scola,6141962,4000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,SF,Corey Brewer (6141921),Corey Brewer,6141921,4000,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SG,Allen Crabbe (6141897),Allen Crabbe,6141897,4000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,SF,Mirza Teletovic (6141924),Mirza Teletovic,6141924,4000,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,T.J. Warren (6141925),T.J. Warren,6141925,4000,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Jon Leuer (6141956),Jon Leuer,6141956,3900,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Meyers Leonard (6141988),Meyers Leonard,6141988,3900,Tor@Por 10:00PM ET,Por,
,,,,,,,,,PF,Patrick Patterson (6141963),Patrick Patterson,6141963,3800,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,C,Bismack Biyombo (6141990),Bismack Biyombo,6141990,3800,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,PF,Brandon Bass (6141950),Brandon Bass,6141950,3700,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,SF,Alonzo Gee (6141914),Alonzo Gee,6141914,3700,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SF,Marcus Thornton (6141922),Marcus Thornton,6141922,3700,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,C,Roy Hibbert (6141978),Roy Hibbert,6141978,3600,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,PG,Ty Lawson (6141863),Ty Lawson,6141863,3600,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SF,James Johnson (6141928),James Johnson,6141928,3500,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,C,Omer Asik (6141981),Omer Asik,6141981,3500,LAL@NO 09:30PM ET,NO,
,,,,,,,,,PG,Toney Douglas (6141855),Toney Douglas,6141855,3300,LAL@NO 09:30PM ET,NO,
,,,,,,,,,PF,Noah Vonleh (6141965),Noah Vonleh,6141965,3300,Tor@Por 10:00PM ET,Por,
,,,,,,,,,PG,Jason Terry (6141861),Jason Terry,6141861,3200,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SG,Gerald Henderson (6141894),Gerald Henderson,6141894,3200,Tor@Por 10:00PM ET,Por,
,,,,,,,,,C,Alexis Ajinca (6141980),Alexis Ajinca,6141980,3200,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SG,Nick Young (6141883),Nick Young,6141883,3100,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,SF,Dante Cunningham (6141913),Dante Cunningham,6141913,3100,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SF,Ryan Kelly (6141917),Ryan Kelly,6141917,3100,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,C,Tarik Black (6141982),Tarik Black,6141982,3100,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,SF,Anthony Brown (6141918),Anthony Brown,6141918,3100,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,SG,Jordan McRae (6141891),Jordan McRae,6141891,3100,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Metta World Peace (6141912),Metta World Peace,6141912,3000,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,C,Chris Kaman (6141986),Chris Kaman,6141986,3000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,PG,Ronnie Price (6141862),Ronnie Price,6141862,3000,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Kendrick Perkins (6141977),Kendrick Perkins,6141977,3000,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SF,Quincy Pondexter (6141915),Quincy Pondexter,6141915,3000,LAL@NO 09:30PM ET,NO,
,,,,,,,,,SG,Sonny Weems (6141888),Sonny Weems,6141888,3000,Hou@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Robert Sacre (6141979),Robert Sacre,6141979,3000,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,SF,Luke Babbitt (6141916),Luke Babbitt,6141916,3000,LAL@NO 09:30PM ET,NO,
,,,,,,,,,PG,Tim Frazier (6141868),Tim Frazier,6141868,3000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,PG,Marcelo Huertas (6141859),Marcelo Huertas,6141859,3000,LAL@NO 09:30PM ET,LAL,
,,,,,,,,,PF,Donatas Motiejunas (6141959),Donatas Motiejunas,6141959,3000,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6141930),Pat Connaughton,6141930,3000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,SF,K.J. McDaniels (6141923),K.J. McDaniels,6141923,3000,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SF,Maurice Harkless (6141931),Maurice Harkless,6141931,3000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,SG,Norman Powell (6141899),Norman Powell,6141899,3000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,C,Lucas Nogueira (6141991),Lucas Nogueira,6141991,3000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,SF,Sam Dekker (6141926),Sam Dekker,6141926,3000,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,PF,Montrezl Harrell (6141960),Montrezl Harrell,6141960,3000,Hou@Pho 09:00PM ET,Hou,
,,,,,,,,,SF,Anthony Bennett (6141932),Anthony Bennett,6141932,3000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,PG,Delon Wright (6141870),Delon Wright,6141870,3000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,SF,Bruno Caboclo (6141933),Bruno Caboclo,6141933,3000,Tor@Por 10:00PM ET,Tor,
,,,,,,,,,PF,Cliff Alexander (6141966),Cliff Alexander,6141966,3000,Tor@Por 10:00PM ET,Por,
,,,,,,,,,SF,Luis Montero (6141934),Luis Montero,6141934,3000,Tor@Por 10:00PM ET,Por,
