C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Brian Elliott (6215726),Brian Elliott,6215726,8500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Semyon Varlamov (6215733),Semyon Varlamov,6215733,8000,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,G,Jake Allen (6215727),Jake Allen,6215727,7400,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Cam Talbot (6215734),Cam Talbot,6215734,7200,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,RW,Vladimir Tarasenko (6215637),Vladimir Tarasenko,6215637,7100,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Connor McDavid (6215581),Connor McDavid,6215581,7000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Calvin Pickard (6215735),Calvin Pickard,6215735,6800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Matt Duchene (6215574),Matt Duchene,6215574,6600,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Taylor Hall (6215614),Taylor Hall,6215614,6600,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Louis Domingue (6215729),Louis Domingue,6215729,6600,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Kevin Shattenkirk (6215682),Kevin Shattenkirk,6215682,6500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Reto Berra (6215738),Reto Berra,6215738,6500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Nathan MacKinnon (6215579),Nathan MacKinnon,6215579,6500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Oliver Ekman-Larsson (6215686),Oliver Ekman-Larsson,6215686,6400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Anders Lindback (6215728),Anders Lindback,6215728,6400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Anders Nilsson (6215736),Anders Nilsson,6215736,6400,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Mike Smith (6215725),Mike Smith,6215725,6300,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Alexander Steen (6215601),Alexander Steen,6215601,6200,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Niklas Treutle (6215732),Niklas Treutle,6215732,6200,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Jordan Binnington (6215730),Jordan Binnington,6215730,6000,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Laurent Brossoit (6215737),Laurent Brossoit,6215737,6000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Pheonix Copley (6215731),Pheonix Copley,6215731,6000,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Roman Will (6215739),Roman Will,6215739,6000,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Jordan Eberle (6215642),Jordan Eberle,6215642,5900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Gabriel Landeskog (6215615),Gabriel Landeskog,6215615,5900,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Francois Beauchemin (6215696),Francois Beauchemin,6215696,5800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Erik Johnson (6215697),Erik Johnson,6215697,5700,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Alex Pietrangelo (6215683),Alex Pietrangelo,6215683,5700,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Tyson Barrie (6215705),Tyson Barrie,6215705,5700,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Jaden Schwartz (6215604),Jaden Schwartz,6215604,5300,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Benoit Pouliot (6215610),Benoit Pouliot,6215610,4900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Max Domi (6215606),Max Domi,6215606,4900,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Leon Draisaitl (6215580),Leon Draisaitl,6215580,4900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Carl Soderberg (6215571),Carl Soderberg,6215571,4800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Paul Stastny (6215564),Paul Stastny,6215564,4800,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Ryan Nugent-Hopkins (6215577),Ryan Nugent-Hopkins,6215577,4800,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Colton Parayko (6215693),Colton Parayko,6215693,4800,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,David Backes (6215562),David Backes,6215562,4700,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,RW,Shane Doan (6215631),Shane Doan,6215631,4500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Jarome Iginla (6215639),Jarome Iginla,6215639,4500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Mikkel Boedker (6215602),Mikkel Boedker,6215602,4500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Michael Stone (6215684),Michael Stone,6215684,4400,StL@Ari 09:00PM ET,Ari,
