C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,C,Brayden Schenn (6207479),Brayden Schenn,6207479,4500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,D,Andrei Markov (6207532),Andrei Markov,6207532,4300,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,RW,Jiri Hudler (6207522),Jiri Hudler,6207522,4300,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,RW,Michael Frolik (6207525),Michael Frolik,6207525,4300,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Mark Streit (6207535),Mark Streit,6207535,4200,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Brandon Sutter (6207489),Brandon Sutter,6207489,4200,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,Mikael Backlund (6207490),Mikael Backlund,6207490,4200,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Michael Del Zotto (6207537),Michael Del Zotto,6207537,4200,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Sam Bennett (6207497),Sam Bennett,6207497,4200,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,RW,Jannik Hansen (6207526),Jannik Hansen,6207526,4000,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,D,Jeff Petry (6207539),Jeff Petry,6207539,4000,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Sean Couturier (6207482),Sean Couturier,6207482,3900,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Bo Horvat (6207495),Bo Horvat,6207495,3900,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,RW,Dale Weise (6207516),Dale Weise,6207516,3800,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Christopher Tanev (6207560),Christopher Tanev,6207560,3700,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,David Desharnais (6207477),David Desharnais,6207477,3600,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Ben Hutton (6207562),Ben Hutton,6207562,3600,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,RW,Matt Read (6207519),Matt Read,6207519,3500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,RW,Alexandre Burrows (6207523),Alexandre Burrows,6207523,3200,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,Lars Eller (6207476),Lars Eller,6207476,3200,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Radko Gudas (6207541),Radko Gudas,6207541,3200,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,LW,Sven Baertschi (6207510),Sven Baertschi,6207510,3200,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,LW,Tomas Fleischmann (6207499),Tomas Fleischmann,6207499,3100,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Nathan Beaulieu (6207543),Nathan Beaulieu,6207543,3100,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,LW,Michael Raffl (6207502),Michael Raffl,6207502,3100,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,RW,Sven Andrighetto (6207520),Sven Andrighetto,6207520,3100,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,LW,Daniel Carr (6207504),Daniel Carr,6207504,3100,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Sam Gagner (6207475),Sam Gagner,6207475,3000,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,LW,Micheal Ferland (6207509),Micheal Ferland,6207509,3000,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Nick Schultz (6207533),Nick Schultz,6207533,2900,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,RW,David Jones (6207528),David Jones,6207528,2900,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,C,Joe Colborne (6207491),Joe Colborne,6207491,2900,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Yannick Weber (6207556),Yannick Weber,6207556,2900,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,LW,Lance Bouma (6207508),Lance Bouma,6207508,2900,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Dan Hamhuis (6207548),Dan Hamhuis,6207548,2800,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,Paul Byron (6207478),Paul Byron,6207478,2800,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Markus Granlund (6207493),Markus Granlund,6207493,2800,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Tom Gilbert (6207534),Tom Gilbert,6207534,2700,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,RW,Ryan White (6207514),Ryan White,6207514,2700,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,D,Mark Barberio (6207540),Mark Barberio,6207540,2700,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Alexei Emelin (6207542),Alexei Emelin,6207542,2700,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Nick Cousins (6207483),Nick Cousins,6207483,2700,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Jared McCann (6207498),Jared McCann,6207498,2700,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,R.J. Umberger (6207473),R.J. Umberger,6207473,2600,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,D,Deryk Engelland (6207549),Deryk Engelland,6207549,2600,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Andrew MacDonald (6207536),Andrew MacDonald,6207536,2600,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,RW,Torrey Mitchell (6207512),Torrey Mitchell,6207512,2600,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Luca Sbisa (6207555),Luca Sbisa,6207555,2600,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,LW,Brandon Bollig (6207507),Brandon Bollig,6207507,2600,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,RW,Emerson Etem (6207529),Emerson Etem,6207529,2600,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,RW,Linden Vey (6207530),Linden Vey,6207530,2600,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,Brian Flynn (6207484),Brian Flynn,6207484,2600,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,LW,Jacob De La Rose (6207503),Jacob De La Rose,6207503,2600,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Evgeny Medvedev (6207547),Evgeny Medvedev,6207547,2600,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Matt Stajan (6207488),Matt Stajan,6207488,2500,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,D,Ladislav Smid (6207552),Ladislav Smid,6207552,2500,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,RW,Adam Cracknell (6207524),Adam Cracknell,6207524,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,RW,Derek Dorsett (6207527),Derek Dorsett,6207527,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,C,Chris VandeVelde (6207480),Chris VandeVelde,6207480,2500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,D,Matt Bartkowski (6207558),Matt Bartkowski,6207558,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,D,Alex Biega (6207559),Alex Biega,6207559,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,RW,Devante Smith-Pelly (6207517),Devante Smith-Pelly,6207517,2500,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Jordan Weal (6207481),Jordan Weal,6207481,2500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Alex Friesen (6207492),Alex Friesen,6207492,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,LW,Lucas Lessio (6207501),Lucas Lessio,6207501,2500,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Brandon Manning (6207544),Brandon Manning,6207544,2500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,D,Greg Pateryn (6207545),Greg Pateryn,6207545,2500,Phi@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Scott Laughton (6207486),Scott Laughton,6207486,2500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,C,Josh Jooris (6207496),Josh Jooris,6207496,2500,Van@Cgy 09:00PM ET,Cgy,
,,,,,,,,,,LW,Pierre-Edouard Bellemare (6207505),Pierre-Edouard Bellemare,6207505,2500,Phi@Mon 07:30PM ET,Phi,
,,,,,,,,,,RW,Jake Virtanen (6207531),Jake Virtanen,6207531,2500,Van@Cgy 09:00PM ET,Van,
,,,,,,,,,,D,Jakub Nakladal (6207563),Jakub Nakladal,6207563,2500,Van@Cgy 09:00PM ET,Cgy,
