C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,C,Tyler Seguin (6205741),Tyler Seguin,6205741,8400,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,LW,Jamie Benn (6205771),Jamie Benn,6205771,8200,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,LW,Zach Parise (6205761),Zach Parise,6205761,7500,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,G,Frederik Andersen (6205875),Frederik Andersen,6205875,7500,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,G,Devan Dubnyk (6205858),Devan Dubnyk,6205858,7400,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,G,Cam Talbot (6205860),Cam Talbot,6205860,7300,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,G,Darcy Kuemper (6205861),Darcy Kuemper,6205861,7200,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,G,Kari Lehtonen (6205863),Kari Lehtonen,6205863,7100,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,G,Ryan Miller (6205870),Ryan Miller,6205870,7100,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,G,John Gibson (6205876),John Gibson,6205876,7100,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,G,Antti Niemi (6205865),Antti Niemi,6205865,7000,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,G,Jacob Markstrom (6205874),Jacob Markstrom,6205874,6900,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,C,Connor McDavid (6205730),Connor McDavid,6205730,6900,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,LW,Taylor Hall (6205766),Taylor Hall,6205766,6700,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,LW,Patrick Sharp (6205768),Patrick Sharp,6205768,6500,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,G,Richard Bachman (6205873),Richard Bachman,6205873,6500,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,G,Louis Domingue (6205867),Louis Domingue,6205867,6500,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Anders Lindback (6205866),Anders Lindback,6205866,6400,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Mike Smith (6205864),Mike Smith,6205864,6300,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Ryan Suter (6205809),Ryan Suter,6205809,6300,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,G,Anton Khudobin (6205871),Anton Khudobin,6205871,6300,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,D,John Klingberg (6205837),John Klingberg,6205837,6300,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,LW,Daniel Sedin (6205777),Daniel Sedin,6205777,6200,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,RW,Corey Perry (6205798),Corey Perry,6205798,6200,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,G,Niklas Backstrom (6205859),Niklas Backstrom,6205859,6200,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,G,Niklas Treutle (6205869),Niklas Treutle,6205869,6200,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Dustin Tokarski (6205872),Dustin Tokarski,6205872,6100,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,D,Oliver Ekman-Larsson (6205833),Oliver Ekman-Larsson,6205833,6100,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Jason Spezza (6205734),Jason Spezza,6205734,6000,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,G,John Muse (6205868),John Muse,6205868,6000,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,G,Laurent Brossoit (6205862),Laurent Brossoit,6205862,6000,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,G,Joe Cannata (6205877),Joe Cannata,6205877,6000,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,C,Ryan Getzlaf (6205749),Ryan Getzlaf,6205749,5800,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,RW,Jordan Eberle (6205784),Jordan Eberle,6205784,5700,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,C,Ryan Kesler (6205748),Ryan Kesler,6205748,5000,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,D,Alexander Edler (6205845),Alexander Edler,6205845,5000,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,D,Sami Vatanen (6205854),Sami Vatanen,6205854,5000,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,C,Leon Draisaitl (6205729),Leon Draisaitl,6205729,5000,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,C,Henrik Sedin (6205746),Henrik Sedin,6205746,4900,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Benoit Pouliot (6205763),Benoit Pouliot,6205763,4900,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,C,Ryan Nugent-Hopkins (6205727),Ryan Nugent-Hopkins,6205727,4800,Min@Edm 09:00PM ET,Edm,
,,,,,,,,,,RW,Radim Vrbata (6205797),Radim Vrbata,6205797,4700,Anh@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Thomas Vanek (6205760),Thomas Vanek,6205760,4700,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,RW,Jakob Silfverberg (6205806),Jakob Silfverberg,6205806,4700,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,LW,David Perron (6205778),David Perron,6205778,4600,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,D,Alex Goligoski (6205829),Alex Goligoski,6205829,4600,Dal@Ari 09:00PM ET,Dal,
,,,,,,,,,,D,Jared Spurgeon (6205816),Jared Spurgeon,6205816,4600,Min@Edm 09:00PM ET,Min,
,,,,,,,,,,C,Rickard Rakell (6205757),Rickard Rakell,6205757,4600,Anh@Van 10:00PM ET,Anh,
,,,,,,,,,,LW,Max Domi (6205775),Max Domi,6205775,4600,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Shane Doan (6205791),Shane Doan,6205791,4500,Dal@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Mikko Koivu (6205721),Mikko Koivu,6205721,4500,Min@Edm 09:00PM ET,Min,
