PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Michael Carter-Williams (6302764),Michael Carter-Williams,6302764,5400,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,C,Joakim Noah (6303023),Joakim Noah,6303023,5300,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SG,Eric Gordon (6302831),Eric Gordon,6302831,5300,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Norris Cole (6302769),Norris Cole,6302769,5000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Darren Collison (6302768),Darren Collison,6302768,4800,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PF,Bobby Portis (6302964),Bobby Portis,6302964,4800,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,PF,Taj Gibson (6302959),Taj Gibson,6302959,4700,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SG,E'Twaun Moore (6302825),E'Twaun Moore,6302825,4600,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,PG,Jerryd Bayless (6302762),Jerryd Bayless,6302762,4400,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,Nikola Mirotic (6302962),Nikola Mirotic,6302962,4300,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SF,Mike Dunleavy (6302889),Mike Dunleavy,6302889,4200,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SF,Omri Casspi (6302901),Omri Casspi,6302901,4100,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SF,Doug McDermott (6302892),Doug McDermott,6302892,4000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,PF,John Henson (6302960),John Henson,6302960,3800,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SG,Marco Belinelli (6302829),Marco Belinelli,6302829,3700,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,O.J. Mayo (6302761),O.J. Mayo,6302761,3700,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PG,Aaron Brooks (6302759),Aaron Brooks,6302759,3600,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Miles Plumlee (6303024),Miles Plumlee,6303024,3600,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SF,Dante Cunningham (6302897),Dante Cunningham,6302897,3400,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Tony Snell (6302891),Tony Snell,6302891,3400,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Willie Cauley-Stein (6303031),Willie Cauley-Stein,6303031,3400,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,Greivis Vasquez (6302760),Greivis Vasquez,6302760,3300,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,Quincy Acy (6302967),Quincy Acy,6302967,3300,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,Toney Douglas (6302767),Toney Douglas,6302767,3200,Sac@NO 08:00PM ET,NO,
,,,,,,,,,C,Alexis Ajinca (6303029),Alexis Ajinca,6303029,3200,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Caron Butler (6302895),Caron Butler,6302895,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SF,Steve Novak (6302890),Steve Novak,6302890,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,C,Kendrick Perkins (6303027),Kendrick Perkins,6303027,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Alonzo Gee (6302898),Alonzo Gee,6302898,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Quincy Pondexter (6302899),Quincy Pondexter,6302899,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SG,Justin Holiday (6302824),Justin Holiday,6302824,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Kosta Koufos (6303028),Kosta Koufos,6303028,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,James Anderson (6302830),James Anderson,6302830,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,C,Omer Asik (6303030),Omer Asik,6303030,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Luke Babbitt (6302900),Luke Babbitt,6302900,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Seth Curry (6302771),Seth Curry,6302771,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,Bryce Dejean-Jones (6302833),Bryce Dejean-Jones,6302833,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PF,Cameron Bairstow (6302961),Cameron Bairstow,6302961,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SF,Duje Dukan (6302902),Duje Dukan,6302902,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PF,Eric Moreland (6302969),Eric Moreland,6302969,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PF,Johnny O'Bryant (6302963),Johnny O'Bryant,6302963,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SG,Ben McLemore (6302834),Ben McLemore,6302834,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,Tyler Ennis (6302765),Tyler Ennis,6302765,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SF,Damien Inglis (6302894),Damien Inglis,6302894,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,C,Cristiano Felicio (6303026),Cristiano Felicio,6303026,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SG,Rashad Vaughn (6302828),Rashad Vaughn,6302828,3000,Mil@Chi 08:00PM ET,Mil,
