C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RW,Valeri Nichushkin (6213985),Valeri Nichushkin,6213985,3400,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Vincent Lecavalier (6213664),Vincent Lecavalier,6213664,3300,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Niklas Kronwall (6214168),Niklas Kronwall,6214168,3300,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Kevan Miller (6214241),Kevan Miller,6214241,3300,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Tanner Pearson (6213832),Tanner Pearson,6213832,3300,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Darnell Nurse (6214278),Darnell Nurse,6214278,3300,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Alex Tanguay (6213849),Alex Tanguay,6213849,3200,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Trevor Lewis (6213671),Trevor Lewis,6213671,3200,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Zack Smith (6213628),Zack Smith,6213628,3200,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,D,Dmitry Kulikov (6214193),Dmitry Kulikov,6214193,3200,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Calle Jarnkrok (6213674),Calle Jarnkrok,6213674,3200,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Radko Gudas (6214160),Radko Gudas,6214160,3200,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,RW,Mark Arcobello (6213944),Mark Arcobello,6213944,3200,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Adam Larsson (6214212),Adam Larsson,6214212,3200,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Brad Richardson (6213694),Brad Richardson,6213694,3100,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Colin Wilson (6213826),Colin Wilson,6213826,3100,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Dwight King (6213827),Dwight King,6213827,3100,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,LW,Reid Boucher (6213819),Reid Boucher,6213819,3100,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Mikhail Grigorenko (6213712),Mikhail Grigorenko,6213712,3100,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Tom Wilson (6213971),Tom Wilson,6213971,3100,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Jordan Martinook (6213846),Jordan Martinook,6213846,3100,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Michael Raffl (6213797),Michael Raffl,6213797,3100,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,John Mitchell (6213704),John Mitchell,6213704,3000,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Michael Grabner (6213939),Michael Grabner,6213939,3000,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Darren Helm (6213626),Darren Helm,6213626,3000,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Mark Letestu (6213706),Mark Letestu,6213706,3000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Sam Gagner (6213609),Sam Gagner,6213609,3000,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,RW,Zack Kassian (6213999),Zack Kassian,6213999,3000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Zach Trotman (6214240),Zach Trotman,6214240,3000,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Frank Corrado (6214161),Frank Corrado,6214161,3000,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Nick Schultz (6214151),Nick Schultz,6214151,2900,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Zbynek Michalek (6214247),Zbynek Michalek,6214247,2900,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Brad Boyes (6213937),Brad Boyes,6213937,2900,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Andy Greene (6214203),Andy Greene,6214203,2900,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Roman Polak (6214153),Roman Polak,6214153,2900,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Shawn Matthias (6213608),Shawn Matthias,6213608,2900,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Toby Enstrom (6214190),Toby Enstrom,6214190,2900,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Luke Schenn (6214221),Luke Schenn,6214221,2900,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,John Moore (6214208),John Moore,6214208,2900,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Alex Petrovic (6214198),Alex Petrovic,6214198,2900,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,LW,Teemu Pulkkinen (6213805),Teemu Pulkkinen,6213805,2900,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Brandon Davidson (6214271),Brandon Davidson,6214271,2900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Damon Severson (6214213),Damon Severson,6214213,2900,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,LW,Viktor Arvidsson (6213833),Viktor Arvidsson,6213833,2900,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Kyle Quincey (6214172),Kyle Quincey,6214172,2800,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Dave Bolland (6213638),Dave Bolland,6213638,2800,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Adam McQuaid (6214233),Adam McQuaid,6214233,2800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Daniel Winnik (6213793),Daniel Winnik,6213793,2800,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Brendan Smith (6214175),Brendan Smith,6214175,2800,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Matt Hunwick (6214155),Matt Hunwick,6214155,2800,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Jay Beagle (6213656),Jay Beagle,6213656,2800,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Steven Kampfer (6214195),Steven Kampfer,6214195,2800,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Colin Greening (6213616),Colin Greening,6213616,2800,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Eric Gelinas (6214209),Eric Gelinas,6214209,2800,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,RW,Stanislav Galiev (6213969),Stanislav Galiev,6213969,2800,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Mark Fayne (6214272),Mark Fayne,6214272,2800,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Antoine Roussel (6213840),Antoine Roussel,6213840,2800,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Connor Murphy (6214258),Connor Murphy,6214258,2800,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Derek MacKenzie (6213636),Derek MacKenzie,6213636,2700,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,LW,Lauri Korpikoski (6213850),Lauri Korpikoski,6213850,2700,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Tyler Kennedy (6213818),Tyler Kennedy,6213818,2700,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,RW,Ryan White (6213941),Ryan White,6213941,2700,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Jacob Josefson (6213658),Jacob Josefson,6213658,2700,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Patrick Wiercioch (6214178),Patrick Wiercioch,6214178,2700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,D,Jon Merrill (6214210),Jon Merrill,6214210,2700,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Patrik Nemeth (6214238),Patrik Nemeth,6214238,2700,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Brayden McNabb (6214229),Brayden McNabb,6214229,2700,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Nick Cousins (6213620),Nick Cousins,6213620,2700,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Ryan Dzingel (6213632),Ryan Dzingel,6213632,2700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,D,Chris Wideman (6214182),Chris Wideman,6214182,2700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,RW,Alex Chiasson (6213951),Alex Chiasson,6213951,2700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,RW,Curtis Lazar (6213952),Curtis Lazar,6213952,2700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Tyler Gaudet (6213702),Tyler Gaudet,6213702,2700,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Stephane Robidas (6214150),Stephane Robidas,6214150,2600,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Brad Stuart (6214263),Brad Stuart,6214263,2600,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Willie Mitchell (6214186),Willie Mitchell,6214186,2600,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Jordin Tootoo (6213964),Jordin Tootoo,6213964,2600,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,R.J. Umberger (6213606),R.J. Umberger,6213606,2600,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Marc Methot (6214170),Marc Methot,6214170,2600,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Kyle Chipchura (6213693),Kyle Chipchura,6213693,2600,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Nicklas Grossmann (6214248),Nicklas Grossmann,6214248,2600,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Jakub Kindl (6214173),Jakub Kindl,6214173,2600,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Jonathan Ericsson (6214174),Jonathan Ericsson,6214174,2600,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Adam Pardy (6214189),Adam Pardy,6214189,2600,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Andrew MacDonald (6214154),Andrew MacDonald,6214154,2600,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,LW,Matt Hendricks (6213854),Matt Hendricks,6213854,2600,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Nick Spaling (6213610),Nick Spaling,6213610,2600,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Colton Sceviour (6213681),Colton Sceviour,6213681,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Carl Gunnarsson (6214253),Carl Gunnarsson,6214253,2600,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Jordie Benn (6214237),Jordie Benn,6214237,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Jared Cowen (6214158),Jared Cowen,6214158,2600,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Dave Dziurzynski (6213804),Dave Dziurzynski,6213804,2600,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,RW,Gabriel Bourque (6213975),Gabriel Bourque,6213975,2600,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Kevin Connauton (6214256),Kevin Connauton,6214256,2600,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Erik Gudbranson (6214197),Erik Gudbranson,6214197,2600,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Greg McKegg (6213644),Greg McKegg,6213644,2600,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Zach Redmond (6214274),Zach Redmond,6214274,2600,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Joel Armia (6213958),Joel Armia,6213958,2600,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Joe Morrow (6214243),Joe Morrow,6214243,2600,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Tomas Jurco (6213950),Tomas Jurco,6213950,2600,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Adam Clendening (6214276),Adam Clendening,6214276,2600,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,Josh Leivo (6213796),Josh Leivo,6213796,2600,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Radek Faksa (6213686),Radek Faksa,6213686,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Evgeny Medvedev (6214166),Evgeny Medvedev,6214166,2600,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Chris Phillips (6214167),Chris Phillips,6214167,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Olli Jokinen (6213689),Olli Jokinen,6213689,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Andrew Ference (6214262),Andrew Ference,6214262,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Barret Jackman (6214216),Barret Jackman,6214216,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Chris Neil (6213945),Chris Neil,6213945,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,LW,Eric Nystrom (6213823),Eric Nystrom,6213823,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Scottie Upshall (6213988),Scottie Upshall,6213988,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Boyd Gordon (6213690),Boyd Gordon,6213690,2500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Vernon Fiddler (6213676),Vernon Fiddler,6213676,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,LW,Shawn Thornton (6213808),Shawn Thornton,6213808,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,LW,Travis Moen (6213835),Travis Moen,6213835,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Paul Gaustad (6213667),Paul Gaustad,6213667,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Tuomo Ruutu (6213815),Tuomo Ruutu,6213815,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Matt Greene (6214217),Matt Greene,6214217,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Brooks Laich (6213652),Brooks Laich,6213652,2500,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Mark Stuart (6214187),Mark Stuart,6214187,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Mike Richards (6213653),Mike Richards,6213653,2500,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Chris Thorburn (6213954),Chris Thorburn,6213954,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Max Talbot (6213679),Max Talbot,6213679,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Ryane Clowe (6213816),Ryane Clowe,6213816,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Kyle Brodziak (6213692),Kyle Brodziak,6213692,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,RW,Jack Skille (6213996),Jack Skille,6213996,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Peter Harrold (6214249),Peter Harrold,6214249,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Drew Miller (6213800),Drew Miller,6213800,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Cody Bass (6213670),Cody Bass,6213670,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Jiri Tlusty (6213967),Jiri Tlusty,6213967,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,LW,Cody McLeod (6213853),Cody McLeod,6213853,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Rich Clune (6213794),Rich Clune,6213794,2500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Ryan Reaves (6213990),Ryan Reaves,6213990,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Andrew Bodnarchuk (6214267),Andrew Bodnarchuk,6214267,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Jesse Winchester (6213707),Jesse Winchester,6213707,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Michael Kostka (6214176),Michael Kostka,6214176,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Stephen Gionta (6213657),Stephen Gionta,6213657,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,RW,Viktor Tikhonov (6213991),Viktor Tikhonov,6213991,2500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Taylor Chorney (6214207),Taylor Chorney,6214207,2500,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Anthony Peluso (6213957),Anthony Peluso,6213957,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Jamie McBain (6214222),Jamie McBain,6214222,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Joe Vitale (6213699),Joe Vitale,6213699,2500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Paul Postma (6214192),Paul Postma,6214192,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Magnus Paajarvi (6213844),Magnus Paajarvi,6213844,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,RW,Jordan Caron (6213992),Jordan Caron,6213992,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Brent Regner (6214194),Brent Regner,6214194,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,LW,Zac Rinaldo (6213839),Zac Rinaldo,6213839,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Robert Bortuzzo (6214255),Robert Bortuzzo,6214255,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Kyle Clifford (6213828),Kyle Clifford,6213828,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Eric Gryba (6214269),Eric Gryba,6214269,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Chris VandeVelde (6213615),Chris VandeVelde,6213615,2500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Michael Latta (6213660),Michael Latta,6213660,2500,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,C,Landon Ferraro (6213683),Landon Ferraro,6213683,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Ben Chiarot (6214196),Ben Chiarot,6214196,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Nikita Nikitin (6214270),Nikita Nikitin,6214270,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Jordan Nolan (6213672),Jordan Nolan,6213672,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Alex Burmistrov (6213641),Alex Burmistrov,6213641,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Austin Watson (6213829),Austin Watson,6213829,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Riley Sheahan (6213629),Riley Sheahan,6213629,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Jarred Tinordi (6214257),Jarred Tinordi,6214257,2500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Quinton Howden (6213643),Quinton Howden,6213643,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Tyler Pitlick (6214000),Tyler Pitlick,6214000,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,LW,John McFarland (6213810),John McFarland,6213810,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Martin Marincin (6214159),Martin Marincin,6214159,2500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Jordan Weal (6213617),Jordan Weal,6213617,2500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Petter Granberg (6214226),Petter Granberg,6214226,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Chris Wagner (6214001),Chris Wagner,6214001,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Kevin Gravel (6214227),Kevin Gravel,6214227,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Anthony Bitetto (6214228),Anthony Bitetto,6214228,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Mark Borowiecki (6214179),Mark Borowiecki,6214179,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Ben Street (6213709),Ben Street,6213709,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Tyler Randell (6213984),Tyler Randell,6213984,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Anton Lander (6213710),Anton Lander,6213710,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Byron Froese (6213618),Byron Froese,6213618,2500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Garrett Wilson (6213811),Garrett Wilson,6213811,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Jamie Oleksiak (6214242),Jamie Oleksiak,6214242,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Joel Edmundson (6214259),Joel Edmundson,6214259,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Xavier Ouellet (6214180),Xavier Ouellet,6214180,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,RW,Miikka Salomaki (6213978),Miikka Salomaki,6213978,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Shane Prince (6213806),Shane Prince,6213806,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Adam Lowry (6213648),Adam Lowry,6213648,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,RW,Logan Shaw (6213959),Logan Shaw,6213959,2500,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Klas Dahlbeck (6214260),Klas Dahlbeck,6214260,2500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Andy Andreoff (6213830),Andy Andreoff,6213830,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Nick Shore (6213675),Nick Shore,6213675,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,RW,Iiro Pakarinen (6214002),Iiro Pakarinen,6214002,2500,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Jyrki Jokipakka (6214244),Jyrki Jokipakka,6214244,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Alexey Marchenko (6214181),Alexey Marchenko,6214181,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Brandon Manning (6214162),Brandon Manning,6214162,2500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Jeremy Welsh (6213701),Jeremy Welsh,6213701,2500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,RW,Bobby Farnham (6213970),Bobby Farnham,6213970,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Luke Glendening (6213633),Luke Glendening,6213633,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Scott Laughton (6213622),Scott Laughton,6213622,2500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,LW,Stefan Matteau (6213820),Stefan Matteau,6213820,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Devin Shore (6213687),Devin Shore,6213687,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Andreas Athanasiou (6213634),Andreas Athanasiou,6213634,2500,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Viktor Loov (6214165),Viktor Loov,6214165,2500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Seth Helgeson (6214215),Seth Helgeson,6214215,2500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Chris Bigras (6214279),Chris Bigras,6214279,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,J.C. Lipon (6213961),J.C. Lipon,6213961,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Nick Paul (6213807),Nick Paul,6213807,2500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Andrew Copp (6213650),Andrew Copp,6213650,2500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Pierre-Edouard Bellemare (6213798),Pierre-Edouard Bellemare,6213798,2500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,LW,Jakub Vrana (6213822),Jakub Vrana,6213822,2500,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Andreas Martinsen (6213857),Andreas Martinsen,6213857,2500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Joonas Kemppainen (6213841),Joonas Kemppainen,6213841,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Sergey Kalinin (6213972),Sergey Kalinin,6213972,2500,NJ@Was 07:00PM ET,NJ,
