PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SF,P.J. Tucker (6241621),P.J. Tucker,6241621,4800,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Patrick Beverley (6241596),Patrick Beverley,6241596,4800,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,C,Mason Plumlee (6241665),Mason Plumlee,6241665,4800,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SF,Mirza Teletovic (6241622),Mirza Teletovic,6241622,4800,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Al-Farouq Aminu (6241628),Al-Farouq Aminu,6241628,4700,Hou@Por 10:30PM ET,Por,
,,,,,,,,,PF,Clint Capela (6241653),Clint Capela,6241653,4700,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PG,Donald Sloan (6241588),Donald Sloan,6241588,4600,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,PG,Patty Mills (6241580),Patty Mills,6241580,4600,SA@Uta 10:30PM ET,SA,
,,,,,,,,,SF,Maurice Harkless (6241631),Maurice Harkless,6241631,4600,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SG,Rondae Hollis-Jefferson (6241609),Rondae Hollis-Jefferson,6241609,4600,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,C,Tyson Chandler (6241660),Tyson Chandler,6241660,4300,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Kyle Anderson (6241619),Kyle Anderson,6241619,4300,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PF,Jon Leuer (6241643),Jon Leuer,6241643,4200,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Alec Burks (6241601),Alec Burks,6241601,4200,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PF,Kris Humphries (6241641),Kris Humphries,6241641,4100,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Shelvin Mack (6241581),Shelvin Mack,6241581,4100,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,SG,Manu Ginobili (6241598),Manu Ginobili,6241598,4000,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PF,David West (6241635),David West,6241635,4000,SA@Uta 10:30PM ET,SA,
,,,,,,,,,SF,Corey Brewer (6241626),Corey Brewer,6241626,4000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PF,Ed Davis (6241648),Ed Davis,6241648,4000,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SF,T.J. Warren (6241623),T.J. Warren,6241623,4000,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Josh Smith (6241647),Josh Smith,6241647,3900,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,SG,Gerald Henderson (6241611),Gerald Henderson,6241611,3900,Hou@Por 10:30PM ET,Por,
,,,,,,,,,PF,Trevor Booker (6241638),Trevor Booker,6241638,3800,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,SG,Wayne Ellington (6241604),Wayne Ellington,6241604,3700,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,SG,Allen Crabbe (6241614),Allen Crabbe,6241614,3700,Hou@Por 10:30PM ET,Por,
,,,,,,,,,PF,Terrence Jones (6241649),Terrence Jones,6241649,3700,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PG,Ronnie Price (6241586),Ronnie Price,6241586,3600,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Trey Burke (6241583),Trey Burke,6241583,3600,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PG,Shane Larkin (6241591),Shane Larkin,6241591,3600,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,PF,Boris Diaw (6241636),Boris Diaw,6241636,3500,SA@Uta 10:30PM ET,SA,
,,,,,,,,,SF,Marcus Thornton (6241627),Marcus Thornton,6241627,3500,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,C,Meyers Leonard (6241666),Meyers Leonard,6241666,3500,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SG,Bojan Bogdanovic (6241608),Bojan Bogdanovic,6241608,3500,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,PG,Phil Pressey (6241589),Phil Pressey,6241589,3400,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Boban Marjanovic (6241658),Boban Marjanovic,6241658,3400,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PG,Raul Neto (6241584),Raul Neto,6241584,3400,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PF,Noah Vonleh (6241652),Noah Vonleh,6241652,3300,Hou@Por 10:30PM ET,Por,
,,,,,,,,,PG,Ty Lawson (6241595),Ty Lawson,6241595,3200,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,SF,Chris Johnson (6241615),Chris Johnson,6241615,3100,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,SG,Markel Brown (6241607),Markel Brown,6241607,3100,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,SF,Jonathon Simmons (6241618),Jonathon Simmons,6241618,3100,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PG,Jason Terry (6241593),Jason Terry,6241593,3000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PF,Matt Bonner (6241634),Matt Bonner,6241634,3000,SA@Uta 10:30PM ET,SA,
,,,,,,,,,C,Chris Kaman (6241663),Chris Kaman,6241663,3000,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SG,Rasual Butler (6241599),Rasual Butler,6241599,3000,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PG,Brian Roberts (6241594),Brian Roberts,6241594,3000,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SG,Sonny Weems (6241605),Sonny Weems,6241605,3000,Bkn@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Jeff Withey (6241656),Jeff Withey,6241656,3000,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PF,Willie Reed (6241644),Willie Reed,6241644,3000,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,PF,Thomas Robinson (6241645),Thomas Robinson,6241645,3000,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,C,Tibor Pleiss (6241657),Tibor Pleiss,6241657,3000,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,SG,Joe Ingles (6241602),Joe Ingles,6241602,3000,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PG,Ray McCallum (6241582),Ray McCallum,6241582,3000,SA@Uta 10:30PM ET,SA,
,,,,,,,,,PF,Donatas Motiejunas (6241650),Donatas Motiejunas,6241650,3000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6241629),Pat Connaughton,6241629,3000,Hou@Por 10:30PM ET,Por,
,,,,,,,,,SF,K.J. McDaniels (6241630),K.J. McDaniels,6241630,3000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,SF,Sergey Karasev (6241624),Sergey Karasev,6241624,3000,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,SF,Sam Dekker (6241632),Sam Dekker,6241632,3000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PF,Montrezl Harrell (6241651),Montrezl Harrell,6241651,3000,Hou@Por 10:30PM ET,Hou,
,,,,,,,,,PG,Danté Exum (6241585),Danté Exum,6241585,3000,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PF,Cliff Alexander (6241654),Cliff Alexander,6241654,3000,Hou@Por 10:30PM ET,Por,
,,,,,,,,,PF,Trey Lyles (6241640),Trey Lyles,6241640,3000,SA@Uta 10:30PM ET,Uta,
,,,,,,,,,PF,Chris McCullough (6241646),Chris McCullough,6241646,3000,Bkn@Pho 09:00PM ET,Bkn,
,,,,,,,,,SF,Luis Montero (6241633),Luis Montero,6241633,3000,Hou@Por 10:30PM ET,Por,
