C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Tuukka Rask (6189521),Tuukka Rask,6189521,8400,Bos@Det 03:30PM ET,Bos,
,,,,,,,,,,G,Henrik Lundqvist (6189534),Henrik Lundqvist,6189534,8300,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Brian Elliott (6189526),Brian Elliott,6189526,8300,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Cory Schneider (6189514),Cory Schneider,6189514,8200,LA@NJ 12:30PM ET,NJ,
,,,,,,,,,,G,Jonathan Quick (6189515),Jonathan Quick,6189515,8200,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,G,Semyon Varlamov (6189505),Semyon Varlamov,6189505,8000,Col@Buf 12:30PM ET,Col,
,,,,,,,,,,G,Petr Mrazek (6189523),Petr Mrazek,6189523,7900,Bos@Det 03:30PM ET,Det,
,,,,,,,,,,G,Ben Bishop (6189527),Ben Bishop,6189527,7800,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Andrei Vasilevskiy (6189530),Andrei Vasilevskiy,6189530,7700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Steve Mason (6189535),Steve Mason,6189535,7600,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Jake Allen (6189528),Jake Allen,6189528,7400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,RW,Vladimir Tarasenko (6189292),Vladimir Tarasenko,6189292,7400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,Patrice Bergeron (6189075),Patrice Bergeron,6189075,7300,Bos@Det 03:30PM ET,Bos,
,,,,,,,,,,G,Michal Neuvirth (6189536),Michal Neuvirth,6189536,7300,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Jhonas Enroth (6189516),Jhonas Enroth,6189516,7300,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,G,Jimmy Howard (6189520),Jimmy Howard,6189520,7200,Bos@Det 03:30PM ET,Det,
,,,,,,,,,,C,Steven Stamkos (6189092),Steven Stamkos,6189092,7000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Keith Kinkaid (6189517),Keith Kinkaid,6189517,7000,LA@NJ 12:30PM ET,NJ,
,,,,,,,,,,LW,Rick Nash (6189224),Rick Nash,6189224,6900,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Chad Johnson (6189506),Chad Johnson,6189506,6900,Col@Buf 12:30PM ET,Buf,
,,,,,,,,,,G,Robin Lehner (6189507),Robin Lehner,6189507,6900,Col@Buf 12:30PM ET,Buf,
,,,,,,,,,,C,Claude Giroux (6189103),Claude Giroux,6189103,6800,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Jonas Gustavsson (6189522),Jonas Gustavsson,6189522,6800,Bos@Det 03:30PM ET,Bos,
,,,,,,,,,,G,Calvin Pickard (6189508),Calvin Pickard,6189508,6800,Col@Buf 12:30PM ET,Col,
,,,,,,,,,,RW,Nikita Kucherov (6189294),Nikita Kucherov,6189294,6700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Antti Raanta (6189539),Antti Raanta,6189539,6700,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,RW,Wayne Simmonds (6189299),Wayne Simmonds,6189299,6600,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,LW,Brad Marchand (6189210),Brad Marchand,6189210,6600,Bos@Det 03:30PM ET,Bos,
,,,,,,,,,,D,Kevin Shattenkirk (6189404),Kevin Shattenkirk,6189404,6500,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,Matt Duchene (6189051),Matt Duchene,6189051,6500,Col@Buf 12:30PM ET,Col,
,,,,,,,,,,G,Linus Ullmark (6189509),Linus Ullmark,6189509,6500,Col@Buf 12:30PM ET,Buf,
,,,,,,,,,,G,Reto Berra (6189510),Reto Berra,6189510,6500,Col@Buf 12:30PM ET,Col,
,,,,,,,,,,LW,Alexander Steen (6189217),Alexander Steen,6189217,6400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Peter Budaj (6189512),Peter Budaj,6189512,6400,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,C,Anze Kopitar (6189064),Anze Kopitar,6189064,6400,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,RW,Jakub Voracek (6189297),Jakub Voracek,6189297,6400,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Nathan MacKinnon (6189057),Nathan MacKinnon,6189057,6400,Col@Buf 12:30PM ET,Col,
,,,,,,,,,,LW,Evander Kane (6189190),Evander Kane,6189190,6300,Col@Buf 12:30PM ET,Buf,
,,,,,,,,,,D,Drew Doughty (6189371),Drew Doughty,6189371,6200,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,D,Victor Hedman (6189408),Victor Hedman,6189408,6100,StL@TB 06:00PM ET,TB,
,,,,,,,,,,RW,Tyler Toffoli (6189274),Tyler Toffoli,6189274,6100,LA@NJ 12:30PM ET,LA,
,,,,,,,,,,G,Jason LaBarbera (6189533),Jason LaBarbera,6189533,6000,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Pavel Datsyuk (6189073),Pavel Datsyuk,6189073,6000,Bos@Det 03:30PM ET,Det,
,,,,,,,,,,G,Yann Danis (6189513),Yann Danis,6189513,6000,LA@NJ 12:30PM ET,NJ,
,,,,,,,,,,RW,Mats Zuccarello (6189300),Mats Zuccarello,6189300,6000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Magnus Hellberg (6189537),Magnus Hellberg,6189537,6000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Jordan Binnington (6189529),Jordan Binnington,6189529,6000,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Malcolm Subban (6189524),Malcolm Subban,6189524,6000,Bos@Det 03:30PM ET,Bos,
,,,,,,,,,,G,Anthony Stolarz (6189538),Anthony Stolarz,6189538,6000,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Jared Coreau (6189525),Jared Coreau,6189525,6000,Bos@Det 03:30PM ET,Det,
,,,,,,,,,,G,Kristers Gudlevskis (6189531),Kristers Gudlevskis,6189531,6000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Patrik Bartosak (6189518),Patrik Bartosak,6189518,6000,LA@NJ 12:30PM ET,LA,
