"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF","David Lee",3500,"Bos@Was 07:00PM ET",16.283,"Bos"
"PG","Aaron Brooks",3500,"Mia@Chi 08:00PM ET",14.348,"Chi"
"PG","Shaun Livingston",3500,"SA@GS 10:30PM ET",14.024,"GS"
"C","Kosta Koufos",3500,"Cha@Sac 10:00PM ET",17.881,"Sac"
"C","Boban Marjanovic",3500,"SA@GS 10:30PM ET",11.423,"SA"
"PF","Kris Humphries",3400,"Bos@Was 07:00PM ET",14.102,"Was"
"PG","Toney Douglas",3400,"Hou@NO 08:00PM ET",12.602,"NO"
"SF","Tony Snell",3400,"Mia@Chi 08:00PM ET",12.878,"Chi"
"C","Timofey Mozgov",3400,"Min@Cle 07:00PM ET",14.128,"Cle"
"PG","Mo Williams",3300,"Min@Cle 07:00PM ET",19.102,"Cle"
"PF","Channing Frye",3300,"Orl@Mem 08:00PM ET",13.581,"Orl"
"SG","Kevin Martin",3300,"Min@Cle 07:00PM ET",16.707,"Min"
"PF","Drew Gooden",3300,"Bos@Was 07:00PM ET",12.354,"Was"
"PG","Randy Foye",3300,"Atl@Den 09:00PM ET",13.074,"Den"
"C","Alexis Ajinca",3300,"Hou@NO 08:00PM ET",12.136,"NO"
"PG","Raul Neto",3300,"Det@Uta 09:00PM ET",12.845,"Uta"
"PG","Jason Terry",3200,"Hou@NO 08:00PM ET",11.388,"Hou"
"PF","Jason Smith",3200,"Orl@Mem 08:00PM ET",11.682,"Orl"
"SF","Dante Cunningham",3200,"Hou@NO 08:00PM ET",11.024,"NO"
"C","Aron Baynes",3200,"Det@Uta 09:00PM ET",13.087,"Det"
"SG","Brandon Rush",3200,"SA@GS 10:30PM ET",11.264,"GS"
"C","Tiago Splitter",3200,"Atl@Den 09:00PM ET",12.297,"Atl"
"C","Omer Asik",3200,"Hou@NO 08:00PM ET",11.660,"NO"
"C","Jeff Withey",3200,"Det@Uta 09:00PM ET",14.414,"Uta"
"PF","Quincy Acy",3200,"Cha@Sac 10:00PM ET",8.727,"Sac"
"PF","Nemanja Bjelica",3200,"Min@Cle 07:00PM ET",12.724,"Min"
"SF","Doug McDermott",3200,"Mia@Chi 08:00PM ET",12.417,"Chi"
"PF","Donatas Motiejunas",3200,"Hou@NO 08:00PM ET",10.250,"Hou"
"C","Joffrey Lauvergne",3200,"Atl@Den 09:00PM ET",17.920,"Den"
"PG","Leandro Barbosa",3100,"SA@GS 10:30PM ET",12.411,"GS"
"PF","Anthony Tolliver",3100,"Det@Uta 09:00PM ET",12.640,"Det"
"C","Marreese Speights",3100,"SA@GS 10:30PM ET",10.914,"GS"
"SG","E'Twaun Moore",3100,"Mia@Chi 08:00PM ET",9.219,"Chi"
"PF","Andrew Nicholson",3100,"Orl@Mem 08:00PM ET",13.031,"Orl"
"PF","Jonas Jerebko",3100,"Bos@Was 07:00PM ET",9.366,"Bos"
"SG","Tim Hardaway Jr.",3100,"Atl@Den 09:00PM ET",7.982,"Atl"
"PG","Shabazz Napier",3100,"Orl@Mem 08:00PM ET",9.153,"Orl"
"SG","Joe Ingles",3100,"Det@Uta 09:00PM ET",8.833,"Uta"
"SF","Jonathon Simmons",3100,"SA@GS 10:30PM ET",10.508,"SA"
"SF","Kyle Anderson",3100,"SA@GS 10:30PM ET",9.256,"SA"
"PF","Kevin Garnett",3000,"Min@Cle 07:00PM ET",12.382,"Min"
"SG","Vince Carter",3000,"Orl@Mem 08:00PM ET",8.389,"Mem"
"PG","Andre Miller",3000,"Min@Cle 07:00PM ET",8.638,"Min"
"SG","Mike Miller",3000,"Atl@Den 09:00PM ET",5.336,"Den"
"SF","Richard Jefferson",3000,"Min@Cle 07:00PM ET",10.500,"Cle"
"PF","Matt Bonner",3000,"SA@GS 10:30PM ET",4.486,"SA"
"PG","Steve Blake",3000,"Det@Uta 09:00PM ET",11.716,"Det"
"SG","James Jones",3000,"Min@Cle 07:00PM ET",6.449,"Cle"
"SG","Alan Anderson",3000,"Bos@Was 07:00PM ET",0,"Was"
"C","Chris Andersen",3000,"Mia@Chi 08:00PM ET",5.250,"Mia"
"SF","Caron Butler",3000,"Cha@Sac 10:00PM ET",5.175,"Sac"
"SF","Tayshaun Prince",3000,"Min@Cle 07:00PM ET",8.217,"Min"
"SG","Rasual Butler",3000,"SA@GS 10:30PM ET",6.643,"SA"
"SF","Mike Dunleavy",3000,"Mia@Chi 08:00PM ET",0,"Chi"
"PG","C.J. Watson",3000,"Orl@Mem 08:00PM ET",13.875,"Orl"
"C","Ryan Hollins",3000,"Orl@Mem 08:00PM ET",6.500,"Mem"
"C","Kendrick Perkins",3000,"Hou@NO 08:00PM ET",6.583,"NO"
"PF","Udonis Haslem",3000,"Mia@Chi 08:00PM ET",5.917,"Mia"
"C","Anderson Varejao",3000,"Min@Cle 07:00PM ET",7.154,"Cle"
"C","Sasha Kaun",3000,"Min@Cle 07:00PM ET",3.167,"Cle"
"PG","Brian Roberts",3000,"Cha@Sac 10:00PM ET",7.125,"Cha"
"PF","Joel Anthony",3000,"Det@Uta 09:00PM ET",3.292,"Det"
"PF","Jason Thompson",3000,"SA@GS 10:30PM ET",6.881,"GS"
"PF","Tyler Hansbrough",3000,"Cha@Sac 10:00PM ET",5.854,"Cha"
"PF","Josh McRoberts",3000,"Mia@Chi 08:00PM ET",10.638,"Mia"
"PF","Brandan Wright",3000,"Orl@Mem 08:00PM ET",14.571,"Mem"
"SF","Quincy Pondexter",3000,"Hou@NO 08:00PM ET",0,"NO"
"SG","Jodie Meeks",3000,"Det@Uta 09:00PM ET",2.000,"Det"
"SG","Justin Holiday",3000,"Atl@Den 09:00PM ET",5.700,"Atl"
"SG","James Anderson",3000,"Cha@Sac 10:00PM ET",4.795,"Sac"
"PF","J.J. Hickson",3000,"Atl@Den 09:00PM ET",16.250,"Den"
"C","DeJuan Blair",3000,"Bos@Was 07:00PM ET",6.333,"Was"
"C","Nikola Pekovic",3000,"Min@Cle 07:00PM ET",9.188,"Min"
"PF","JaMychal Green",3000,"Orl@Mem 08:00PM ET",12.100,"Mem"
"SF","Luke Babbitt",3000,"Hou@NO 08:00PM ET",8.226,"NO"
"C","Tyler Zeller",3000,"Bos@Was 07:00PM ET",7.870,"Bos"
"SF","Chris Johnson",3000,"Det@Uta 09:00PM ET",7.485,"Uta"
"PG","Seth Curry",3000,"Cha@Sac 10:00PM ET",6.432,"Sac"
"PG","Shelvin Mack",3000,"Atl@Den 09:00PM ET",8.605,"Atl"
"SG","Ian Clark",3000,"SA@GS 10:30PM ET",8.566,"GS"
"SG","Lamar Patterson",3000,"Atl@Den 09:00PM ET",7.147,"Atl"
"SG","Sean Kilpatrick",3000,"Atl@Den 09:00PM ET",4.200,"Den"
"SG","Jared Cunningham",3000,"Min@Cle 07:00PM ET",5.640,"Cle"
"PG","Troy Daniels",3000,"Cha@Sac 10:00PM ET",7.307,"Cha"
"C","Mike Muscala",3000,"Atl@Den 09:00PM ET",8.395,"Atl"
"SG","Bryce Dejean-Jones",3000,"Hou@NO 08:00PM ET",1.750,"NO"
"C","Tibor Pleiss",3000,"Det@Uta 09:00PM ET",4.341,"Uta"
"PF","Cameron Bairstow",3000,"Mia@Chi 08:00PM ET",2.944,"Chi"
"SF","Duje Dukan",3000,"Cha@Sac 10:00PM ET",0,"Sac"
"SG","Jarell Eddie",3000,"Bos@Was 07:00PM ET",6.861,"Was"
"SF","Reggie Bullock",3000,"Det@Uta 09:00PM ET",1.294,"Det"
"PF","Eric Moreland",3000,"Cha@Sac 10:00PM ET",3.900,"Sac"
"SF","Devyn Marble",3000,"Orl@Mem 08:00PM ET",0.906,"Orl"
"PF","Adreian Payne",3000,"Min@Cle 07:00PM ET",6.925,"Min"
"PG","Keith Appling",3000,"Orl@Mem 08:00PM ET",4.125,"Orl"
"SF","JJ O'Brien",3000,"Det@Uta 09:00PM ET",1.625,"Uta"
"PG","Ray McCallum",3000,"SA@GS 10:30PM ET",6.472,"SA"
"SG","Darrun Hilliard",3000,"Det@Uta 09:00PM ET",4.161,"Det"
"SG","James Ennis",3000,"Orl@Mem 08:00PM ET",3.375,"Mem"
"PG","Spencer Dinwiddie",3000,"Det@Uta 09:00PM ET",8.083,"Det"
"SF","Michael Kidd-Gilchrist",3000,"Cha@Sac 10:00PM ET",0,"Cha"
"SF","K.J. McDaniels",3000,"Hou@NO 08:00PM ET",3.450,"Hou"
"C","Dewayne Dedmon",3000,"Orl@Mem 08:00PM ET",10.202,"Orl"
"PF","James Michael McAdoo",3000,"SA@GS 10:30PM ET",5.200,"GS"
"PF","Jarnell Stokes",3000,"Mia@Chi 08:00PM ET",1.938,"Mia"
"SF","Sam Dekker",3000,"Hou@NO 08:00PM ET",1.083,"Hou"
"SG","R.J. Hunter",3000,"Bos@Was 07:00PM ET",6.875,"Bos"
"SG","Jordan Adams",3000,"Orl@Mem 08:00PM ET",9.500,"Mem"
"PF","Montrezl Harrell",3000,"Hou@NO 08:00PM ET",6.860,"Hou"
"PF","Jarell Martin",3000,"Orl@Mem 08:00PM ET",1.000,"Mem"
"PF","Jordan Mickey",3000,"Bos@Was 07:00PM ET",4.750,"Bos"
"PG","Terry Rozier",3000,"Bos@Was 07:00PM ET",3.594,"Bos"
"SG","James Young",3000,"Bos@Was 07:00PM ET",3.941,"Bos"
"PG","Aaron Harrison",3000,"Cha@Sac 10:00PM ET",2.100,"Cha"
"PG","Danté Exum",3000,"Det@Uta 09:00PM ET",0,"Uta"
"C","Walter Tavares",3000,"Atl@Den 09:00PM ET",6.344,"Atl"
"SF","Damjan Rudez",3000,"Min@Cle 07:00PM ET",3.603,"Min"
"C","Cristiano Felicio",3000,"Mia@Chi 08:00PM ET",1.583,"Chi"
"SG","Mario Hezonja",3000,"Orl@Mem 08:00PM ET",8.423,"Orl"
"PG","Tyus Jones",3000,"Min@Cle 07:00PM ET",8.194,"Min"
"PF","Kevon Looney",3000,"SA@GS 10:30PM ET",0,"GS"
