PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Ricky Rubio (6131025),Ricky Rubio,6131025,6500,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Michael Carter-Williams (6131050),Michael Carter-Williams,6131050,6400,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,PF,Julius Randle (6131120),Julius Randle,6131120,6400,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Andrew Wiggins (6131056),Andrew Wiggins,6131056,6300,Min@LAL 10:30PM ET,Min,
,,,,,,,,,C,Jonas Valanciunas (6131157),Jonas Valanciunas,6131157,6200,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SF,Jae Crowder (6131106),Jae Crowder,6131106,6000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SF,Trevor Ariza (6131097),Trevor Ariza,6131097,5900,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SG,Lou Williams (6131055),Lou Williams,6131055,5800,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Avery Bradley (6131073),Avery Bradley,6131073,5700,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SG,Archie Goodwin (6131063),Archie Goodwin,6131063,5600,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Devin Booker (6131064),Devin Booker,6131064,5600,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Goran Dragic (6131040),Goran Dragic,6131040,5500,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,C,Mason Plumlee (6131171),Mason Plumlee,6131171,5500,Mil@Por 10:00PM ET,Por,
,,,,,,,,,PG,Jordan Clarkson (6131026),Jordan Clarkson,6131026,5500,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Clint Capela (6131134),Clint Capela,6131134,5500,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SG,Kobe Bryant (6131052),Kobe Bryant,6131052,5400,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,P.J. Tucker (6131089),P.J. Tucker,6131089,5400,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Gorgui Dieng (6131154),Gorgui Dieng,6131154,5400,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Marcus Smart (6131044),Marcus Smart,6131044,5400,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PG,Zach LaVine (6131028),Zach LaVine,6131028,5300,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PF,Jabari Parker (6131147),Jabari Parker,6131147,5300,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,C,Jared Sullinger (6131167),Jared Sullinger,6131167,5200,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PF,Amir Johnson (6131137),Amir Johnson,6131137,5100,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SF,Derrick Williams (6131105),Derrick Williams,6131105,5000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,C,Tyson Chandler (6131156),Tyson Chandler,6131156,4900,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Arron Afflalo (6131071),Arron Afflalo,6131071,4900,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SF,Al-Farouq Aminu (6131109),Al-Farouq Aminu,6131109,4900,Mil@Por 10:00PM ET,Por,
,,,,,,,,,SG,Langston Galloway (6131074),Langston Galloway,6131074,4900,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SF,Luol Deng (6131096),Luol Deng,6131096,4800,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SF,DeMarre Carroll (6131090),DeMarre Carroll,6131090,4800,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SG,Evan Turner (6131072),Evan Turner,6131072,4800,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PF,Markieff Morris (6131124),Markieff Morris,6131124,4800,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Kelly Olynyk (6131166),Kelly Olynyk,6131166,4800,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PG,D'Angelo Russell (6131030),D'Angelo Russell,6131030,4800,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Robin Lopez (6131164),Robin Lopez,6131164,4700,Bos@NY 07:30PM ET,NY,
,,,,,,,,,C,Alex Len (6131159),Alex Len,6131159,4600,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Patrick Beverley (6131039),Patrick Beverley,6131039,4500,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,PF,Amar'e Stoudemire (6131125),Amar'e Stoudemire,6131125,4400,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,PF,Larry Nance Jr. (6131119),Larry Nance Jr.,6131119,4400,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Justise Winslow (6131102),Justise Winslow,6131102,4400,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,PF,Josh Smith (6131128),Josh Smith,6131128,4300,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SF,Shabazz Muhammad (6131087),Shabazz Muhammad,6131087,4300,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PF,Luis Scola (6131121),Luis Scola,6131121,4200,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,PF,Jon Leuer (6131122),Jon Leuer,6131122,4100,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Ed Davis (6131144),Ed Davis,6131144,4100,Mil@Por 10:00PM ET,Por,
,,,,,,,,,PF,Terrence Jones (6131130),Terrence Jones,6131130,4100,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SG,Tyler Johnson (6131068),Tyler Johnson,6131068,4100,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SF,Mirza Teletovic (6131092),Mirza Teletovic,6131092,4100,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Corey Brewer (6131098),Corey Brewer,6131098,4000,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,PG,Jose Calderon (6131041),Jose Calderon,6131041,4000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SG,O.J. Mayo (6131078),O.J. Mayo,6131078,4000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,PG,Jerryd Bayless (6131047),Jerryd Bayless,6131047,4000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SG,Allen Crabbe (6131081),Allen Crabbe,6131081,4000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,SG,Terrence Ross (6131060),Terrence Ross,6131060,4000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,C,Meyers Leonard (6131172),Meyers Leonard,6131172,4000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,C,Bismack Biyombo (6131158),Bismack Biyombo,6131158,4000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SF,T.J. Warren (6131093),T.J. Warren,6131093,4000,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Brandon Bass (6131116),Brandon Bass,6131116,3900,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Gerald Green (6131066),Gerald Green,6131066,3900,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,PF,John Henson (6131145),John Henson,6131145,3900,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,PG,Cory Joseph (6131033),Cory Joseph,6131033,3900,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,C,Roy Hibbert (6131150),Roy Hibbert,6131150,3800,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Patrick Patterson (6131123),Patrick Patterson,6131123,3800,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,PG,Ty Lawson (6131038),Ty Lawson,6131038,3700,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SF,Marcus Thornton (6131099),Marcus Thornton,6131099,3600,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,PG,Beno Udrih (6131037),Beno Udrih,6131037,3500,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SF,Lance Thomas (6131104),Lance Thomas,6131104,3500,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SF,James Johnson (6131091),James Johnson,6131091,3500,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,PF,Noah Vonleh (6131148),Noah Vonleh,6131148,3500,Mil@Por 10:00PM ET,Por,
,,,,,,,,,PG,Greivis Vasquez (6131046),Greivis Vasquez,6131046,3400,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SG,Jordan McRae (6131061),Jordan McRae,6131061,3400,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,David Lee (6131135),David Lee,6131135,3300,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SG,Kevin Martin (6131053),Kevin Martin,6131053,3300,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Jerian Grant (6131043),Jerian Grant,6131043,3300,Bos@NY 07:30PM ET,NY,
,,,,,,,,,PG,Jason Terry (6131036),Jason Terry,6131036,3200,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,PF,Nemanja Bjelica (6131117),Nemanja Bjelica,6131117,3200,Min@LAL 10:30PM ET,Min,
,,,,,,,,,SF,Tayshaun Prince (6131084),Tayshaun Prince,6131084,3100,Min@LAL 10:30PM ET,Min,
,,,,,,,,,SG,Nick Young (6131054),Nick Young,6131054,3100,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Josh McRoberts (6131129),Josh McRoberts,6131129,3100,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SG,Gerald Henderson (6131077),Gerald Henderson,6131077,3100,Mil@Por 10:00PM ET,Por,
,,,,,,,,,C,Nikola Pekovic (6131152),Nikola Pekovic,6131152,3100,Min@LAL 10:30PM ET,Min,
,,,,,,,,,C,Miles Plumlee (6131169),Miles Plumlee,6131169,3100,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,PF,Jonas Jerebko (6131139),Jonas Jerebko,6131139,3100,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SF,Ryan Kelly (6131085),Ryan Kelly,6131085,3100,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Kevin Seraphin (6131140),Kevin Seraphin,6131140,3100,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SF,Anthony Brown (6131086),Anthony Brown,6131086,3100,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Kevin Garnett (6131115),Kevin Garnett,6131115,3000,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Andre Miller (6131024),Andre Miller,6131024,3000,Min@LAL 10:30PM ET,Min,
,,,,,,,,,SF,Metta World Peace (6131083),Metta World Peace,6131083,3000,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Chris Kaman (6131168),Chris Kaman,6131168,3000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,PF,Louis Amundson (6131136),Louis Amundson,6131136,3000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,C,Chris Andersen (6131161),Chris Andersen,6131161,3000,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,PG,Ronnie Price (6131031),Ronnie Price,6131031,3000,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Chris Copeland (6131143),Chris Copeland,6131143,3000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,PF,Udonis Haslem (6131127),Udonis Haslem,6131127,3000,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SG,Sasha Vujacic (6131070),Sasha Vujacic,6131070,3000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SG,Sonny Weems (6131057),Sonny Weems,6131057,3000,Tor@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Robert Sacre (6131151),Robert Sacre,6131151,3000,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Tyler Zeller (6131165),Tyler Zeller,6131165,3000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PF,Kyle O'Quinn (6131138),Kyle O'Quinn,6131138,3000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,PG,Tim Frazier (6131049),Tim Frazier,6131049,3000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,C,Tarik Black (6131153),Tarik Black,6131153,3000,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Adreian Payne (6131118),Adreian Payne,6131118,3000,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Marcelo Huertas (6131027),Marcelo Huertas,6131027,3000,Min@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Donatas Motiejunas (6131131),Donatas Motiejunas,6131131,3000,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6131110),Pat Connaughton,6131110,3000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,PF,Johnny O'Bryant (6131146),Johnny O'Bryant,6131146,3000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SG,Josh Richardson (6131069),Josh Richardson,6131069,3000,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,SF,K.J. McDaniels (6131100),K.J. McDaniels,6131100,3000,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SF,Maurice Harkless (6131111),Maurice Harkless,6131111,3000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,SG,Norman Powell (6131062),Norman Powell,6131062,3000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,PF,Jarnell Stokes (6131132),Jarnell Stokes,6131132,3000,Mia@Hou 08:00PM ET,Mia,
,,,,,,,,,C,Lucas Nogueira (6131160),Lucas Nogueira,6131160,3000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SF,Sam Dekker (6131101),Sam Dekker,6131101,3000,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SG,R.J. Hunter (6131075),R.J. Hunter,6131075,3000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PF,Montrezl Harrell (6131133),Montrezl Harrell,6131133,3000,Mia@Hou 08:00PM ET,Hou,
,,,,,,,,,SF,Anthony Bennett (6131094),Anthony Bennett,6131094,3000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SF,Cleanthony Early (6131107),Cleanthony Early,6131107,3000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,PG,Delon Wright (6131035),Delon Wright,6131035,3000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,PF,Jordan Mickey (6131141),Jordan Mickey,6131141,3000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PG,Terry Rozier (6131045),Terry Rozier,6131045,3000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,PG,Tyler Ennis (6131051),Tyler Ennis,6131051,3000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SG,James Young (6131076),James Young,6131076,3000,Bos@NY 07:30PM ET,Bos,
,,,,,,,,,SF,Thanasis Antetokounmpo (6131108),Thanasis Antetokounmpo,6131108,3000,Bos@NY 07:30PM ET,NY,
,,,,,,,,,SF,Bruno Caboclo (6131095),Bruno Caboclo,6131095,3000,Tor@Pho 09:00PM ET,Tor,
,,,,,,,,,SF,Damien Inglis (6131113),Damien Inglis,6131113,3000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SF,Damjan Rudez (6131088),Damjan Rudez,6131088,3000,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PG,Tyus Jones (6131029),Tyus Jones,6131029,3000,Min@LAL 10:30PM ET,Min,
,,,,,,,,,PF,Cliff Alexander (6131149),Cliff Alexander,6131149,3000,Mil@Por 10:00PM ET,Por,
,,,,,,,,,SG,Rashad Vaughn (6131082),Rashad Vaughn,6131082,3000,Mil@Por 10:00PM ET,Mil,
,,,,,,,,,SF,Luis Montero (6131114),Luis Montero,6131114,3000,Mil@Por 10:00PM ET,Por,
