C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RW,Brad Boyes (6191554),Brad Boyes,6191554,2900,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,LW,Daniel Winnik (6191423),Daniel Winnik,6191423,2900,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,D,Roman Polak (6191796),Roman Polak,6191796,2900,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Shawn Matthias (6191265),Shawn Matthias,6191265,2900,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,RW,Mark Arcobello (6191558),Mark Arcobello,6191558,2900,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,D,Viktor Svedberg (6191806),Viktor Svedberg,6191806,2900,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,LW,Viktor Arvidsson (6191420),Viktor Arvidsson,6191420,2900,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Matt Hunwick (6191799),Matt Hunwick,6191799,2800,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,LW,Richard Panik (6191428),Richard Panik,6191428,2800,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,D,Michal Rozsival (6191792),Michal Rozsival,6191792,2700,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,D,Patrik Nemeth (6191784),Patrik Nemeth,6191784,2700,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,C,Phillip Danault (6191274),Phillip Danault,6191274,2700,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,D,Frank Corrado (6191803),Frank Corrado,6191803,2700,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,D,Stephane Robidas (6191791),Stephane Robidas,6191791,2600,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Vernon Fiddler (6191252),Vernon Fiddler,6191252,2600,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,LW,Rich Clune (6191424),Rich Clune,6191424,2600,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Nick Spaling (6191267),Nick Spaling,6191267,2600,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Colton Sceviour (6191256),Colton Sceviour,6191256,2600,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,D,Jared Cowen (6191801),Jared Cowen,6191801,2600,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,RW,Gabriel Bourque (6191549),Gabriel Bourque,6191549,2600,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Marcus Kruger (6191272),Marcus Kruger,6191272,2600,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,RW,Miikka Salomaki (6191551),Miikka Salomaki,6191551,2600,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Josh Leivo (6191430),Josh Leivo,6191430,2600,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Radek Faksa (6191261),Radek Faksa,6191261,2600,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,D,Barret Jackman (6191776),Barret Jackman,6191776,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Eric Nystrom (6191412),Eric Nystrom,6191412,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Travis Moen (6191414),Travis Moen,6191414,2500,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,C,Paul Gaustad (6191254),Paul Gaustad,6191254,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Rob Scuderi (6191793),Rob Scuderi,6191793,2500,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,C,Cody Bass (6191255),Cody Bass,6191255,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Kyle Cumiskey (6191797),Kyle Cumiskey,6191797,2500,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,LW,Brandon Mashinter (6191426),Brandon Mashinter,6191426,2500,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,LW,Andrew Desjardins (6191427),Andrew Desjardins,6191427,2500,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,D,Jordie Benn (6191781),Jordie Benn,6191781,2500,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,C,Colin Greening (6191271),Colin Greening,6191271,2500,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,LW,Jeremy Morin (6191429),Jeremy Morin,6191429,2500,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,LW,Austin Watson (6191417),Austin Watson,6191417,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Martin Marincin (6191802),Martin Marincin,6191802,2500,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,D,Petter Granberg (6191785),Petter Granberg,6191785,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Anthony Bitetto (6191787),Anthony Bitetto,6191787,2500,Dal@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Byron Froese (6191273),Byron Froese,6191273,2500,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,D,Jamie Oleksiak (6191789),Jamie Oleksiak,6191789,2500,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,D,Jyrki Jokipakka (6191790),Jyrki Jokipakka,6191790,2500,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,C,Devin Shore (6191262),Devin Shore,6191262,2500,Dal@Nsh 08:00PM ET,Dal,
,,,,,,,,,,LW,Brendan Leipsic (6191432),Brendan Leipsic,6191432,2500,Tor@Chi 08:30PM ET,Tor,
,,,,,,,,,,C,Dennis Rasmussen (6191276),Dennis Rasmussen,6191276,2500,Tor@Chi 08:30PM ET,Chi,
,,,,,,,,,,LW,Jiri Sekac (6191433),Jiri Sekac,6191433,2500,Tor@Chi 08:30PM ET,Chi,
