PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,C,Brook Lopez (6157474),Brook Lopez,6157474,7700,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,C,Marc Gasol (6157464),Marc Gasol,6157464,7500,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Gordon Hayward (6157359),Gordon Hayward,6157359,7400,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,C,Dwight Howard (6157489),Dwight Howard,6157489,7300,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PF,LaMarcus Aldridge (6157398),LaMarcus Aldridge,6157398,7200,LAL@SA 08:30PM ET,SA,
,,,,,,,,,PG,Jrue Holiday (6157210),Jrue Holiday,6157210,7200,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,C.J. McCollum (6157312),C.J. McCollum,6157312,7200,Por@Hou 05:00PM ET,Por,
,,,,,,,,,PG,Brandon Knight (6157238),Brandon Knight,6157238,7200,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,PG,Ish Smith (6157230),Ish Smith,6157230,7100,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,Derrick Favors (6157423),Derrick Favors,6157423,7000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SG,Tyreke Evans (6157268),Tyreke Evans,6157268,6900,NO@Cle 07:30PM ET,NO,
,,,,,,,,,PG,Kyrie Irving (6157212),Kyrie Irving,6157212,6900,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,C,Marcin Gortat (6157483),Marcin Gortat,6157483,6800,Was@Cha 07:00PM ET,Was,
,,,,,,,,,PG,Reggie Jackson (6157226),Reggie Jackson,6157226,6800,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,Monta Ellis (6157285),Monta Ellis,6157285,6700,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,C,Rudy Gobert (6157481),Rudy Gobert,6157481,6700,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,Nerlens Noel (6157418),Nerlens Noel,6157418,6600,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Derrick Rose (6157197),Derrick Rose,6157197,6500,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,SG,Andrew Wiggins (6157257),Andrew Wiggins,6157257,6500,Chi@Min 08:00PM ET,Min,
,,,,,,,,,C,Myles Turner (6157471),Myles Turner,6157471,6500,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Chandler Parsons (6157342),Chandler Parsons,6157342,6400,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PG,Jarrett Jack (6157229),Jarrett Jack,6157229,6300,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PF,Thaddeus Young (6157414),Thaddeus Young,6157414,6300,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SF,Nicolas Batum (6157363),Nicolas Batum,6157363,6300,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Ricky Rubio (6157198),Ricky Rubio,6157198,6300,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SF,Trevor Ariza (6157368),Trevor Ariza,6157368,6200,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PG,Mike Conley (6157223),Mike Conley,6157223,6200,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Robert Covington (6157353),Robert Covington,6157353,6200,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,Julius Randle (6157400),Julius Randle,6157400,6200,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,PF,Ryan Anderson (6157390),Ryan Anderson,6157390,6100,NO@Cle 07:30PM ET,NO,
,,,,,,,,,PF,Markieff Morris (6157422),Markieff Morris,6157422,6100,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Gorgui Dieng (6157441),Gorgui Dieng,6157441,6100,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SG,Bradley Beal (6157309),Bradley Beal,6157309,6100,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SG,Kobe Bryant (6157271),Kobe Bryant,6157271,6000,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,PF,Dirk Nowitzki (6157401),Dirk Nowitzki,6157401,6000,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,C,Jahlil Okafor (6157476),Jahlil Okafor,6157476,6000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,SG,Devin Booker (6157303),Devin Booker,6157303,6000,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Zach Randolph (6157402),Zach Randolph,6157402,5900,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Jordan Hill (6157411),Jordan Hill,6157411,5900,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Norris Cole (6157209),Norris Cole,6157209,5900,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Rodney Hood (6157301),Rodney Hood,6157301,5900,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SG,Archie Goodwin (6157302),Archie Goodwin,6157302,5900,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Taj Gibson (6157378),Taj Gibson,6157378,5800,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Jeremy Lin (6157244),Jeremy Lin,6157244,5800,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Zaza Pachulia (6157462),Zaza Pachulia,6157462,5700,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,SF,Jeff Green (6157340),Jeff Green,6157340,5700,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,George Hill (6157225),George Hill,6157225,5700,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Serge Ibaka (6157385),Serge Ibaka,6157385,5700,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PG,Deron Williams (6157220),Deron Williams,6157220,5600,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,C,Al Jefferson (6157482),Al Jefferson,6157482,5600,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Kentavious Caldwell-Pope (6157289),Kentavious Caldwell-Pope,6157289,5600,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SF,Michael Kidd-Gilchrist (6157364),Michael Kidd-Gilchrist,6157364,5600,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Otto Porter (6157365),Otto Porter,6157365,5600,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SF,P.J. Tucker (6157357),P.J. Tucker,6157357,5500,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,Clint Capela (6157436),Clint Capela,6157436,5500,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,C,Joakim Noah (6157439),Joakim Noah,6157439,5400,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,SG,Lou Williams (6157275),Lou Williams,6157275,5400,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SF,Marcus Morris (6157346),Marcus Morris,6157346,5400,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,J.R. Smith (6157265),J.R. Smith,6157265,5300,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PF,Marvin Williams (6157428),Marvin Williams,6157428,5300,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,Ersan Ilyasova (6157410),Ersan Ilyasova,6157410,5300,Det@Ind 07:00PM ET,Det,
,,,,,,,,,PG,Jordan Clarkson (6157215),Jordan Clarkson,6157215,5300,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,PG,J.J. Barea (6157221),J.J. Barea,6157221,5200,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,SF,Al-Farouq Aminu (6157371),Al-Farouq Aminu,6157371,5200,Por@Hou 05:00PM ET,Por,
,,,,,,,,,C,Mason Plumlee (6157490),Mason Plumlee,6157490,5200,Por@Hou 05:00PM ET,Por,
,,,,,,,,,PF,Tristan Thompson (6157392),Tristan Thompson,6157392,5200,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PG,Zach LaVine (6157199),Zach LaVine,6157199,5200,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SF,Stanley Johnson (6157351),Stanley Johnson,6157351,5200,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SF,Joe Johnson (6157352),Joe Johnson,6157352,5100,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PG,Patrick Beverley (6157251),Patrick Beverley,6157251,5100,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,C,Tim Duncan (6157456),Tim Duncan,6157456,5000,LAL@SA 08:30PM ET,SA,
,,,,,,,,,C,Ian Mahinmi (6157466),Ian Mahinmi,6157466,5000,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Nikola Mirotic (6157382),Nikola Mirotic,6157382,5000,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Tony Parker (6157213),Tony Parker,6157213,4900,LAL@SA 08:30PM ET,SA,
,,,,,,,,,C,Enes Kanter (6157448),Enes Kanter,6157448,4900,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,SG,Raymond Felton (6157278),Raymond Felton,6157278,4800,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PF,Josh Smith (6157430),Josh Smith,6157430,4800,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,C,Cody Zeller (6157486),Cody Zeller,6157486,4800,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Matt Barnes (6157338),Matt Barnes,6157338,4700,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Tony Allen (6157339),Tony Allen,6157339,4700,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Jared Dudley (6157362),Jared Dudley,6157362,4700,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SG,Garrett Temple (6157306),Garrett Temple,6157306,4700,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SG,Danny Green (6157276),Danny Green,6157276,4700,LAL@SA 08:30PM ET,SA,
,,,,,,,,,SF,Harrison Barnes (6157325),Harrison Barnes,6157325,4700,OKC@GS 09:00PM ET,GS,
,,,,,,,,,C,Spencer Hawes (6157484),Spencer Hawes,6157484,4600,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Eric Gordon (6157266),Eric Gordon,6157266,4600,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Rondae Hollis-Jefferson (6157295),Rondae Hollis-Jefferson,6157295,4600,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PG,D'Angelo Russell (6157218),D'Angelo Russell,6157218,4600,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,C,Tyson Chandler (6157477),Tyson Chandler,6157477,4500,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Andrew Bogut (6157445),Andrew Bogut,6157445,4500,OKC@GS 09:00PM ET,GS,
,,,,,,,,,SG,Wesley Matthews (6157280),Wesley Matthews,6157280,4500,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PG,Mario Chalmers (6157222),Mario Chalmers,6157222,4500,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,E'Twaun Moore (6157255),E'Twaun Moore,6157255,4500,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,SG,Bryce Dejean-Jones (6157270),Bryce Dejean-Jones,6157270,4500,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Dion Waiters (6157263),Dion Waiters,6157263,4500,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,SF,Jerami Grant (6157356),Jerami Grant,6157356,4500,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,Nene Hilario (6157426),Nene Hilario,6157426,4400,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SF,Andre Iguodala (6157321),Andre Iguodala,6157321,4400,OKC@GS 09:00PM ET,GS,
,,,,,,,,,SF,Corey Brewer (6157369),Corey Brewer,6157369,4400,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PG,Donald Sloan (6157231),Donald Sloan,6157231,4400,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PF,Larry Nance Jr. (6157399),Larry Nance Jr.,6157399,4400,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,C,Alex Len (6157480),Alex Len,6157480,4400,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,PF,David West (6157395),David West,6157395,4300,LAL@SA 08:30PM ET,SA,
,,,,,,,,,SG,Jeremy Lamb (6157308),Jeremy Lamb,6157308,4300,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Steven Adams (6157449),Steven Adams,6157449,4300,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,SG,Wayne Ellington (6157290),Wayne Ellington,6157290,4200,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PF,Ed Davis (6157431),Ed Davis,6157431,4200,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SG,Alec Burks (6157298),Alec Burks,6157298,4200,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,C,Meyers Leonard (6157491),Meyers Leonard,6157491,4200,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SG,Manu Ginobili (6157272),Manu Ginobili,6157272,4100,LAL@SA 08:30PM ET,SA,
,,,,,,,,,SG,Courtney Lee (6157279),Courtney Lee,6157279,4100,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SG,Rodney Stuckey (6157284),Rodney Stuckey,6157284,4100,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,C.J. Miles (6157344),C.J. Miles,6157344,4100,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,Allen Crabbe (6157313),Allen Crabbe,6157313,4100,Por@Hou 05:00PM ET,Por,
,,,,,,,,,PF,Terrence Jones (6157432),Terrence Jones,6157432,4100,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PG,Trey Burke (6157239),Trey Burke,6157239,4100,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,Trevor Booker (6157420),Trevor Booker,6157420,4000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PG,Brandon Jennings (6157227),Brandon Jennings,6157227,4000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,PG,Isaiah Canaan (6157232),Isaiah Canaan,6157232,4000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Matthew Dellavedova (6157211),Matthew Dellavedova,6157211,4000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PG,Shane Larkin (6157235),Shane Larkin,6157235,4000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SF,Mirza Teletovic (6157360),Mirza Teletovic,6157360,4000,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,T.J. Warren (6157361),T.J. Warren,6157361,4000,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Shabazz Muhammad (6157318),Shabazz Muhammad,6157318,4000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SG,Nik Stauskas (6157294),Nik Stauskas,6157294,4000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PF,Bobby Portis (6157383),Bobby Portis,6157383,4000,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Ramon Sessions (6157243),Ramon Sessions,6157243,3900,Was@Cha 07:00PM ET,Was,
,,,,,,,,,PF,Jon Leuer (6157421),Jon Leuer,6157421,3900,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Frank Kaminsky (6157487),Frank Kaminsky,6157487,3900,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,Brandon Bass (6157397),Brandon Bass,6157397,3800,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,C,Lavoy Allen (6157468),Lavoy Allen,6157468,3800,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Ty Lawson (6157250),Ty Lawson,6157250,3700,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,SF,Marcus Thornton (6157370),Marcus Thornton,6157370,3700,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PG,Patty Mills (6157214),Patty Mills,6157214,3700,LAL@SA 08:30PM ET,SA,
,,,,,,,,,C,Festus Ezeli (6157447),Festus Ezeli,6157447,3700,OKC@GS 09:00PM ET,GS,
,,,,,,,,,SG,Hollis Thompson (6157291),Hollis Thompson,6157291,3700,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,C,Boban Marjanovic (6157460),Boban Marjanovic,6157460,3700,LAL@SA 08:30PM ET,SA,
,,,,,,,,,PF,Boris Diaw (6157396),Boris Diaw,6157396,3600,LAL@SA 08:30PM ET,SA,
,,,,,,,,,PG,Brian Roberts (6157242),Brian Roberts,6157242,3600,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Roy Hibbert (6157457),Roy Hibbert,6157457,3600,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SG,Gerald Henderson (6157310),Gerald Henderson,6157310,3600,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SF,P.J. Hairston (6157366),P.J. Hairston,6157366,3600,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,Cameron Payne (6157206),Cameron Payne,6157206,3600,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PG,Kirk Hinrich (6157195),Kirk Hinrich,6157195,3500,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Aaron Brooks (6157196),Aaron Brooks,6157196,3500,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Shaun Livingston (6157202),Shaun Livingston,6157202,3500,OKC@GS 09:00PM ET,GS,
,,,,,,,,,SF,Alonzo Gee (6157329),Alonzo Gee,6157329,3500,NO@Cle 07:30PM ET,NO,
,,,,,,,,,C,Omer Asik (6157454),Omer Asik,6157454,3500,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Bojan Bogdanovic (6157293),Bojan Bogdanovic,6157293,3500,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PG,Devin Harris (6157219),Devin Harris,6157219,3400,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PF,Kris Humphries (6157427),Kris Humphries,6157427,3400,Was@Cha 07:00PM ET,Was,
,,,,,,,,,C,Aron Baynes (6157467),Aron Baynes,6157467,3400,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,Iman Shumpert (6157267),Iman Shumpert,6157267,3400,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,SF,Tony Snell (6157316),Tony Snell,6157316,3400,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,T.J. McConnell (6157233),T.J. McConnell,6157233,3400,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Raul Neto (6157240),Raul Neto,6157240,3400,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SG,Kevin Martin (6157254),Kevin Martin,6157254,3300,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SG,Gary Neal (6157305),Gary Neal,6157305,3300,Was@Cha 07:00PM ET,Was,
,,,,,,,,,C,Marreese Speights (6157446),Marreese Speights,6157446,3300,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PG,Troy Daniels (6157247),Troy Daniels,6157247,3300,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Doug McDermott (6157317),Doug McDermott,6157317,3300,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PF,Noah Vonleh (6157435),Noah Vonleh,6157435,3300,Por@Hou 05:00PM ET,Por,
,,,,,,,,,PG,Jason Terry (6157249),Jason Terry,6157249,3200,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PG,Mo Williams (6157207),Mo Williams,6157207,3200,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,SG,Brandon Rush (6157259),Brandon Rush,6157259,3200,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PF,Nemanja Bjelica (6157379),Nemanja Bjelica,6157379,3200,Chi@Min 08:00PM ET,Min,
,,,,,,,,,C,Timofey Mozgov (6157455),Timofey Mozgov,6157455,3200,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,SF,Kyle Anderson (6157337),Kyle Anderson,6157337,3200,LAL@SA 08:30PM ET,SA,
,,,,,,,,,C,Nick Collison (6157444),Nick Collison,6157444,3100,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PF,Drew Gooden (6157425),Drew Gooden,6157425,3100,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SF,Tayshaun Prince (6157314),Tayshaun Prince,6157314,3100,Chi@Min 08:00PM ET,Min,
,,,,,,,,,PG,Leandro Barbosa (6157201),Leandro Barbosa,6157201,3100,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PF,Anthony Tolliver (6157408),Anthony Tolliver,6157408,3100,Det@Ind 07:00PM ET,Det,
,,,,,,,,,PG,Toney Douglas (6157208),Toney Douglas,6157208,3100,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Nick Young (6157274),Nick Young,6157274,3100,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SF,Dante Cunningham (6157328),Dante Cunningham,6157328,3100,NO@Cle 07:30PM ET,NO,
,,,,,,,,,PF,Tyler Hansbrough (6157429),Tyler Hansbrough,6157429,3100,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Andrea Bargnani (6157473),Andrea Bargnani,6157473,3100,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,C,JaVale McGee (6157463),JaVale McGee,6157463,3100,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,SF,Kyle Singler (6157323),Kyle Singler,6157323,3100,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,C,Alexis Ajinca (6157453),Alexis Ajinca,6157453,3100,NO@Cle 07:30PM ET,NO,
,,,,,,,,,C,Nikola Pekovic (6157440),Nikola Pekovic,6157440,3100,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SF,Chris Johnson (6157358),Chris Johnson,6157358,3100,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SF,Solomon Hill (6157348),Solomon Hill,6157348,3100,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Ryan Kelly (6157333),Ryan Kelly,6157333,3100,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SG,Andre Roberson (6157262),Andre Roberson,6157262,3100,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,C,Tarik Black (6157459),Tarik Black,6157459,3100,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SF,Anthony Brown (6157335),Anthony Brown,6157335,3100,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,PF,Dwight Powell (6157406),Dwight Powell,6157406,3100,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,SG,Jordan McRae (6157299),Jordan McRae,6157299,3100,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Joe Ingles (6157300),Joe Ingles,6157300,3100,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SF,Jonathon Simmons (6157336),Jonathon Simmons,6157336,3100,LAL@SA 08:30PM ET,SA,
,,,,,,,,,SG,Joe Young (6157287),Joe Young,6157287,3100,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Richaun Holmes (6157417),Richaun Holmes,6157417,3100,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,SF,Justin Anderson (6157343),Justin Anderson,6157343,3100,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PF,Trey Lyles (6157424),Trey Lyles,6157424,3100,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,Kevin Garnett (6157377),Kevin Garnett,6157377,3000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SG,Vince Carter (6157277),Vince Carter,6157277,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,C,Elton Brand (6157472),Elton Brand,6157472,3000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Andre Miller (6157194),Andre Miller,6157194,3000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,SF,Metta World Peace (6157332),Metta World Peace,6157332,3000,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,SF,Richard Jefferson (6157326),Richard Jefferson,6157326,3000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PF,Matt Bonner (6157394),Matt Bonner,6157394,3000,LAL@SA 08:30PM ET,SA,
,,,,,,,,,PG,Steve Blake (6157224),Steve Blake,6157224,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,James Jones (6157264),James Jones,6157264,3000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,C,Chris Kaman (6157488),Chris Kaman,6157488,3000,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SG,Alan Anderson (6157304),Alan Anderson,6157304,3000,Was@Cha 07:00PM ET,Was,
,,,,,,,,,PG,Ronnie Price (6157236),Ronnie Price,6157236,3000,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,SG,Rasual Butler (6157273),Rasual Butler,6157273,3000,LAL@SA 08:30PM ET,SA,
,,,,,,,,,SF,Mike Dunleavy (6157315),Mike Dunleavy,6157315,3000,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,SF,Steve Novak (6157320),Steve Novak,6157320,3000,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,C,Ryan Hollins (6157461),Ryan Hollins,6157461,3000,Dal@Mem 08:00PM ET,Mem,
