PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,C,Kendrick Perkins (6157450),Kendrick Perkins,6157450,3000,NO@Cle 07:30PM ET,NO,
,,,,,,,,,PF,Charlie Villanueva (6157403),Charlie Villanueva,6157403,3000,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,C,Anderson Varejao (6157451),Anderson Varejao,6157451,3000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PF,Carl Landry (6157413),Carl Landry,6157413,3000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,C,Sasha Kaun (6157452),Sasha Kaun,6157452,3000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,SG,Anthony Morrow (6157258),Anthony Morrow,6157258,3000,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PF,Joel Anthony (6157409),Joel Anthony,6157409,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,PF,Jason Thompson (6157384),Jason Thompson,6157384,3000,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PG,D.J. Augustin (6157203),D.J. Augustin,6157203,3000,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PF,Brandan Wright (6157404),Brandan Wright,6157404,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Chase Budinger (6157345),Chase Budinger,6157345,3000,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Quincy Pondexter (6157330),Quincy Pondexter,6157330,3000,NO@Cle 07:30PM ET,NO,
,,,,,,,,,SG,Jodie Meeks (6157286),Jodie Meeks,6157286,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,Sonny Weems (6157296),Sonny Weems,6157296,3000,Uta@Pho 09:00PM ET,Pho,
,,,,,,,,,SF,Jeremy Evans (6157341),Jeremy Evans,6157341,3000,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,C,Robert Sacre (6157458),Robert Sacre,6157458,3000,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,C,DeJuan Blair (6157485),DeJuan Blair,6157485,3000,Was@Cha 07:00PM ET,Was,
,,,,,,,,,C,Jeff Withey (6157478),Jeff Withey,6157478,3000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,JaMychal Green (6157405),JaMychal Green,6157405,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Luke Babbitt (6157331),Luke Babbitt,6157331,3000,NO@Cle 07:30PM ET,NO,
,,,,,,,,,PF,Willie Reed (6157415),Willie Reed,6157415,3000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SG,Ian Clark (6157261),Ian Clark,6157261,3000,OKC@GS 09:00PM ET,GS,
,,,,,,,,,C,Shayne Whittington (6157469),Shayne Whittington,6157469,3000,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,John Jenkins (6157281),John Jenkins,6157281,3000,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PG,Erick Green (6157237),Erick Green,6157237,3000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,Thomas Robinson (6157416),Thomas Robinson,6157416,3000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SG,Jared Cunningham (6157269),Jared Cunningham,6157269,3000,NO@Cle 07:30PM ET,Cle,
,,,,,,,,,PG,Tim Frazier (6157253),Tim Frazier,6157253,3000,Por@Hou 05:00PM ET,Por,
,,,,,,,,,C,Tibor Pleiss (6157479),Tibor Pleiss,6157479,3000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,PF,Cameron Bairstow (6157380),Cameron Bairstow,6157380,3000,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,SG,Jarell Eddie (6157307),Jarell Eddie,6157307,3000,Was@Cha 07:00PM ET,Was,
,,,,,,,,,SF,Josh Huestis (6157324),Josh Huestis,6157324,3000,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PG,Kendall Marshall (6157234),Kendall Marshall,6157234,3000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,SF,Reggie Bullock (6157349),Reggie Bullock,6157349,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,Markel Brown (6157292),Markel Brown,6157292,3000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,PF,Adreian Payne (6157381),Adreian Payne,6157381,3000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,PG,Marcelo Huertas (6157216),Marcelo Huertas,6157216,3000,LAL@SA 08:30PM ET,LAL,
,,,,,,,,,C,Salah Mejri (6157465),Salah Mejri,6157465,3000,Dal@Mem 08:00PM ET,Dal,
,,,,,,,,,PG,Ray McCallum (6157217),Ray McCallum,6157217,3000,LAL@SA 08:30PM ET,SA,
,,,,,,,,,PF,Donatas Motiejunas (6157433),Donatas Motiejunas,6157433,3000,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6157372),Pat Connaughton,6157372,3000,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SG,Darrun Hilliard (6157288),Darrun Hilliard,6157288,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SG,James Ennis (6157282),James Ennis,6157282,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Spencer Dinwiddie (6157228),Spencer Dinwiddie,6157228,3000,Det@Ind 07:00PM ET,Det,
,,,,,,,,,SF,K.J. McDaniels (6157373),K.J. McDaniels,6157373,3000,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,PF,James Michael McAdoo (6157387),James Michael McAdoo,6157387,3000,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PF,Rakeem Christmas (6157412),Rakeem Christmas,6157412,3000,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Maurice Harkless (6157374),Maurice Harkless,6157374,3000,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SF,Jakarr Sampson (6157354),Jakarr Sampson,6157354,3000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,SF,Sergey Karasev (6157355),Sergey Karasev,6157355,3000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SF,Sam Dekker (6157375),Sam Dekker,6157375,3000,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,SG,Jordan Adams (6157283),Jordan Adams,6157283,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,PF,Montrezl Harrell (6157434),Montrezl Harrell,6157434,3000,Por@Hou 05:00PM ET,Hou,
,,,,,,,,,SF,Glenn Robinson III (6157350),Glenn Robinson III,6157350,3000,Det@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Mitch McGary (6157388),Mitch McGary,6157388,3000,OKC@GS 09:00PM ET,OKC,
,,,,,,,,,PF,Jarell Martin (6157407),Jarell Martin,6157407,3000,Dal@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Aaron Harrison (6157248),Aaron Harrison,6157248,3000,Was@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Joel Embiid (6157475),Joel Embiid,6157475,3000,Bkn@Phi 07:30PM ET,Phi,
,,,,,,,,,PG,Danté Exum (6157241),Danté Exum,6157241,3000,Uta@Pho 09:00PM ET,Uta,
,,,,,,,,,SF,Damjan Rudez (6157319),Damjan Rudez,6157319,3000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,C,Cristiano Felicio (6157443),Cristiano Felicio,6157443,3000,Chi@Min 08:00PM ET,Chi,
,,,,,,,,,PG,Tyus Jones (6157200),Tyus Jones,6157200,3000,Chi@Min 08:00PM ET,Min,
,,,,,,,,,PF,Cliff Alexander (6157437),Cliff Alexander,6157437,3000,Por@Hou 05:00PM ET,Por,
,,,,,,,,,SF,Kelly Oubre Jr. (6157367),Kelly Oubre Jr.,6157367,3000,Was@Cha 07:00PM ET,Was,
,,,,,,,,,PF,Kevon Looney (6157389),Kevon Looney,6157389,3000,OKC@GS 09:00PM ET,GS,
,,,,,,,,,PF,Chris McCullough (6157419),Chris McCullough,6157419,3000,Bkn@Phi 07:30PM ET,Bkn,
,,,,,,,,,SF,Luis Montero (6157376),Luis Montero,6157376,3000,Por@Hou 05:00PM ET,Por,
