"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"14719-8532","G","Henrik","Lundqvist","5.123404255319149","47","9800","CHI@NYR","NYR","CHI","","","",""
"14719-8273","G","Corey","Crawford","5.675000000000001","48","9800","CHI@NYR","CHI","NYR","","","",""
"14719-8732","G","Semyon","Varlamov","4.5600000000000005","40","9600","MON@COL","COL","MON","","","",""
"14719-8262","RW","Patrick","Kane","5.431666666666667","60","9100","CHI@NYR","CHI","NYR","","","",""
"14719-54514","LW","Johnny","Gaudreau","3.874074074074074","54","9000","MIN@CGY","CGY","MIN","","","",""
"14719-8302","LW","Rick","Nash","3.413333333333333","45","8300","CHI@NYR","NYR","CHI","O","Leg","",""
"14719-8254","C","Jonathan","Toews","3.210169491525424","59","8300","CHI@NYR","CHI","NYR","","","",""
"14719-42709","G","Scott","Darling","3.973333333333334","15","8200","CHI@NYR","CHI","NYR","","","",""
"14719-41389","C","Sean","Monahan","2.890740740740741","54","8000","MIN@CGY","CGY","MIN","","","",""
"14719-8294","C","Derick","Brassard","3.3018181818181818","55","7700","CHI@NYR","NYR","CHI","","","",""
"14719-8478","LW","Zach","Parise","3.276595744680851","47","7700","MIN@CGY","MIN","CGY","","","",""
"14719-39349","G","Reto","Berra","4.214285714285714","14","7600","MON@COL","COL","MON","IR","Ankle","",""
"14719-14466","G","Darcy","Kuemper","3.773333333333334","15","7600","MIN@CGY","MIN","CGY","","","",""
"14719-40050","G","Antti","Raanta","2.676923076923077","13","7600","CHI@NYR","NYR","CHI","","","",""
"14719-12654","G","Calvin","Pickard","3.466666666666667","12","7500","MON@COL","COL","MON","","","",""
"14719-8432","G","Niklas","Backstrom","0","0","7500","MIN@CGY","MIN","CGY","","","",""
"14719-8920","G","Devan","Dubnyk","4.304545454545455","44","7400","MIN@CGY","MIN","CGY","","","",""
"14719-12093","G","Ben","Scrivens","3.4250000000000007","8","7200","MON@COL","MON","COL","","","",""
"14719-16927","G","Karri","Ramo","3.972972972972973","37","7200","MIN@CGY","CGY","MIN","IR","Lower body","",""
"14719-8275","RW","Matt","Duchene","3.103389830508475","59","7000","MON@COL","COL","MON","","","",""
"14719-8152","G","Jonas","Hiller","3.0631578947368423","19","6900","MIN@CGY","CGY","MIN","","","",""
"14719-8441","LW","Max","Pacioretty","3.2263157894736842","57","6700","MON@COL","MON","COL","","","",""
"14719-62493","LW","Artemi","Panarin","3.5172413793103448","58","6700","CHI@NYR","CHI","NYR","","","",""
"14719-12448","C","Derek","Stepan","2.7456521739130437","46","6700","CHI@NYR","NYR","CHI","","","",""
"14719-41391","C","Nathan","MacKinnon","3.328813559322034","59","6700","MON@COL","COL","MON","","","",""
"14719-14148","G","Joni","Ortio","0.6","5","6500","MIN@CGY","CGY","MIN","","","",""
"14719-39844","G","Mike","Condon","2.978378378378379","37","6400","MON@COL","MON","COL","","","",""
"14719-12240","G","Edward","Pasquale","0","0","6400","MON@COL","MON","COL","","","",""
"14719-8230","D","Mark","Giordano","2.7018181818181817","55","6300","MIN@CGY","CGY","MIN","","","",""
"14719-14697","LW","Gabriel","Landeskog","2.7981818181818183","55","6300","MON@COL","COL","MON","","","",""
"14719-8906","G","Leland","Irving","0","0","6200","MIN@CGY","MIN","CGY","","","",""
"14719-39295","C","Carl","Soderberg","2.577966101694915","59","6200","MON@COL","COL","MON","","","",""
"14719-9107","D","P.K.","Subban","3.293859649122807","57","6200","MON@COL","MON","COL","","","",""
"14719-8263","RW","Marian","Hossa","2.7981481481481487","54","6100","CHI@NYR","CHI","NYR","IR","Leg","",""
"14719-8436","C","Tomas","Plekanec","2.8789473684210525","57","6100","MON@COL","MON","COL","","","",""
"14719-8266","D","Duncan","Keith","2.892","50","6000","CHI@NYR","CHI","NYR","","","",""
"14719-15306","RW","Brendan","Gallagher","3.6399999999999997","40","5900","MON@COL","MON","COL","","","",""
