"(""PG"" ""Zach LaVine (6123647)"")","(""SG"" ""Dwyane Wade (6123650)"")","(""SF"" ""Carmelo Anthony (6123714)"")","(""PF"" ""Marvin Williams (6123742)"")","(""SF"" ""Luol Deng (6123693)"")","(""PG"" ""Jeff Teague (6123609)"")","(""C"" ""Karl-Anthony Towns (6123817)"")","(""C"" ""Al Horford (6123781)"")"
"(""PG"" ""Zach LaVine (6123647)"")","(""SF"" ""P.J. Tucker (6123721)"")","(""SG"" ""Dwyane Wade (6123650)"")","(""SF"" ""Carmelo Anthony (6123714)"")","(""PF"" ""Marvin Williams (6123742)"")","(""PG"" ""Jeff Teague (6123609)"")","(""PF"" ""Julius Randle (6123745)"")","(""C"" ""Karl-Anthony Towns (6123817)"")"
"(""SG"" ""Dwyane Wade (6123650)"")","(""SG"" ""Evan Fournier (6123670)"")","(""SF"" ""Carmelo Anthony (6123714)"")","(""PF"" ""Marvin Williams (6123742)"")","(""SF"" ""Al-Farouq Aminu (6123728)"")","(""PG"" ""Jeff Teague (6123609)"")","(""C"" ""Karl-Anthony Towns (6123817)"")","(""C"" ""Al Horford (6123781)"")"
"(""SG"" ""Dwyane Wade (6123650)"")","(""C"" ""Mason Plumlee (6123814)"")","(""PG"" ""Ricky Rubio (6123645)"")","(""SF"" ""Carmelo Anthony (6123714)"")","(""PF"" ""Marvin Williams (6123742)"")","(""SF"" ""Al-Farouq Aminu (6123728)"")","(""PG"" ""Jeff Teague (6123609)"")","(""C"" ""Karl-Anthony Towns (6123817)"")"
"(""SG"" ""Dwyane Wade (6123650)"")","(""C"" ""Mason Plumlee (6123814)"")","(""SG"" ""Evan Fournier (6123670)"")","(""SF"" ""Carmelo Anthony (6123714)"")","(""PF"" ""Marvin Williams (6123742)"")","(""PG"" ""Jeff Teague (6123609)"")","(""PF"" ""Julius Randle (6123745)"")","(""C"" ""Karl-Anthony Towns (6123817)"")"
