PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SG,Wesley Matthews (6300106),Wesley Matthews,6300106,4900,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,SG,Devin Booker (6300097),Devin Booker,6300097,4800,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,SF,DeMarre Carroll (6300122),DeMarre Carroll,6300122,4700,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Lou Williams (6300088),Lou Williams,6300088,4700,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,PG,Patrick Beverley (6300046),Patrick Beverley,6300046,4700,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Kentavious Caldwell-Pope (6300114),Kentavious Caldwell-Pope,6300114,4700,Por@Det 06:00PM ET,Det,
,,,,,,,,,SG,Gary Harris (6300108),Gary Harris,6300108,4700,Dal@Den 05:00PM ET,Den,
,,,,,,,,,PF,David Lee (6300193),David Lee,6300193,4600,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,C,Andrew Bogut (6300213),Andrew Bogut,6300213,4600,GS@LAL 03:30PM ET,GS,
,,,,,,,,,C,Mason Plumlee (6300238),Mason Plumlee,6300238,4500,Por@Det 06:00PM ET,Por,
,,,,,,,,,SF,P.J. Tucker (6300136),P.J. Tucker,6300136,4400,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,PG,Jerryd Bayless (6300040),Jerryd Bayless,6300040,4400,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,C,Enes Kanter (6300207),Enes Kanter,6300207,4400,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,SF,Stanley Johnson (6300159),Stanley Johnson,6300159,4400,Por@Det 06:00PM ET,Det,
,,,,,,,,,PG,Ronnie Price (6300055),Ronnie Price,6300055,4300,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,PG,Mario Chalmers (6300056),Mario Chalmers,6300056,4300,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,C,Tyson Chandler (6300220),Tyson Chandler,6300220,4200,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,SG,Raymond Felton (6300105),Raymond Felton,6300105,4200,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,SF,Al-Farouq Aminu (6300153),Al-Farouq Aminu,6300153,4200,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Clint Capela (6300173),Clint Capela,6300173,4200,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SF,Justise Winslow (6300145),Justise Winslow,6300145,4200,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,SF,Andre Iguodala (6300130),Andre Iguodala,6300130,4100,GS@LAL 03:30PM ET,GS,
,,,,,,,,,PF,Ed Davis (6300201),Ed Davis,6300201,4100,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,D.J. Augustin (6300070),D.J. Augustin,6300070,4000,Dal@Den 05:00PM ET,Den,
,,,,,,,,,PG,Isaiah Canaan (6300063),Isaiah Canaan,6300063,4000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,SF,Lance Stephenson (6300137),Lance Stephenson,6300137,4000,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,C,Steven Adams (6300208),Steven Adams,6300208,4000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,SF,Tony Allen (6300135),Tony Allen,6300135,3900,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,PG,Shaun Livingston (6300050),Shaun Livingston,6300050,3900,GS@LAL 03:30PM ET,GS,
,,,,,,,,,PF,Darrell Arthur (6300195),Darrell Arthur,6300195,3900,Dal@Den 05:00PM ET,Den,
,,,,,,,,,SG,Dion Waiters (6300080),Dion Waiters,6300080,3900,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,SF,T.J. Warren (6300140),T.J. Warren,6300140,3900,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,PG,J.J. Barea (6300069),J.J. Barea,6300069,3800,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,PF,John Henson (6300162),John Henson,6300162,3800,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,PG,Cory Joseph (6300047),Cory Joseph,6300047,3800,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Tyler Johnson (6300101),Tyler Johnson,6300101,3800,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PG,Archie Goodwin (6300060),Archie Goodwin,6300060,3800,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,C,Amar'e Stoudemire (6300226),Amar'e Stoudemire,6300226,3700,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Josh Smith (6300167),Josh Smith,6300167,3700,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PG,O.J. Mayo (6300039),O.J. Mayo,6300039,3700,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,PF,JaMychal Green (6300183),JaMychal Green,6300183,3700,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,SG,Terrence Ross (6300084),Terrence Ross,6300084,3700,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,P.J. Hairston (6300138),P.J. Hairston,6300138,3700,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,PF,Brandon Bass (6300174),Brandon Bass,6300174,3600,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SF,Corey Brewer (6300123),Corey Brewer,6300123,3600,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PF,Brandan Wright (6300181),Brandan Wright,6300181,3600,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,SG,Gerald Henderson (6300110),Gerald Henderson,6300110,3600,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Patrick Patterson (6300169),Patrick Patterson,6300169,3600,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,C,Festus Ezeli (6300218),Festus Ezeli,6300218,3600,GS@LAL 03:30PM ET,GS,
,,,,,,,,,C,Miles Plumlee (6300205),Miles Plumlee,6300205,3600,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,SG,Hollis Thompson (6300100),Hollis Thompson,6300100,3600,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,C,Bismack Biyombo (6300211),Bismack Biyombo,6300211,3600,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Josh Richardson (6300102),Josh Richardson,6300102,3600,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,SF,Maurice Harkless (6300158),Maurice Harkless,6300158,3600,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,Jameer Nelson (6300066),Jameer Nelson,6300066,3500,Dal@Den 05:00PM ET,Den,
,,,,,,,,,PF,Anthony Tolliver (6300198),Anthony Tolliver,6300198,3500,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Josh McRoberts (6300188),Josh McRoberts,6300188,3500,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Jon Leuer (6300182),Jon Leuer,6300182,3500,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,PF,Richaun Holmes (6300189),Richaun Holmes,6300189,3500,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,C,Jusuf Nurkic (6300234),Jusuf Nurkic,6300234,3500,Dal@Den 05:00PM ET,Den,
,,,,,,,,,SG,Vince Carter (6300092),Vince Carter,6300092,3400,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,SG,Gerald Green (6300099),Gerald Green,6300099,3400,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,SG,Allen Crabbe (6300112),Allen Crabbe,6300112,3400,Por@Det 06:00PM ET,Por,
,,,,,,,,,C,Chris Andersen (6300221),Chris Andersen,6300221,3300,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,PG,Greivis Vasquez (6300038),Greivis Vasquez,6300038,3300,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,C,Meyers Leonard (6300239),Meyers Leonard,6300239,3300,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,T.J. McConnell (6300064),T.J. McConnell,6300064,3300,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PF,Terrence Jones (6300170),Terrence Jones,6300170,3300,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PF,Larry Nance Jr. (6300176),Larry Nance Jr.,6300176,3300,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SG,Nik Stauskas (6300103),Nik Stauskas,6300103,3300,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,C,Roy Hibbert (6300215),Roy Hibbert,6300215,3200,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,PG,Phil Pressey (6300058),Phil Pressey,6300058,3200,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,C,Joffrey Lauvergne (6300233),Joffrey Lauvergne,6300233,3200,Dal@Den 05:00PM ET,Den,
,,,,,,,,,PF,Luis Scola (6300166),Luis Scola,6300166,3100,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SG,Nick Young (6300087),Nick Young,6300087,3100,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,C,Marreese Speights (6300216),Marreese Speights,6300216,3100,GS@LAL 03:30PM ET,GS,
,,,,,,,,,C,Tarik Black (6300219),Tarik Black,6300219,3100,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SF,Reggie Bullock (6300155),Reggie Bullock,6300155,3100,Por@Det 06:00PM ET,Det,
,,,,,,,,,SF,Jakarr Sampson (6300150),Jakarr Sampson,6300150,3100,Dal@Den 05:00PM ET,Den,
,,,,,,,,,C,Elton Brand (6300225),Elton Brand,6300225,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Jason Terry (6300044),Jason Terry,6300044,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SF,Metta World Peace (6300129),Metta World Peace,6300129,3000,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SG,Mike Miller (6300104),Mike Miller,6300104,3000,Dal@Den 05:00PM ET,Den,
,,,,,,,,,C,Nick Collison (6300204),Nick Collison,6300204,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,PG,Steve Blake (6300072),Steve Blake,6300072,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,C,Chris Kaman (6300236),Chris Kaman,6300236,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,Devin Harris (6300067),Devin Harris,6300067,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,SF,Steve Novak (6300115),Steve Novak,6300115,3000,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,PG,Randy Foye (6300036),Randy Foye,6300036,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,C,Ryan Hollins (6300222),Ryan Hollins,6300222,3000,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,PG,Leandro Barbosa (6300049),Leandro Barbosa,6300049,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,PF,Udonis Haslem (6300186),Udonis Haslem,6300186,3000,Phi@Mia 06:00PM ET,Mia,
,,,,,,,,,PF,Charlie Villanueva (6300194),Charlie Villanueva,6300194,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,C,Anderson Varejao (6300214),Anderson Varejao,6300214,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,PF,Carl Landry (6300187),Carl Landry,6300187,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Brian Roberts (6300073),Brian Roberts,6300073,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,SG,Anthony Morrow (6300077),Anthony Morrow,6300077,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,PF,Joel Anthony (6300199),Joel Anthony,6300199,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Jason Thompson (6300168),Jason Thompson,6300168,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,C,Aron Baynes (6300237),Aron Baynes,6300237,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SG,Brandon Rush (6300089),Brandon Rush,6300089,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,SG,Jodie Meeks (6300109),Jodie Meeks,6300109,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SG,Sonny Weems (6300093),Sonny Weems,6300093,3000,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,C,JaVale McGee (6300231),JaVale McGee,6300231,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,SF,Jeremy Evans (6300147),Jeremy Evans,6300147,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,PF,Justin Harper (6300200),Justin Harper,6300200,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,SF,James Johnson (6300124),James Johnson,6300124,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Kyle Singler (6300117),Kyle Singler,6300117,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,C,Robert Sacre (6300217),Robert Sacre,6300217,3000,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SF,Michael Beasley (6300125),Michael Beasley,6300125,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Ian Clark (6300091),Ian Clark,6300091,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,SG,John Jenkins (6300095),John Jenkins,6300095,3000,Pho@Mem 04:00PM ET,Pho,
,,,,,,,,,SF,Ryan Kelly (6300131),Ryan Kelly,6300131,3000,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SG,Andre Roberson (6300079),Andre Roberson,6300079,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,SF,Anthony Brown (6300132),Anthony Brown,6300132,3000,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,SF,Josh Huestis (6300118),Josh Huestis,6300118,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,PF,Dwight Powell (6300197),Dwight Powell,6300197,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,PG,Kendall Marshall (6300065),Kendall Marshall,6300065,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Marcelo Huertas (6300053),Marcelo Huertas,6300053,3000,GS@LAL 03:30PM ET,LAL,
,,,,,,,,,C,Salah Mejri (6300232),Salah Mejri,6300232,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,PF,Donatas Motiejunas (6300171),Donatas Motiejunas,6300171,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SF,Pat Connaughton (6300157),Pat Connaughton,6300157,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,SG,Darrun Hilliard (6300113),Darrun Hilliard,6300113,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PG,Spencer Dinwiddie (6300076),Spencer Dinwiddie,6300076,3000,Por@Det 06:00PM ET,Det,
,,,,,,,,,PF,Johnny O'Bryant (6300163),Johnny O'Bryant,6300163,3000,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,SF,K.J. McDaniels (6300126),K.J. McDaniels,6300126,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PF,James Michael McAdoo (6300177),James Michael McAdoo,6300177,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,SG,Norman Powell (6300085),Norman Powell,6300085,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,C,Lucas Nogueira (6300212),Lucas Nogueira,6300212,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Sam Dekker (6300127),Sam Dekker,6300127,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,SG,Jordan Adams (6300096),Jordan Adams,6300096,3000,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,SF,Justin Anderson (6300151),Justin Anderson,6300151,3000,Dal@Den 05:00PM ET,Dal,
,,,,,,,,,PF,Montrezl Harrell (6300172),Montrezl Harrell,6300172,3000,Hou@Tor 06:30PM ET,Hou,
,,,,,,,,,PF,Mitch McGary (6300164),Mitch McGary,6300164,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,PG,Delon Wright (6300048),Delon Wright,6300048,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,PF,Jarell Martin (6300184),Jarell Martin,6300184,3000,Pho@Mem 04:00PM ET,Mem,
,,,,,,,,,PF,Christian Wood (6300191),Christian Wood,6300191,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,PG,Tyler Ennis (6300042),Tyler Ennis,6300042,3000,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,PF,Noah Vonleh (6300202),Noah Vonleh,6300202,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,PG,Cameron Payne (6300043),Cameron Payne,6300043,3000,OKC@Mil 03:30PM ET,OKC,
,,,,,,,,,C,Joel Embiid (6300228),Joel Embiid,6300228,3000,Phi@Mia 06:00PM ET,Phi,
,,,,,,,,,SF,Bruno Caboclo (6300128),Bruno Caboclo,6300128,3000,Hou@Tor 06:30PM ET,Tor,
,,,,,,,,,SF,Damien Inglis (6300120),Damien Inglis,6300120,3000,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,PF,Cliff Alexander (6300203),Cliff Alexander,6300203,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,PF,Kevon Looney (6300179),Kevon Looney,6300179,3000,GS@LAL 03:30PM ET,GS,
,,,,,,,,,SG,Rashad Vaughn (6300081),Rashad Vaughn,6300081,3000,OKC@Mil 03:30PM ET,Mil,
,,,,,,,,,SF,Luis Montero (6300160),Luis Montero,6300160,3000,Por@Det 06:00PM ET,Por,
,,,,,,,,,SF,Axel Toupane (6300152),Axel Toupane,6300152,3000,Dal@Den 05:00PM ET,Den,
