PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PF,DeMarcus Cousins (6245760),DeMarcus Cousins,6245760,10600,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Chris Paul (6245682),Chris Paul,6245682,9600,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,PG,Rajon Rondo (6245683),Rajon Rondo,6245683,8500,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Blake Griffin (6245758),Blake Griffin,6245758,8500,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,C,DeAndre Jordan (6245781),DeAndre Jordan,6245781,7900,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,PG,Mike Conley (6245678),Mike Conley,6245678,7200,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PF,Zach Randolph (6245750),Zach Randolph,6245750,7100,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,C,Marc Gasol (6245777),Marc Gasol,6245777,7000,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Rudy Gay (6245731),Rudy Gay,6245731,6500,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Julius Randle (6245756),Julius Randle,6245756,6000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,PG,Jordan Clarkson (6245679),Jordan Clarkson,6245679,5900,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Jamal Crawford (6245704),Jamal Crawford,6245704,5700,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,Kobe Bryant (6245698),Kobe Bryant,6245698,5600,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Matt Barnes (6245723),Matt Barnes,6245723,5400,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PG,D'Angelo Russell (6245681),D'Angelo Russell,6245681,5200,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,J.J. Redick (6245705),J.J. Redick,6245705,5100,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SF,Jeff Green (6245732),Jeff Green,6245732,5000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,PG,Darren Collison (6245684),Darren Collison,6245684,5000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Lou Williams (6245701),Lou Williams,6245701,4700,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Omri Casspi (6245735),Omri Casspi,6245735,4700,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Mario Chalmers (6245677),Mario Chalmers,6245677,4300,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Wesley Johnson (6245733),Wesley Johnson,6245733,4300,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,Marco Belinelli (6245706),Marco Belinelli,6245706,4200,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,JaMychal Green (6245753),JaMychal Green,6245753,4200,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,C,Willie Cauley-Stein (6245783),Willie Cauley-Stein,6245783,4200,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,Tony Allen (6245724),Tony Allen,6245724,4100,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PF,Brandon Bass (6245751),Brandon Bass,6245751,4000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Vince Carter (6245699),Vince Carter,6245699,3700,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PF,Brandan Wright (6245752),Brandan Wright,6245752,3700,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Lance Stephenson (6245726),Lance Stephenson,6245726,3600,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PF,Larry Nance Jr. (6245754),Larry Nance Jr.,6245754,3600,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Roy Hibbert (6245776),Roy Hibbert,6245776,3500,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Ben McLemore (6245710),Ben McLemore,6245710,3300,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,P.J. Hairston (6245728),P.J. Hairston,6245728,3300,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Paul Pierce (6245729),Paul Pierce,6245729,3200,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,Nick Young (6245700),Nick Young,6245700,3200,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Kosta Koufos (6245780),Kosta Koufos,6245780,3200,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,C,Cole Aldrich (6245782),Cole Aldrich,6245782,3200,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,C,Tarik Black (6245779),Tarik Black,6245779,3200,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Quincy Acy (6245759),Quincy Acy,6245759,3100,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,Metta World Peace (6245722),Metta World Peace,6245722,3000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Chris Andersen (6245775),Chris Andersen,6245775,3000,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Caron Butler (6245730),Caron Butler,6245730,3000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6245757),Luc Richard Mbah a Moute,6245757,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SF,Alex Stepheson (6245734),Alex Stepheson,6245734,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,James Anderson (6245707),James Anderson,6245707,3000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,C,Robert Sacre (6245778),Robert Sacre,6245778,3000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,PG,Seth Curry (6245685),Seth Curry,6245685,3000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,C.J. Wilcox (6245708),C.J. Wilcox,6245708,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SF,Ryan Kelly (6245725),Ryan Kelly,6245725,3000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Duje Dukan (6245736),Duje Dukan,6245736,3000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,Anthony Brown (6245727),Anthony Brown,6245727,3000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,PG,Pablo Prigioni (6245686),Pablo Prigioni,6245686,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,PF,Eric Moreland (6245761),Eric Moreland,6245761,3000,LAC@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Marcelo Huertas (6245680),Marcelo Huertas,6245680,3000,Mem@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Austin Rivers (6245709),Austin Rivers,6245709,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,James Ennis (6245702),James Ennis,6245702,3000,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,SF,Branden Dawson (6245737),Branden Dawson,6245737,3000,LAC@Sac 10:00PM ET,LAC,
,,,,,,,,,SG,Jordan Adams (6245703),Jordan Adams,6245703,3000,Mem@LAL 10:30PM ET,Mem,
,,,,,,,,,PF,Jarell Martin (6245755),Jarell Martin,6245755,3000,Mem@LAL 10:30PM ET,Mem,
