C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Henrik Lundqvist (6189568),Henrik Lundqvist,6189568,8300,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Brian Elliott (6189560),Brian Elliott,6189560,8300,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Ben Bishop (6189561),Ben Bishop,6189561,7800,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Andrei Vasilevskiy (6189564),Andrei Vasilevskiy,6189564,7700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Steve Mason (6189569),Steve Mason,6189569,7600,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Jake Allen (6189562),Jake Allen,6189562,7400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,RW,Vladimir Tarasenko (6189338),Vladimir Tarasenko,6189338,7400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Michal Neuvirth (6189570),Michal Neuvirth,6189570,7300,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Steven Stamkos (6189163),Steven Stamkos,6189163,7000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,LW,Rick Nash (6189258),Rick Nash,6189258,6900,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Claude Giroux (6189174),Claude Giroux,6189174,6800,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,RW,Nikita Kucherov (6189340),Nikita Kucherov,6189340,6700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Antti Raanta (6189573),Antti Raanta,6189573,6700,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,RW,Wayne Simmonds (6189345),Wayne Simmonds,6189345,6600,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,D,Kevin Shattenkirk (6189480),Kevin Shattenkirk,6189480,6500,StL@TB 06:00PM ET,StL,
,,,,,,,,,,LW,Alexander Steen (6189251),Alexander Steen,6189251,6400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,RW,Jakub Voracek (6189343),Jakub Voracek,6189343,6400,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,D,Victor Hedman (6189484),Victor Hedman,6189484,6100,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Jason LaBarbera (6189567),Jason LaBarbera,6189567,6000,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,RW,Mats Zuccarello (6189346),Mats Zuccarello,6189346,6000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Magnus Hellberg (6189571),Magnus Hellberg,6189571,6000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,G,Jordan Binnington (6189563),Jordan Binnington,6189563,6000,StL@TB 06:00PM ET,StL,
,,,,,,,,,,G,Anthony Stolarz (6189572),Anthony Stolarz,6189572,6000,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,G,Kristers Gudlevskis (6189565),Kristers Gudlevskis,6189565,6000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,G,Pheonix Copley (6189566),Pheonix Copley,6189566,6000,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,Derick Brassard (6189173),Derick Brassard,6189173,5800,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,D,Alex Pietrangelo (6189481),Alex Pietrangelo,6189481,5700,StL@TB 06:00PM ET,StL,
,,,,,,,,,,LW,Jaden Schwartz (6189253),Jaden Schwartz,6189253,5400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,D,Shayne Gostisbehere (6189503),Shayne Gostisbehere,6189503,5400,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,D,Ryan McDonagh (6189498),Ryan McDonagh,6189498,5200,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Tyler Johnson (6189165),Tyler Johnson,6189165,5200,StL@TB 06:00PM ET,TB,
,,,,,,,,,,D,Anton Stralman (6189479),Anton Stralman,6189479,5100,StL@TB 06:00PM ET,TB,
,,,,,,,,,,C,Derek Stepan (6189178),Derek Stepan,6189178,5000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,D,Keith Yandle (6189496),Keith Yandle,6189496,4900,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Paul Stastny (6189162),Paul Stastny,6189162,4800,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,David Backes (6189160),David Backes,6189160,4700,StL@TB 06:00PM ET,StL,
,,,,,,,,,,D,Colton Parayko (6189489),Colton Parayko,6189489,4700,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,J.T. Miller (6189182),J.T. Miller,6189182,4500,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,LW,Chris Kreider (6189261),Chris Kreider,6189261,4400,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,D,Mark Streit (6189495),Mark Streit,6189495,4300,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,RW,Ryan Callahan (6189332),Ryan Callahan,6189332,4300,StL@TB 06:00PM ET,TB,
,,,,,,,,,,LW,Ondrej Palat (6189254),Ondrej Palat,6189254,4300,StL@TB 06:00PM ET,TB,
,,,,,,,,,,D,Michael Del Zotto (6189499),Michael Del Zotto,6189499,4200,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Brayden Schenn (6189176),Brayden Schenn,6189176,4200,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Vladislav Namestnikov (6189166),Vladislav Namestnikov,6189166,4000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,LW,Alex Killorn (6189255),Alex Killorn,6189255,4000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,D,Dan Boyle (6189491),Dan Boyle,6189491,3900,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Sean Couturier (6189181),Sean Couturier,6189181,3900,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,RW,Troy Brouwer (6189334),Troy Brouwer,6189334,3800,StL@TB 06:00PM ET,StL,
,,,,,,,,,,D,Dan Girardi (6189497),Dan Girardi,6189497,3800,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Valtteri Filppula (6189159),Valtteri Filppula,6189159,3700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,RW,Matt Read (6189349),Matt Read,6189349,3700,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,D,Jay Bouwmeester (6189475),Jay Bouwmeester,6189475,3600,StL@TB 06:00PM ET,StL,
,,,,,,,,,,RW,Kevin Hayes (6189347),Kevin Hayes,6189347,3600,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Patrik Berglund (6189161),Patrik Berglund,6189161,3500,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,Jori Lehtera (6189164),Jori Lehtera,6189164,3500,StL@TB 06:00PM ET,StL,
,,,,,,,,,,C,Oscar Lindberg (6189179),Oscar Lindberg,6189179,3400,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,D,Radko Gudas (6189501),Radko Gudas,6189501,3400,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,C,Robby Fabbri (6189170),Robby Fabbri,6189170,3400,StL@TB 06:00PM ET,StL,
,,,,,,,,,,D,Kevin Klein (6189493),Kevin Klein,6189493,3300,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,D,Jason Garrison (6189482),Jason Garrison,6189482,3300,StL@TB 06:00PM ET,TB,
,,,,,,,,,,RW,J.T. Brown (6189341),J.T. Brown,6189341,3200,StL@TB 06:00PM ET,TB,
,,,,,,,,,,C,Sam Gagner (6189175),Sam Gagner,6189175,3100,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,RW,Jesper Fast (6189348),Jesper Fast,6189348,3100,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,LW,Michael Raffl (6189262),Michael Raffl,6189262,3100,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,D,Nick Schultz (6189492),Nick Schultz,6189492,3000,Phi@NYR 07:30PM ET,Phi,
,,,,,,,,,,LW,Viktor Stalberg (6189260),Viktor Stalberg,6189260,3000,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,C,Jonathan Marchessault (6189168),Jonathan Marchessault,6189168,3000,StL@TB 06:00PM ET,TB,
,,,,,,,,,,D,Marc Staal (6189494),Marc Staal,6189494,2900,Phi@NYR 07:30PM ET,NYR,
,,,,,,,,,,LW,Jonathan Drouin (6189256),Jonathan Drouin,6189256,2800,StL@TB 06:00PM ET,TB,
,,,,,,,,,,D,Braydon Coburn (6189476),Braydon Coburn,6189476,2700,StL@TB 06:00PM ET,TB,
,,,,,,,,,,C,Nick Cousins (6189183),Nick Cousins,6189183,2700,Phi@NYR 07:30PM ET,Phi,
