PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PF,Amar'e Stoudemire (6159821),Amar'e Stoudemire,6159821,4200,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,SF,Wesley Johnson (6159801),Wesley Johnson,6159801,4200,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,SG,Kyle Korver (6159786),Kyle Korver,6159786,4100,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,PG,Jameer Nelson (6159766),Jameer Nelson,6159766,4000,Den@NY 01:00PM ET,Den,
,,,,,,,,,PF,Darrell Arthur (6159843),Darrell Arthur,6159843,3900,Den@NY 01:00PM ET,Den,
,,,,,,,,,SG,Tyler Johnson (6159776),Tyler Johnson,6159776,3900,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,SF,Thabo Sefolosha (6159810),Thabo Sefolosha,6159810,3800,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,C,Cole Aldrich (6159851),Cole Aldrich,6159851,3700,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,SG,Gerald Green (6159774),Gerald Green,6159774,3600,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,C,Kosta Koufos (6159853),Kosta Koufos,6159853,3500,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,SG,Ben McLemore (6159783),Ben McLemore,6159783,3400,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,SF,Paul Pierce (6159799),Paul Pierce,6159799,3300,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,C,Jusuf Nurkic (6159866),Jusuf Nurkic,6159866,3300,Den@NY 01:00PM ET,Den,
,,,,,,,,,SG,Mario Hezonja (6159792),Mario Hezonja,6159792,3300,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PG,Randy Foye (6159767),Randy Foye,6159767,3200,Den@NY 01:00PM ET,Den,
,,,,,,,,,PF,Mike Scott (6159839),Mike Scott,6159839,3200,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,SG,Sasha Vujacic (6159794),Sasha Vujacic,6159794,3100,Den@NY 01:00PM ET,NY,
,,,,,,,,,PG,Beno Udrih (6159750),Beno Udrih,6159750,3100,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,C,Tyler Zeller (6159854),Tyler Zeller,6159854,3100,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,PF,Jonas Jerebko (6159832),Jonas Jerebko,6159832,3100,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,SF,Lance Stephenson (6159802),Lance Stephenson,6159802,3100,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,SG,Tim Hardaway Jr. (6159789),Tim Hardaway Jr.,6159789,3100,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,PG,Pablo Prigioni (6159752),Pablo Prigioni,6159752,3100,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,C,Joffrey Lauvergne (6159865),Joffrey Lauvergne,6159865,3100,Den@NY 01:00PM ET,Den,
,,,,,,,,,SG,Mike Miller (6159793),Mike Miller,6159793,3000,Den@NY 01:00PM ET,Den,
,,,,,,,,,PF,David Lee (6159829),David Lee,6159829,3000,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,PF,Channing Frye (6159836),Channing Frye,6159836,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PF,Louis Amundson (6159842),Louis Amundson,6159842,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,C,Chris Andersen (6159849),Chris Andersen,6159849,3000,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,SF,Caron Butler (6159805),Caron Butler,6159805,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,PG,C.J. Watson (6159759),C.J. Watson,6159759,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PF,Udonis Haslem (6159823),Udonis Haslem,6159823,3000,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,PF,Jason Smith (6159838),Jason Smith,6159838,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PF,Jeff Ayres (6159824),Jeff Ayres,6159824,3000,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6159825),Luc Richard Mbah a Moute,6159825,3000,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,PF,Josh McRoberts (6159826),Josh McRoberts,6159826,3000,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,SF,Lance Thomas (6159816),Lance Thomas,6159816,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,C,Tiago Splitter (6159859),Tiago Splitter,6159859,3000,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,SG,Justin Holiday (6159787),Justin Holiday,6159787,3000,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,SG,James Anderson (6159781),James Anderson,6159781,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,PF,J.J. Hickson (6159844),J.J. Hickson,6159844,3000,Den@NY 01:00PM ET,Den,
,,,,,,,,,PF,Andrew Nicholson (6159840),Andrew Nicholson,6159840,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PG,Seth Curry (6159756),Seth Curry,6159756,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,PF,Quincy Acy (6159831),Quincy Acy,6159831,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,PG,Shelvin Mack (6159761),Shelvin Mack,6159761,3000,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,PF,Kyle O'Quinn (6159846),Kyle O'Quinn,6159846,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,SG,Lamar Patterson (6159788),Lamar Patterson,6159788,3000,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,SG,C.J. Wilcox (6159775),C.J. Wilcox,6159775,3000,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,C,Mike Muscala (6159861),Mike Muscala,6159861,3000,Atl@Orl 01:00PM ET,Atl,
,,,,,,,,,PF,Kevin Seraphin (6159847),Kevin Seraphin,6159847,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,SF,Duje Dukan (6159808),Duje Dukan,6159808,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,PG,Jerian Grant (6159769),Jerian Grant,6159769,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,PG,Shabazz Napier (6159762),Shabazz Napier,6159762,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PF,Eric Moreland (6159834),Eric Moreland,6159834,3000,Sac@Bos 01:00PM ET,Sac,
,,,,,,,,,SF,Devyn Marble (6159813),Devyn Marble,6159813,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,PG,Keith Appling (6159763),Keith Appling,6159763,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,SG,Austin Rivers (6159777),Austin Rivers,6159777,3000,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,SG,Josh Richardson (6159778),Josh Richardson,6159778,3000,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,C,Dewayne Dedmon (6159862),Dewayne Dedmon,6159862,3000,Atl@Orl 01:00PM ET,Orl,
,,,,,,,,,SF,Branden Dawson (6159803),Branden Dawson,6159803,3000,LAC@Mia 02:00PM ET,LAC,
,,,,,,,,,PF,Jarnell Stokes (6159828),Jarnell Stokes,6159828,3000,LAC@Mia 02:00PM ET,Mia,
,,,,,,,,,SG,R.J. Hunter (6159784),R.J. Hunter,6159784,3000,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,SF,Cleanthony Early (6159819),Cleanthony Early,6159819,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,PF,Jordan Mickey (6159835),Jordan Mickey,6159835,3000,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,PG,Terry Rozier (6159758),Terry Rozier,6159758,3000,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,SG,James Young (6159785),James Young,6159785,3000,Sac@Bos 01:00PM ET,Bos,
,,,,,,,,,SF,Thanasis Antetokounmpo (6159820),Thanasis Antetokounmpo,6159820,3000,Den@NY 01:00PM ET,NY,
,,,,,,,,,C,Walter Tavares (6159863),Walter Tavares,6159863,3000,Atl@Orl 01:00PM ET,Atl,
