C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,C,John Tavares (6193144),John Tavares,6193144,8000,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,G,Petr Mrazek (6193233),Petr Mrazek,6193233,7900,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,G,Thomas Greiss (6193231),Thomas Greiss,6193231,7700,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,G,Karri Ramo (6193236),Karri Ramo,6193236,7500,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,G,Frederik Andersen (6193240),Frederik Andersen,6193240,7400,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,G,Jaroslav Halak (6193229),Jaroslav Halak,6193229,7300,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,G,Jimmy Howard (6193230),Jimmy Howard,6193230,7200,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,G,John Gibson (6193242),John Gibson,6193242,7100,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,LW,Johnny Gaudreau (6193182),Johnny Gaudreau,6193182,6900,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,D,Mark Giordano (6193215),Mark Giordano,6193215,6800,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,G,Jonas Hiller (6193237),Jonas Hiller,6193237,6700,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,G,Jean-Francois Berube (6193232),Jean-Francois Berube,6193232,6400,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,G,Anton Khudobin (6193238),Anton Khudobin,6193238,6300,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,RW,Corey Perry (6193191),Corey Perry,6193191,6200,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,G,Joni Ortio (6193241),Joni Ortio,6193241,6200,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,C,Pavel Datsyuk (6193139),Pavel Datsyuk,6193139,6100,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,G,Dustin Tokarski (6193239),Dustin Tokarski,6193239,6100,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,G,Christopher Gibson (6193234),Christopher Gibson,6193234,6000,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,G,Jon Gillies (6193243),Jon Gillies,6193243,6000,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,G,Jared Coreau (6193235),Jared Coreau,6193235,6000,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,RW,Kyle Okposo (6193186),Kyle Okposo,6193186,5900,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,C,Ryan Getzlaf (6193155),Ryan Getzlaf,6193155,5800,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,C,Sean Monahan (6193164),Sean Monahan,6193164,5700,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,C,Dylan Larkin (6193151),Dylan Larkin,6193151,5700,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,C,Henrik Zetterberg (6193140),Henrik Zetterberg,6193140,5600,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,C,Frans Nielsen (6193141),Frans Nielsen,6193141,5600,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,D,Johnny Boychuk (6193196),Johnny Boychuk,6193196,5400,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,C,Ryan Kesler (6193154),Ryan Kesler,6193154,5000,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,D,Sami Vatanen (6193224),Sami Vatanen,6193224,5000,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,LW,Anders Lee (6193175),Anders Lee,6193175,5000,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,D,Mike Green (6193199),Mike Green,6193199,4900,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,LW,Tomas Tatar (6193173),Tomas Tatar,6193173,4900,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,D,Dougie Hamilton (6193225),Dougie Hamilton,6193225,4800,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,LW,Justin Abdelkader (6193170),Justin Abdelkader,6193170,4700,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,C,Brock Nelson (6193147),Brock Nelson,6193147,4700,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,RW,Gustav Nyquist (6193188),Gustav Nyquist,6193188,4700,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,D,Nick Leddy (6193206),Nick Leddy,6193206,4600,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,D,T.J. Brodie (6193221),T.J. Brodie,6193221,4600,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,RW,Jakob Silfverberg (6193195),Jakob Silfverberg,6193195,4600,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,D,Dennis Wideman (6193214),Dennis Wideman,6193214,4500,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,D,Kris Russell (6193219),Kris Russell,6193219,4500,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,LW,David Perron (6193176),David Perron,6193176,4500,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,C,Rickard Rakell (6193162),Rickard Rakell,6193162,4500,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,RW,Michael Frolik (6193192),Michael Frolik,6193192,4400,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,D,Travis Hamonic (6193208),Travis Hamonic,6193208,4400,Det@NYI 01:00PM ET,NYI,
,,,,,,,,,,D,Hampus Lindholm (6193227),Hampus Lindholm,6193227,4300,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,RW,Jiri Hudler (6193190),Jiri Hudler,6193190,4200,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,C,Sam Bennett (6193166),Sam Bennett,6193166,4200,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,C,Mikael Backlund (6193158),Mikael Backlund,6193158,4100,Anh@Cgy 04:00PM ET,Cgy,
,,,,,,,,,,D,Cam Fowler (6193223),Cam Fowler,6193223,4100,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,RW,Chris Stewart (6193193),Chris Stewart,6193193,4000,Anh@Cgy 04:00PM ET,Anh,
,,,,,,,,,,C,Brad Richards (6193138),Brad Richards,6193138,3900,Det@NYI 01:00PM ET,Det,
,,,,,,,,,,D,Calvin de Haan (6193205),Calvin de Haan,6193205,3900,Det@NYI 01:00PM ET,NYI,
