Rank,EntryId,EntryName,TimeRemaining,Points,Lineup
381,349501541,Timmy1962,0,277.25,PG Reggie Jackson SG Klay Thompson SF Kevin Durant PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Andrew Bogut
381,349507519,olliecraig,0,277.25,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Jabari Parker C Marreese Speights F Marcus Morris G Khris Middleton UTIL Miles Plumlee
381,349508241,breakingtheplane (2/2),0,277.25,PG Russell Westbrook SG O.J. Mayo SF Marcus Morris PF Serge Ibaka C Miles Plumlee F Harrison Barnes G Kentavious Caldwell-Pope UTIL Kevin Durant
381,349510886,Bama1235 (8/12),0,277.25,PG Reggie Jackson SG Khris Middleton SF Marcus Morris PF Draymond Green C Andrew Bogut F Serge Ibaka G Michael Carter-Williams UTIL Tobias Harris
381,349512002,swervinervin (4/4),0,277.25,PG Stephen Curry SG Khris Middleton SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Andre Iguodala G Kentavious Caldwell-Pope UTIL Enes Kanter
381,349519469,Greenmachine2,0,277.25,PG Michael Carter-Williams SG Khris Middleton SF Kevin Durant PF Serge Ibaka C Aron Baynes F Harrison Barnes G Kentavious Caldwell-Pope UTIL Andre Drummond
381,349520869,CZYX (48/50),0,277.25,PG Michael Carter-Williams SG Klay Thompson SF Harrison Barnes PF Draymond Green C Andre Drummond F Andre Iguodala G Khris Middleton UTIL Steven Adams
381,349523767,ebzizi (1/7),0,277.25,PG Stephen Curry SG Klay Thompson SF Reggie Bullock PF James Michael McAdoo C Marreese Speights F Draymond Green G Andre Roberson UTIL Russell Westbrook
381,349529384,Don_Tr0n (2/2),0,277.25,PG Russell Westbrook SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Marreese Speights F Andre Iguodala G Reggie Jackson UTIL Enes Kanter
381,349530824,Pinkman187 (7/50),0,277.25,PG Russell Westbrook SG Darrun Hilliard SF Tobias Harris PF Serge Ibaka C Miles Plumlee F Andre Iguodala G Stephen Curry UTIL Michael Carter-Williams
381,349531719,ebzizi (3/7),0,277.25,PG Stephen Curry SG Klay Thompson SF Reggie Bullock PF James Michael McAdoo C Marreese Speights F Draymond Green G Andre Roberson UTIL Russell Westbrook
381,349538299,ebzizi (7/7),0,277.25,PG Stephen Curry SG Klay Thompson SF Reggie Bullock PF James Michael McAdoo C Marreese Speights F Draymond Green G Andre Roberson UTIL Russell Westbrook
396,349508234,tomjolly,0,277,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Marreese Speights F Andre Iguodala G O.J. Mayo UTIL Stephen Curry
396,349509739,fattmike (4/4),0,277,PG Stephen Curry SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Miles Plumlee F Andre Iguodala G Dion Waiters UTIL Greg Monroe
396,349515841,sschayka (2/2),0,277,PG Stephen Curry SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Greg Monroe F Andre Iguodala G Dion Waiters UTIL Miles Plumlee
399,349495350,tjneal87,0,276.75,PG Reggie Jackson SG Khris Middleton SF Tobias Harris PF Serge Ibaka C Andre Drummond F Jabari Parker G Michael Carter-Williams UTIL Miles Plumlee
400,349502814,mikemur1 (1/3),0,276.5,PG Stephen Curry SG Klay Thompson SF Marcus Morris PF Serge Ibaka C Steven Adams F Tobias Harris G Dion Waiters UTIL Kentavious Caldwell-Pope
400,349514138,DJ2487 (3/6),0,276.5,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Greg Monroe F Reggie Bullock G Reggie Jackson UTIL Andre Iguodala
400,349524101,Cooper4321,0,276.5,PG Russell Westbrook SG Brandon Rush SF Kevin Durant PF Serge Ibaka C Anderson Varejao F Reggie Bullock G Shaun Livingston UTIL Stephen Curry
400,349530188,arthur2478 (2/3),0,276.5,PG Reggie Jackson SG Klay Thompson SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Draymond Green G Dion Waiters UTIL Anderson Varejao
400,349538548,mf84aaron,0,276.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Marreese Speights F Harrison Barnes G O.J. Mayo UTIL Marcus Morris
405,349529591,jcreed2323 (4/4),0,276.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Draymond Green C Enes Kanter F Andre Iguodala G Khris Middleton UTIL Shaun Livingston
405,349531285,vinnymac29,0,276.25,PG Reggie Jackson SG Klay Thompson SF Kevin Durant PF Draymond Green C Marreese Speights F Giannis Antetokounmpo G Shaun Livingston UTIL Leandro Barbosa
407,349501271,klavino6 (5/6),0,276,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Reggie Bullock PF Serge Ibaka C Andrew Bogut F Marcus Morris G Stephen Curry UTIL Steven Adams
407,349506173,stmaddox,0,276,PG Michael Carter-Williams SG Khris Middleton SF Giannis Antetokounmpo PF Jabari Parker C Miles Plumlee F Serge Ibaka G Stephen Curry UTIL Andre Roberson
407,349516031,Givemethebutter (2/3),0,276,PG Russell Westbrook SG Andre Roberson SF Andre Iguodala PF Draymond Green C Miles Plumlee F Harrison Barnes G Stephen Curry UTIL O.J. Mayo
407,349520826,CZYX (5/50),0,276,PG Russell Westbrook SG Klay Thompson SF Marcus Morris PF Jabari Parker C Andre Drummond F Andre Iguodala G Andre Roberson UTIL Steven Adams
407,349520909,rbreacsg,0,276,PG Stephen Curry SG Darrun Hilliard SF Tobias Harris PF Draymond Green C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Aron Baynes
407,349524063,Givemethebutter (3/3),0,276,PG Russell Westbrook SG Andre Roberson SF Andre Iguodala PF Draymond Green C Miles Plumlee F Harrison Barnes G Stephen Curry UTIL O.J. Mayo
407,349530600,gigem20,0,276,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Reggie Bullock G Stephen Curry UTIL Steven Adams
414,349495256,hoaglanr (24/50),0,275.75,PG Russell Westbrook SG O.J. Mayo SF Harrison Barnes PF Serge Ibaka C Miles Plumlee F Andre Iguodala G Stephen Curry UTIL Marcus Morris
414,349497153,bsoluri (1/3),0,275.75,PG Russell Westbrook SG Khris Middleton SF Andre Iguodala PF Serge Ibaka C Aron Baynes F Harrison Barnes G Shaun Livingston UTIL Kevin Durant
414,349503318,mkovacs,0,275.75,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Kevin Durant PF Draymond Green C Enes Kanter F Marcus Morris G Michael Carter-Williams UTIL Shaun Livingston
414,349504912,BELLABELLA (1/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349506214,AssKickersUnited,0,275.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Miles Plumlee F Harrison Barnes G O.J. Mayo UTIL Michael Carter-Williams
414,349506348,dwarren327 (1/2),0,275.75,PG Steve Blake SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Andre Drummond F Serge Ibaka G Kentavious Caldwell-Pope UTIL Andrew Bogut
414,349512216,BELLABELLA (2/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349512224,BELLABELLA (3/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349512231,BELLABELLA (4/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349512236,BELLABELLA (5/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349512239,BELLABELLA (6/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349512244,BELLABELLA (7/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349514056,imadeit110 (1/3),0,275.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Miles Plumlee F Tobias Harris G Russell Westbrook UTIL Klay Thompson
414,349520125,BELLABELLA (8/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349520142,BELLABELLA (9/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349520151,BELLABELLA (10/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349520176,BELLABELLA (11/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349520185,BELLABELLA (12/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349520994,GrantMVP,0,275.75,PG Reggie Jackson SG O.J. Mayo SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Marcus Morris G Stephen Curry UTIL Enes Kanter
414,349521811,imadeit110 (2/3),0,275.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Miles Plumlee F Tobias Harris G Russell Westbrook UTIL Klay Thompson
414,349528193,BELLABELLA (13/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349528199,BELLABELLA (14/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349528209,BELLABELLA (15/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349528212,BELLABELLA (16/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349528217,BELLABELLA (17/17),0,275.75,PG Stephen Curry SG Darrun Hilliard SF Kevin Durant PF Joel Anthony C Miles Plumlee F Reggie Bullock G Russell Westbrook UTIL Marcus Morris
414,349529762,6G0D (20/21),0,275.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Serge Ibaka C Andre Drummond F Andre Iguodala G Kentavious Caldwell-Pope UTIL Marcus Morris
414,349529865,imadeit110 (3/3),0,275.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Miles Plumlee F Tobias Harris G Russell Westbrook UTIL Klay Thompson
414,349531669,TyphoonTyger1736,0,275.75,PG Russell Westbrook SG Klay Thompson SF Tobias Harris PF Draymond Green C Steven Adams F Andre Iguodala G Kentavious Caldwell-Pope UTIL Shaun Livingston
442,349502002,kdonavan (4/4),0,275.5,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Steven Adams F Tobias Harris G O.J. Mayo UTIL Marreese Speights
442,349504598,kjones377,0,275.5,PG Stephen Curry SG O.J. Mayo SF Giannis Antetokounmpo PF Jabari Parker C Andre Drummond F Serge Ibaka G Shaun Livingston UTIL Miles Plumlee
442,349506995,tatuaje88,0,275.5,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Marcus Morris G Kentavious Caldwell-Pope UTIL Andre Iguodala
442,349509473,hoaglanr (46/50),0,275.5,PG Michael Carter-Williams SG Klay Thompson SF Kevin Durant PF Draymond Green C Steven Adams F Tobias Harris G Dion Waiters UTIL Miles Plumlee
442,349512527,ThomasGerolimatos (1/2),0,275.5,PG Russell Westbrook SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Steven Adams F Andre Iguodala G Dion Waiters UTIL Marcus Morris
442,349514480,prmikhail,0,275.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Dion Waiters UTIL Marcus Morris
442,349515756,daddymohlsick (1/3),0,275.5,PG Stephen Curry SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Kevin Durant G Kentavious Caldwell-Pope UTIL Andre Iguodala
442,349520840,CZYX (19/50),0,275.5,PG Russell Westbrook SG Khris Middleton SF Tobias Harris PF Serge Ibaka C Andre Drummond F Andre Iguodala G Randy Foye UTIL Steven Adams
442,349522375,PBGM21 (8/10),0,275.5,PG Stephen Curry SG Khris Middleton SF Tobias Harris PF Serge Ibaka C Miles Plumlee F Harrison Barnes G Reggie Jackson UTIL Enes Kanter
442,349531196,rickpalm80,0,275.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Dion Waiters UTIL Marcus Morris
442,349531746,daddymohlsick (2/3),0,275.5,PG Stephen Curry SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Kevin Durant G Kentavious Caldwell-Pope UTIL Andre Iguodala
442,349538323,daddymohlsick (3/3),0,275.5,PG Stephen Curry SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Kevin Durant G Kentavious Caldwell-Pope UTIL Andre Iguodala
454,349504540,Henselizer,0,275.25,PG Michael Carter-Williams SG Khris Middleton SF Marcus Morris PF Serge Ibaka C Greg Monroe F Andre Iguodala G Reggie Jackson UTIL Klay Thompson
454,349515287,DavidDGB (1/2),0,275.25,PG Russell Westbrook SG Klay Thompson SF Kevin Durant PF Draymond Green C Miles Plumlee F Kyle Singler G Leandro Barbosa UTIL Aron Baynes
454,349515755,yield51,0,275.25,PG Russell Westbrook SG Rashad Vaughn SF Andre Iguodala PF Draymond Green C Aron Baynes F Marcus Morris G Stephen Curry UTIL Miles Plumlee
454,349523259,DavidDGB (2/2),0,275.25,PG Russell Westbrook SG Klay Thompson SF Kevin Durant PF Draymond Green C Miles Plumlee F Kyle Singler G Leandro Barbosa UTIL Aron Baynes
454,349529296,Chucksiemon (4/4),0,275.25,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Marcus Morris PF Draymond Green C Andrew Bogut F Jabari Parker G Khris Middleton UTIL Serge Ibaka
454,349531359,EdAngelino (7/7),0,275.25,PG Stephen Curry SG Klay Thompson SF Tobias Harris PF Serge Ibaka C Greg Monroe F Andre Iguodala G Shaun Livingston UTIL Kentavious Caldwell-Pope
460,349487782,firo7777 (1/3),0,275,PG Russell Westbrook SG Anthony Morrow SF Kevin Durant PF Serge Ibaka C Miles Plumlee F Johnny O'Bryant G Stephen Curry UTIL Darrun Hilliard
460,349496841,JWatDaBiznesBe (1/16),0,275,PG Reggie Jackson SG Klay Thompson SF Andre Iguodala PF Serge Ibaka C Steven Adams F Jabari Parker G Stephen Curry UTIL Andrew Bogut
460,349496877,JWatDaBiznesBe (2/16),0,275,PG Reggie Jackson SG Klay Thompson SF Andre Iguodala PF Serge Ibaka C Steven Adams F Jabari Parker G Stephen Curry UTIL Andrew Bogut
460,349506034,fantasyhowell,0,275,PG Stephen Curry SG O.J. Mayo SF Harrison Barnes PF Draymond Green C Enes Kanter F Kevin Durant G Shaun Livingston UTIL Miles Plumlee
460,349513429,jhallstl (2/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349513669,JackRabbitZero (35/50),0,275,PG Stephen Curry SG Khris Middleton SF Tobias Harris PF Serge Ibaka C Aron Baynes F Draymond Green G Darrun Hilliard UTIL Andrew Bogut
460,349521347,jhallstl (4/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349529351,jhallstl (6/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349529370,jhallstl (7/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349529373,jhallstl (8/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349529377,jhallstl (9/11),0,275,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Draymond Green G Klay Thompson UTIL Greg Monroe
460,349530466,TrapStar897,0,275,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Andre Iguodala G Reggie Jackson UTIL Enes Kanter
460,349530818,Pinkman187 (1/50),0,275,PG Russell Westbrook SG O.J. Mayo SF Tobias Harris PF Serge Ibaka C Aron Baynes F Andre Iguodala G Stephen Curry UTIL Steven Adams
473,349478176,tbally57 (2/2),0,274.75,PG Reggie Jackson SG Khris Middleton SF Giannis Antetokounmpo PF Draymond Green C Andre Drummond F Andre Iguodala G Randy Foye UTIL Steven Adams
473,349495247,hoaglanr (19/50),0,274.75,PG Stephen Curry SG Dion Waiters SF Andre Iguodala PF Serge Ibaka C Steven Adams F Marcus Morris G O.J. Mayo UTIL Russell Westbrook
473,349498003,donnybrasco47,0,274.75,PG Russell Westbrook SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Steven Adams F Andre Iguodala G Stephen Curry UTIL O.J. Mayo
473,349505599,trentwarren (2/11),0,274.75,PG Stephen Curry SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Steven Adams F Giannis Antetokounmpo G Klay Thompson UTIL Miles Plumlee
473,349505960,PITTDAWG (1/4),0,274.75,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Aron Baynes F Andre Iguodala G Klay Thompson UTIL Andrew Bogut
473,349506612,elmoes19,0,274.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Andre Iguodala PF Draymond Green C Greg Monroe F Marcus Morris G Stephen Curry UTIL Miles Plumlee
473,349509920,firo7777 (3/3),0,274.75,PG Russell Westbrook SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Steven Adams F Andre Iguodala G Stephen Curry UTIL O.J. Mayo
473,349519958,ThomasGerolimatos (2/2),0,274.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Marcus Morris PF Draymond Green C Greg Monroe F Andre Iguodala G Michael Carter-Williams UTIL Miles Plumlee
473,349521240,PITTDAWG (2/4),0,274.75,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Aron Baynes F Andre Iguodala G Klay Thompson UTIL Andrew Bogut
473,349521267,PITTDAWG (3/4),0,274.75,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Aron Baynes F Andre Iguodala G Klay Thompson UTIL Andrew Bogut
473,349521851,kcnr11,0,274.75,PG Russell Westbrook SG Klay Thompson SF Tobias Harris PF Serge Ibaka C Andre Drummond F Andre Iguodala G Randy Foye UTIL Miles Plumlee
473,349522939,Bouchsta (3/4),0,274.75,PG Russell Westbrook SG O.J. Mayo SF Marcus Morris PF Serge Ibaka C Steven Adams F Andre Iguodala G Stephen Curry UTIL Dion Waiters
473,349523124,LawlessWarrior (1/2),0,274.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Enes Kanter F Kevin Durant G Dion Waiters UTIL Miles Plumlee
473,349528581,nativemamba1 (2/2),0,274.75,PG Russell Westbrook SG O.J. Mayo SF Andre Iguodala PF Serge Ibaka C Steven Adams F Marcus Morris G Dion Waiters UTIL Stephen Curry
473,349528645,MicheleCole (3/3),0,274.75,PG Stephen Curry SG Klay Thompson SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Dion Waiters UTIL Aron Baynes
473,349529293,PITTDAWG (4/4),0,274.75,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Aron Baynes F Andre Iguodala G Klay Thompson UTIL Andrew Bogut
473,349530283,Buckm527,0,274.75,PG Stephen Curry SG Klay Thompson SF Kevin Durant PF Serge Ibaka C Greg Monroe F Johnny O'Bryant G Andre Roberson UTIL Anthony Morrow
490,349477882,msm28 (1/2),0,274.5,PG Stephen Curry SG Khris Middleton SF Harrison Barnes PF Draymond Green C Greg Monroe F Andre Iguodala G Andre Roberson UTIL Steven Adams
490,349478114,steveafike (1/5),0,274.5,PG Stephen Curry SG Khris Middleton SF Reggie Bullock PF Serge Ibaka C Greg Monroe F Tobias Harris G Michael Carter-Williams UTIL Steven Adams
490,349486063,steveafike (2/5),0,274.5,PG Stephen Curry SG Khris Middleton SF Reggie Bullock PF Serge Ibaka C Greg Monroe F Tobias Harris G Michael Carter-Williams UTIL Steven Adams
490,349496968,gizmoyo03 (1/3),0,274.5,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Draymond Green G Khris Middleton UTIL Klay Thompson
490,349500107,steveafike (5/5),0,274.5,PG Stephen Curry SG Khris Middleton SF Reggie Bullock PF Serge Ibaka C Greg Monroe F Tobias Harris G Michael Carter-Williams UTIL Steven Adams
490,349503816,Sanfransico49ers (1/2),0,274.5,PG Stephen Curry SG Klay Thompson SF Marcus Morris PF Draymond Green C Andrew Bogut F Andre Iguodala G Michael Carter-Williams UTIL Miles Plumlee
490,349504332,jjjames511 (2/3),0,274.5,PG Michael Carter-Williams SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Andre Drummond F Giannis Antetokounmpo G Kentavious Caldwell-Pope UTIL Miles Plumlee
490,349515007,domerlion (1/2),0,274.5,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Andre Iguodala PF Draymond Green C Steven Adams F Harrison Barnes G Klay Thompson UTIL Kevin Durant
490,349538468,budawuda (4/4),0,274.5,PG Michael Carter-Williams SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Andre Drummond F Marcus Morris G Stephen Curry UTIL Reggie Bullock
499,349487577,ficial,0,274.25,PG Michael Carter-Williams SG Khris Middleton SF Giannis Antetokounmpo PF Draymond Green C Enes Kanter F Serge Ibaka G Reggie Jackson UTIL Shaun Livingston
499,349487672,grizzlebear81 (1/2),0,274.25,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Tobias Harris PF Jabari Parker C Steven Adams F Serge Ibaka G Klay Thompson UTIL Khris Middleton
499,349513662,JackRabbitZero (28/50),0,274.25,PG Stephen Curry SG Khris Middleton SF Marcus Morris PF Serge Ibaka C Aron Baynes F Andre Iguodala G Kentavious Caldwell-Pope UTIL Greg Monroe
499,349520413,PavanDesai,0,274.25,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Steven Adams F Harrison Barnes G O.J. Mayo UTIL Marcus Morris
499,349520502,gerald32955,0,274.25,PG Stephen Curry SG Dion Waiters SF Marcus Morris PF Serge Ibaka C Steven Adams F Harrison Barnes G O.J. Mayo UTIL Kevin Durant
499,349520828,CZYX (7/50),0,274.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Andre Drummond F Andre Iguodala G O.J. Mayo UTIL Steven Adams
499,349521735,6G0D (15/21),0,274.25,PG Reggie Jackson SG O.J. Mayo SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Klay Thompson UTIL Kevin Durant
506,349506567,DChech,0,274,PG Reggie Jackson SG O.J. Mayo SF Harrison Barnes PF Serge Ibaka C Andre Drummond F Kevin Durant G Kentavious Caldwell-Pope UTIL Enes Kanter
506,349512492,DetBlue50 (2/8),0,274,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Draymond Green C Andre Drummond F Andre Iguodala G Michael Carter-Williams UTIL Miles Plumlee
506,349512592,SalvadorEscobar (1/2),0,274,PG Stephen Curry SG Anthony Morrow SF Kevin Durant PF Draymond Green C Marreese Speights F James Michael McAdoo G Shaun Livingston UTIL Andre Drummond
506,349523981,gryan (35/50),0,274,PG Stephen Curry SG Andre Roberson SF Tobias Harris PF Serge Ibaka C Steven Adams F Andre Iguodala G Russell Westbrook UTIL Andrew Bogut
506,349530500,jaziner919,0,274,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Kevin Durant G O.J. Mayo UTIL Andre Drummond
506,349530832,Pinkman187 (15/50),0,274,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Aron Baynes F Draymond Green G Michael Carter-Williams UTIL Steven Adams
506,349530965,wallbanger9 (3/6),0,274,PG Michael Carter-Williams SG Andre Roberson SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Russell Westbrook UTIL Marcus Morris
506,349530976,wallbanger9 (6/6),0,274,PG Michael Carter-Williams SG Andre Roberson SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Russell Westbrook UTIL Marcus Morris
514,349505698,oneworld60 (1/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
514,349505947,15plymkr,0,273.75,PG Stephen Curry SG Klay Thompson SF Giannis Antetokounmpo PF Serge Ibaka C Aron Baynes F Andre Iguodala G Reggie Jackson UTIL Dion Waiters
514,349513098,oneworld60 (2/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
514,349513121,oneworld60 (3/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
514,349520290,bubsdaddy,0,273.75,PG Stephen Curry SG O.J. Mayo SF Marcus Morris PF Serge Ibaka C Anderson Varejao F Tobias Harris G Russell Westbrook UTIL Miles Plumlee
514,349529061,oneworld60 (4/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
514,349529068,oneworld60 (5/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
514,349529079,oneworld60 (6/7),0,273.75,PG Michael Carter-Williams SG Klay Thompson SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Jabari Parker G Kentavious Caldwell-Pope UTIL Serge Ibaka
