Rank,EntryId,EntryName,TimeRemaining,Points,Lineup
1387,349524071,giantsfan13,0,252.25,PG Reggie Jackson SG Klay Thompson SF Andre Iguodala PF Draymond Green C Greg Monroe F Tobias Harris G Kentavious Caldwell-Pope UTIL Dion Waiters
1387,349530442,playhard409,0,252.25,PG Russell Westbrook SG O.J. Mayo SF Tobias Harris PF Serge Ibaka C Andre Drummond F Andre Iguodala G Kentavious Caldwell-Pope UTIL Andrew Bogut
1387,349530864,Pinkman187 (47/50),0,252.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Giannis Antetokounmpo G Dion Waiters UTIL Michael Carter-Williams
1399,349497569,titans81,0,252,PG Russell Westbrook SG Klay Thompson SF Kevin Durant PF Jabari Parker C Andrew Bogut F Andre Iguodala G Shaun Livingston UTIL Reggie Bullock
1399,349507157,junny262 (1/2),0,252,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Harrison Barnes G Stephen Curry UTIL Andrew Bogut
1399,349509936,biglarry02,0,252,PG Russell Westbrook SG Khris Middleton SF Tobias Harris PF Jabari Parker C Steven Adams F Andre Iguodala G Klay Thompson UTIL Marreese Speights
1399,349512586,huyla26,0,252,PG Russell Westbrook SG O.J. Mayo SF Tobias Harris PF Jabari Parker C Enes Kanter F Andre Iguodala G Khris Middleton UTIL Serge Ibaka
1399,349513101,trentwarren (7/11),0,252,PG Russell Westbrook SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Steven Adams F Giannis Antetokounmpo G Klay Thompson UTIL Marreese Speights
1399,349514878,HellRellZ (2/3),0,252,PG Russell Westbrook SG O.J. Mayo SF Kevin Durant PF James Michael McAdoo C Miles Plumlee F Reggie Bullock G Stephen Curry UTIL Andrew Bogut
1399,349515346,san5781 (1/3),0,252,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Draymond Green C Andrew Bogut F Marcus Morris G Dion Waiters UTIL Steven Adams
1399,349519114,mvemjs,0,252,PG Reggie Jackson SG Klay Thompson SF Kevin Durant PF Jabari Parker C Andre Drummond F Harrison Barnes G Darrun Hilliard UTIL Anderson Varejao
1399,349529670,trentwarren (11/11),0,252,PG Russell Westbrook SG O.J. Mayo SF Tobias Harris PF Draymond Green C Steven Adams F Marcus Morris G Kentavious Caldwell-Pope UTIL Harrison Barnes
1399,349530994,NYBombers94 (3/3),0,252,PG Reggie Jackson SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Steven Adams F Jabari Parker G Russell Westbrook UTIL Kentavious Caldwell-Pope
1399,349531129,Gogataman (1/2),0,252,PG Stephen Curry SG Kentavious Caldwell-Pope SF Andre Iguodala PF Serge Ibaka C Greg Monroe F Tobias Harris G Michael Carter-Williams UTIL Enes Kanter
1399,349531202,LinK77 (4/4),0,252,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Kevin Durant PF Serge Ibaka C Steven Adams F Harrison Barnes G O.J. Mayo UTIL Andrew Bogut
1411,349501946,hoaglanr (32/50),0,251.75,PG Reggie Jackson SG Klay Thompson SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Harrison Barnes G Michael Carter-Williams UTIL Enes Kanter
1411,349504203,RTLaRocca (1/2),0,251.75,PG Stephen Curry SG Dion Waiters SF Tobias Harris PF Draymond Green C Andrew Bogut F Harrison Barnes G Kentavious Caldwell-Pope UTIL Serge Ibaka
1411,349505708,swaggyikron,0,251.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Harrison Barnes PF Jabari Parker C Andre Drummond F Marcus Morris G Michael Carter-Williams UTIL Miles Plumlee
1411,349509449,DFS_Stud (2/2),0,251.75,PG Russell Westbrook SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Enes Kanter F Andre Iguodala G Michael Carter-Williams UTIL Andre Drummond
1411,349521611,Champion51,0,251.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Draymond Green G Klay Thompson UTIL Anderson Varejao
1411,349521670,J_Hill (1/3),0,251.75,PG Stephen Curry SG Dion Waiters SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Tobias Harris G Kentavious Caldwell-Pope UTIL Draymond Green
1411,349521741,6G0D (17/21),0,251.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Enes Kanter F Andre Iguodala G Michael Carter-Williams UTIL Giannis Antetokounmpo
1411,349522157,ishvt35 (5/6),0,251.75,PG Stephen Curry SG Dion Waiters SF Harrison Barnes PF Draymond Green C Andrew Bogut F Tobias Harris G Kentavious Caldwell-Pope UTIL Serge Ibaka
1411,349531966,JEBUCKEYE4466 (2/2),0,251.75,PG Stephen Curry SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G Khris Middleton UTIL Randy Foye
1420,349502237,marina200 (2/3),0,251.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G O.J. Mayo UTIL Harrison Barnes
1420,349503735,YungHatch,0,251.5,PG Stephen Curry SG Klay Thompson SF Kevin Durant PF Jabari Parker C Aron Baynes F Andre Iguodala G Randy Foye UTIL O.J. Mayo
1420,349505940,hittemquick (1/2),0,251.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Harrison Barnes G O.J. Mayo UTIL Marcus Morris
1420,349507306,Bjoh7196 (1/6),0,251.5,PG Russell Westbrook SG Dion Waiters SF Andre Iguodala PF Serge Ibaka C Greg Monroe F Johnny O'Bryant G Stephen Curry UTIL Miles Plumlee
1420,349514787,bsuttles51,0,251.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Greg Monroe F Harrison Barnes G O.J. Mayo UTIL Tobias Harris
1420,349514851,Bjoh7196 (2/6),0,251.5,PG Russell Westbrook SG Dion Waiters SF Andre Iguodala PF Serge Ibaka C Greg Monroe F Johnny O'Bryant G Stephen Curry UTIL Miles Plumlee
1420,349520822,CZYX (1/50),0,251.5,PG Russell Westbrook SG O.J. Mayo SF Andre Iguodala PF Serge Ibaka C Enes Kanter F Kevin Durant G Michael Carter-Williams UTIL Andrew Bogut
1420,349522004,wholeighowe (2/2),0,251.5,PG Russell Westbrook SG Dion Waiters SF Harrison Barnes PF Serge Ibaka C Miles Plumlee F Andre Iguodala G Stephen Curry UTIL Enes Kanter
1420,349530653,cjt296 (1/2),0,251.5,PG Stephen Curry SG O.J. Mayo SF Marcus Morris PF Serge Ibaka C Greg Monroe F Tobias Harris G Kentavious Caldwell-Pope UTIL Harrison Barnes
1420,349538240,gwarrick0639,0,251.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G O.J. Mayo UTIL Harrison Barnes
1430,349497753,takeiteasy1955 (5/12),0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1430,349512846,moehlecl (2/4),0,251.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Jabari Parker C Andre Drummond F Andre Iguodala G Shaun Livingston UTIL O.J. Mayo
1430,349514228,trentwarren (8/11),0,251.25,PG Stephen Curry SG O.J. Mayo SF Kevin Durant PF Jabari Parker C Andrew Bogut F Marcus Morris G Michael Carter-Williams UTIL Andre Roberson
1430,349515491,ASTEWMANE (2/2),0,251.25,PG Stephen Curry SG Khris Middleton SF Tobias Harris PF Jabari Parker C Andre Drummond F Andre Iguodala G Shaun Livingston UTIL Cameron Payne
1430,349520735,moehlecl (3/4),0,251.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Jabari Parker C Andre Drummond F Andre Iguodala G Shaun Livingston UTIL O.J. Mayo
1430,349521664,crowdaddy46 (1/4),0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1430,349521709,crowdaddy46 (2/4),0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1430,349521714,crowdaddy46 (3/4),0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1430,349521726,crowdaddy46 (4/4),0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1430,349528747,moehlecl (4/4),0,251.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Jabari Parker C Andre Drummond F Andre Iguodala G Shaun Livingston UTIL O.J. Mayo
1430,349529567,dperks8,0,251.25,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Michael Carter-Williams UTIL Kentavious Caldwell-Pope
1430,349530963,wallbanger9 (1/6),0,251.25,PG Stephen Curry SG Klay Thompson SF Tobias Harris PF Draymond Green C Anderson Varejao F Andre Iguodala G Michael Carter-Williams UTIL Andrew Bogut
1430,349530974,wallbanger9 (4/6),0,251.25,PG Stephen Curry SG Klay Thompson SF Tobias Harris PF Draymond Green C Anderson Varejao F Andre Iguodala G Michael Carter-Williams UTIL Andrew Bogut
1430,349538511,marse10 (3/3),0,251.25,PG Russell Westbrook SG Klay Thompson SF Tobias Harris PF Serge Ibaka C Greg Monroe F Andre Iguodala G Shaun Livingston UTIL Harrison Barnes
1444,349501923,DFS_Stud (1/2),0,251,PG Michael Carter-Williams SG Dion Waiters SF Kevin Durant PF Jabari Parker C Enes Kanter F Serge Ibaka G Reggie Jackson UTIL Tobias Harris
1444,349522317,Nai77,0,251,PG Russell Westbrook SG Dion Waiters SF Harrison Barnes PF Draymond Green C Miles Plumlee F Andre Iguodala G Stephen Curry UTIL Anderson Varejao
1444,349523212,ctrain03 (4/5),0,251,PG Michael Carter-Williams SG Klay Thompson SF Tobias Harris PF Jabari Parker C Aron Baynes F Marcus Morris G Kentavious Caldwell-Pope UTIL Kevin Durant
1444,349531990,scottiebrew (5/5),0,251,PG Stephen Curry SG O.J. Mayo SF Kevin Durant PF Jabari Parker C Andrew Bogut F Reggie Bullock G Darrun Hilliard UTIL Klay Thompson
1448,349503307,bsillk03,0,250.75,PG Reggie Jackson SG Klay Thompson SF Giannis Antetokounmpo PF Serge Ibaka C Greg Monroe F Marcus Morris G Kentavious Caldwell-Pope UTIL Andrew Bogut
1448,349513764,Shaffner (34/50),0,250.75,PG Stephen Curry SG Khris Middleton SF Giannis Antetokounmpo PF Serge Ibaka C Andrew Bogut F Marcus Morris G Michael Carter-Williams UTIL Anderson Varejao
1448,349513769,Shaffner (39/50),0,250.75,PG Michael Carter-Williams SG Khris Middleton SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Stephen Curry UTIL Anderson Varejao
1448,349514784,Melch,0,250.75,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF James Michael McAdoo C Miles Plumlee F Reggie Bullock G Darrun Hilliard UTIL Russell Westbrook
1448,349520576,Diesel (1/2),0,250.75,PG Stephen Curry SG Khris Middleton SF Marcus Morris PF Serge Ibaka C Anderson Varejao F Giannis Antetokounmpo G Michael Carter-Williams UTIL Andrew Bogut
1448,349520836,CZYX (15/50),0,250.75,PG Russell Westbrook SG Khris Middleton SF Harrison Barnes PF Serge Ibaka C Greg Monroe F Andre Iguodala G Michael Carter-Williams UTIL Steven Adams
1448,349522920,stevo1313,0,250.75,PG Russell Westbrook SG Khris Middleton SF Marcus Morris PF Draymond Green C Andrew Bogut F Andre Iguodala G Dion Waiters UTIL Kentavious Caldwell-Pope
1448,349531222,wfsIII (2/2),0,250.75,PG Michael Carter-Williams SG Khris Middleton SF Giannis Antetokounmpo PF Serge Ibaka C Andrew Bogut F Marcus Morris G Stephen Curry UTIL Anderson Varejao
1456,349494772,kdonavan (2/4),0,250.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Johnny O'Bryant C Enes Kanter F Kevin Durant G Reggie Jackson UTIL Leandro Barbosa
1456,349496903,amishrocket23,0,250.5,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Greg Monroe F Tobias Harris G Reggie Jackson UTIL Giannis Antetokounmpo
1456,349505531,45gigolo,0,250.5,PG Shaun Livingston SG O.J. Mayo SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Harrison Barnes G Stephen Curry UTIL Russell Westbrook
1456,349506736,wolf85b (2/5),0,250.5,PG Russell Westbrook SG O.J. Mayo SF Andre Iguodala PF Serge Ibaka C Andrew Bogut F Harrison Barnes G Stephen Curry UTIL Steven Adams
1456,349510861,Bama1235 (5/12),0,250.5,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G Michael Carter-Williams UTIL Giannis Antetokounmpo
1456,349510880,Bama1235 (7/12),0,250.5,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G Michael Carter-Williams UTIL Giannis Antetokounmpo
1456,349510889,Bama1235 (9/12),0,250.5,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Greg Monroe F Marcus Morris G Michael Carter-Williams UTIL Giannis Antetokounmpo
1456,349511988,tjw1523,0,250.5,PG Russell Westbrook SG O.J. Mayo SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Stephen Curry UTIL Steven Adams
1456,349513901,6G0D (7/21),0,250.5,PG Reggie Jackson SG Dion Waiters SF Harrison Barnes PF Serge Ibaka C Andre Drummond F Giannis Antetokounmpo G Klay Thompson UTIL Enes Kanter
1456,349514333,petevdz (3/5),0,250.5,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Greg Monroe F Tobias Harris G Michael Carter-Williams UTIL Marcus Morris
1456,349520184,rOryOs,0,250.5,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Jabari Parker C Miles Plumlee F Kyle Singler G Russell Westbrook UTIL Andre Roberson
1456,349530514,twpackfan,0,250.5,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Serge Ibaka C Greg Monroe F Marcus Morris G Dion Waiters UTIL O.J. Mayo
1468,349487028,beastmood,0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Andre Iguodala G Klay Thompson UTIL Tobias Harris
1468,349497811,rolltide1126 (1/4),0,250.25,PG Stephen Curry SG Andre Roberson SF Tobias Harris PF Jabari Parker C Andrew Bogut F Andre Iguodala G O.J. Mayo UTIL Kevin Durant
1468,349503104,NapQueen85 (2/9),0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andre Drummond F Andre Iguodala G Michael Carter-Williams UTIL Enes Kanter
1468,349503742,LilSalSal,0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Andre Iguodala PF Serge Ibaka C Andrew Bogut F Harrison Barnes G O.J. Mayo UTIL Kevin Durant
1468,349504995,brezin3,0,250.25,PG Stephen Curry SG O.J. Mayo SF Kevin Durant PF Jabari Parker C Steven Adams F Marcus Morris G Randy Foye UTIL Michael Carter-Williams
1468,349506407,nabil9594 (1/2),0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Tobias Harris G Reggie Jackson UTIL Enes Kanter
1468,349507242,xToni1 (1/20),0,250.25,PG Stephen Curry SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Kentavious Caldwell-Pope UTIL Randy Foye
1468,349507680,tim2171,0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Marcus Morris G Reggie Jackson UTIL Enes Kanter
1468,349509898,maizejg7 (2/2),0,250.25,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Draymond Green C Andrew Bogut F Marcus Morris G Dion Waiters UTIL Andre Iguodala
1468,349514105,grantb84,0,250.25,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Harrison Barnes G Reggie Jackson UTIL Anderson Varejao
1468,349514286,Noescape (1/4),0,250.25,PG Russell Westbrook SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Kentavious Caldwell-Pope UTIL Harrison Barnes
1468,349514432,BryonFife (2/4),0,250.25,PG Russell Westbrook SG O.J. Mayo SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Kentavious Caldwell-Pope UTIL Harrison Barnes
1468,349514774,xToni1 (5/20),0,250.25,PG Stephen Curry SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Kentavious Caldwell-Pope UTIL Randy Foye
1468,349519887,heyncbeerman,0,250.25,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Kevin Durant PF Draymond Green C Andrew Bogut F Marcus Morris G Shaun Livingston UTIL Greg Monroe
1468,349520757,smoothiewhatup,0,250.25,PG Stephen Curry SG Kentavious Caldwell-Pope SF Marcus Morris PF Jabari Parker C Miles Plumlee F Harrison Barnes G Khris Middleton UTIL Tobias Harris
1468,349520850,CZYX (29/50),0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Andre Iguodala PF Jabari Parker C Aron Baynes F Kevin Durant G Michael Carter-Williams UTIL Steven Adams
1468,349521509,bbourhis,0,250.25,PG Russell Westbrook SG Dion Waiters SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Marcus Morris G Stephen Curry UTIL Miles Plumlee
1468,349523224,datboitex,0,250.25,PG Shaun Livingston SG Khris Middleton SF Marcus Morris PF Johnny O'Bryant C Steven Adams F Harrison Barnes G Russell Westbrook UTIL Stephen Curry
1468,349523950,gryan (4/50),0,250.25,PG Shaun Livingston SG Khris Middleton SF Giannis Antetokounmpo PF Serge Ibaka C Miles Plumlee F Jabari Parker G Russell Westbrook UTIL Harrison Barnes
1468,349529715,nabil9594 (2/2),0,250.25,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Marcus Morris PF Serge Ibaka C Andrew Bogut F Tobias Harris G Reggie Jackson UTIL Enes Kanter
1468,349530617,xToni1 (15/20),0,250.25,PG Stephen Curry SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Kentavious Caldwell-Pope UTIL Randy Foye
1468,349530627,xToni1 (16/20),0,250.25,PG Stephen Curry SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Kentavious Caldwell-Pope UTIL Randy Foye
1468,349531144,xToni1 (20/20),0,250.25,PG Stephen Curry SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Kentavious Caldwell-Pope UTIL Randy Foye
1491,349486737,klavino6 (1/6),0,250,PG Russell Westbrook SG Dion Waiters SF Reggie Bullock PF Jabari Parker C Andrew Bogut F Serge Ibaka G Stephen Curry UTIL Steven Adams
1491,349497081,takeiteasy1955 (4/12),0,250,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Andre Drummond F Tobias Harris G Michael Carter-Williams UTIL Andrew Bogut
1491,349500562,smoothoperator14,0,250,PG Michael Carter-Williams SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Stephen Curry UTIL Harrison Barnes
1491,349504336,jjjames511 (3/3),0,250,PG Reggie Jackson SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Draymond Green C Miles Plumlee F Tobias Harris G Michael Carter-Williams UTIL Jabari Parker
1491,349513643,JackRabbitZero (9/50),0,250,PG Russell Westbrook SG Andre Roberson SF Marcus Morris PF Jabari Parker C Miles Plumlee F Andre Iguodala G Stephen Curry UTIL Andrew Bogut
1491,349519937,DALLASTILL,0,250,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Michael Carter-Williams UTIL Harrison Barnes
1491,349520174,DJ2487 (4/6),0,250,PG Russell Westbrook SG Dion Waiters SF Tobias Harris PF Serge Ibaka C Anderson Varejao F Andre Iguodala G Stephen Curry UTIL Enes Kanter
1491,349529550,ReggieRunnels,0,250,PG Russell Westbrook SG Klay Thompson SF Andre Iguodala PF Johnny O'Bryant C Marreese Speights F Marcus Morris G Shaun Livingston UTIL Stephen Curry
1499,349497825,jjjames511 (1/3),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Giannis Antetokounmpo G Michael Carter-Williams UTIL Andrew Bogut
1499,349501020,mafiadaily,0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Andrew Bogut F Tobias Harris G Michael Carter-Williams UTIL Steven Adams
1499,349505691,stubner (7/21),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Tobias Harris G Michael Carter-Williams UTIL Andrew Bogut
1499,349507174,oldangrygamer,0,249.75,PG Leandro Barbosa SG Khris Middleton SF Giannis Antetokounmpo PF Draymond Green C Greg Monroe F Tobias Harris G Reggie Jackson UTIL Shaun Livingston
1499,349507599,Halfy2929 (1/4),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Michael Carter-Williams UTIL Steven Adams
1499,349510470,NapQueen85 (5/9),0,249.75,PG Russell Westbrook SG Khris Middleton SF Marcus Morris PF Serge Ibaka C Enes Kanter F Harrison Barnes G Kentavious Caldwell-Pope UTIL Michael Carter-Williams
1499,349510909,sollimichael (2/2),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Michael Carter-Williams UTIL Steven Adams
1499,349513040,stubner (8/21),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Tobias Harris G Michael Carter-Williams UTIL Andrew Bogut
1499,349513054,stubner (9/21),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Tobias Harris G Michael Carter-Williams UTIL Andrew Bogut
1499,349513194,Freakshow9sHotwife (9/11),0,249.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Stephen Curry UTIL Shaun Livingston
1499,349513212,Freakshow9sHotwife (10/11),0,249.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Stephen Curry UTIL Shaun Livingston
1499,349513671,JackRabbitZero (37/50),0,249.75,PG Stephen Curry SG Khris Middleton SF Tobias Harris PF Serge Ibaka C Greg Monroe F Andre Iguodala G Steve Blake UTIL Andrew Bogut
1499,349513757,Shaffner (27/50),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Steven Adams F Giannis Antetokounmpo G Michael Carter-Williams UTIL Andrew Bogut
1499,349514332,petevdz (2/5),0,249.75,PG Reggie Jackson SG Klay Thompson SF Giannis Antetokounmpo PF Jabari Parker C Greg Monroe F Andre Iguodala G Khris Middleton UTIL Andre Roberson
1499,349514932,BryonFife (3/4),0,249.75,PG Michael Carter-Williams SG Dion Waiters SF Harrison Barnes PF Serge Ibaka C Andre Drummond F Tobias Harris G Stephen Curry UTIL O.J. Mayo
1499,349515735,ruky420,0,249.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Kevin Durant PF Jabari Parker C Andre Drummond F Andre Iguodala G Dion Waiters UTIL Marcus Morris
1499,349515753,jamoyer (1/2),0,249.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Enes Kanter F Marcus Morris G Khris Middleton UTIL Michael Carter-Williams
1499,349521121,Freakshow9sHotwife (11/11),0,249.75,PG Russell Westbrook SG Kentavious Caldwell-Pope SF Harrison Barnes PF Serge Ibaka C Andrew Bogut F Andre Iguodala G Stephen Curry UTIL Shaun Livingston
1499,349521271,abe1 (1/2),0,249.75,PG Stephen Curry SG Klay Thompson SF Harrison Barnes PF Draymond Green C Andrew Bogut F Andre Iguodala G Kentavious Caldwell-Pope UTIL Enes Kanter
1499,349523989,gryan (43/50),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Michael Carter-Williams UTIL Steven Adams
1499,349529622,Cnpjerob (11/11),0,249.75,PG Michael Carter-Williams SG Kentavious Caldwell-Pope SF Giannis Antetokounmpo PF Serge Ibaka C Steven Adams F Tobias Harris G Stephen Curry UTIL Andrew Bogut
1499,349530234,mikemur1 (3/3),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Michael Carter-Williams UTIL Steven Adams
1499,349530857,Pinkman187 (40/50),0,249.75,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Serge Ibaka C Andrew Bogut F Giannis Antetokounmpo G Michael Carter-Williams UTIL Steven Adams
1522,349499875,woopig1,0,249.5,PG Reggie Jackson SG Khris Middleton SF Tobias Harris PF Jabari Parker C Andre Drummond F Marcus Morris G Kentavious Caldwell-Pope UTIL Dion Waiters
1522,349500653,kdonavan (3/4),0,249.5,PG Russell Westbrook SG Andre Roberson SF Tobias Harris PF Johnny O'Bryant C Andrew Bogut F Draymond Green G Stephen Curry UTIL Steve Blake
1522,349513684,JackRabbitZero (50/50),0,249.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Tobias Harris PF Draymond Green C Aron Baynes F Giannis Antetokounmpo G Andre Roberson UTIL Andrew Bogut
1522,349515038,wordisspirit,0,249.5,PG Stephen Curry SG Kentavious Caldwell-Pope SF Kevin Durant PF Jabari Parker C Andrew Bogut F Andre Iguodala G O.J. Mayo UTIL Steven Adams
1522,349518721,millertymme,0,249.5,PG Stephen Curry SG Dion Waiters SF Kevin Durant PF Jabari Parker C Miles Plumlee F Harrison Barnes G Reggie Jackson UTIL Marreese Speights
1522,349519195,Jimfalconsking,0,249.5,PG Russell Westbrook SG Dion Waiters SF Marcus Morris PF Draymond Green C Enes Kanter F Harrison Barnes G Klay Thompson UTIL Miles Plumlee
1522,349529594,mabie59 (2/2),0,249.5,PG Russell Westbrook SG Klay Thompson SF Harrison Barnes PF Draymond Green C Enes Kanter F Marcus Morris G Dion Waiters UTIL Miles Plumlee
1529,349506652,petebrzezinski,0,249.25,PG Russell Westbrook SG Khris Middleton SF Kevin Durant PF Jabari Parker C Anderson Varejao F Andre Iguodala G Steve Blake UTIL Kentavious Caldwell-Pope
