PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PF,Aaron Gordon (6302926),Aaron Gordon,6302926,6500,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Jabari Parker (6302920),Jabari Parker,6302920,6500,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,Gorgui Dieng (6302951),Gorgui Dieng,6302951,6400,Min@Cha 07:00PM ET,Min,
,,,,,,,,,C,Greg Monroe (6302987),Greg Monroe,6302987,6300,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SG,Andrew Wiggins (6302817),Andrew Wiggins,6302817,6200,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Dirk Nowitzki (6302953),Dirk Nowitzki,6302953,6100,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Zach LaVine (6302816),Zach LaVine,6302816,6000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SF,Rudy Gay (6302857),Rudy Gay,6302857,5900,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,Monta Ellis (6302810),Monta Ellis,6302810,5800,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Elfrid Payton (6302731),Elfrid Payton,6302731,5700,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PG,Deron Williams (6302755),Deron Williams,6302755,5600,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Marvin Williams (6302948),Marvin Williams,6302948,5600,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SG,Evan Fournier (6302793),Evan Fournier,6302793,5600,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Ryan Anderson (6302928),Ryan Anderson,6302928,5500,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Michael Carter-Williams (6302723),Michael Carter-Williams,6302723,5400,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,C,Joakim Noah (6302985),Joakim Noah,6302985,5300,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SG,Eric Gordon (6302797),Eric Gordon,6302797,5300,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Michael Kidd-Gilchrist (6302878),Michael Kidd-Gilchrist,6302878,5300,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Zaza Pachulia (6303017),Zaza Pachulia,6303017,5200,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Harrison Barnes (6302854),Harrison Barnes,6302854,5100,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SG,Jamal Crawford (6302818),Jamal Crawford,6302818,5000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SF,Matt Barnes (6302865),Matt Barnes,6302865,5000,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PG,Norris Cole (6302735),Norris Cole,6302735,5000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SG,J.J. Redick (6302819),J.J. Redick,6302819,4900,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SG,Wesley Matthews (6302821),Wesley Matthews,6302821,4900,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Tristan Thompson (6302938),Tristan Thompson,6302938,4900,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PF,Myles Turner (6302946),Myles Turner,6302946,4900,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,David Lee (6302954),David Lee,6302954,4800,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,George Hill (6302745),George Hill,6302745,4800,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Darren Collison (6302734),Darren Collison,6302734,4800,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PF,Bobby Portis (6302919),Bobby Portis,6302919,4800,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Tim Duncan (6303005),Tim Duncan,6303005,4700,SA@Ind 07:00PM ET,SA,
,,,,,,,,,PG,Tony Parker (6302744),Tony Parker,6302744,4700,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SF,Jeff Green (6302882),Jeff Green,6302882,4700,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,Taj Gibson (6302914),Taj Gibson,6302914,4700,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Andrew Bogut (6302989),Andrew Bogut,6302989,4600,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SG,J.R. Smith (6302803),J.R. Smith,6302803,4600,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,SG,Danny Green (6302811),Danny Green,6302811,4600,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SG,E'Twaun Moore (6302785),E'Twaun Moore,6302785,4600,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Al Jefferson (6303010),Al Jefferson,6303010,4500,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Ian Mahinmi (6303006),Ian Mahinmi,6303006,4500,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Mario Chalmers (6302739),Mario Chalmers,6302739,4500,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PG,Jerryd Bayless (6302721),Jerryd Bayless,6302721,4400,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,Nikola Mirotic (6302917),Nikola Mirotic,6302917,4300,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Cody Zeller (6303014),Cody Zeller,6303014,4300,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Shabazz Muhammad (6302879),Shabazz Muhammad,6302879,4300,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SF,Mike Dunleavy (6302847),Mike Dunleavy,6302847,4200,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SG,Raymond Felton (6302820),Raymond Felton,6302820,4200,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Mario Hezonja (6302794),Mario Hezonja,6302794,4200,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Andre Iguodala (6302853),Andre Iguodala,6302853,4100,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Ersan Ilyasova (6302922),Ersan Ilyasova,6302922,4100,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Wesley Johnson (6302883),Wesley Johnson,6302883,4100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SF,Omri Casspi (6302862),Omri Casspi,6302862,4100,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,Manu Ginobili (6302807),Manu Ginobili,6302807,4000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,PG,Patty Mills (6302746),Patty Mills,6302746,4000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SF,Lance Stephenson (6302868),Lance Stephenson,6302868,4000,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,SF,Doug McDermott (6302850),Doug McDermott,6302850,4000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SF,Tony Allen (6302866),Tony Allen,6302866,3900,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PG,Shaun Livingston (6302727),Shaun Livingston,6302727,3900,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Jordan Hill (6302944),Jordan Hill,6302944,3900,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Jeremy Lin (6302747),Jeremy Lin,6302747,3900,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,PF,David West (6302941),David West,6302941,3800,SA@Ind 07:00PM ET,SA,
,,,,,,,,,PG,J.J. Barea (6302756),J.J. Barea,6302756,3800,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Courtney Lee (6302813),Courtney Lee,6302813,3800,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,C.J. Miles (6302870),C.J. Miles,6302870,3800,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,Iman Shumpert (6302804),Iman Shumpert,6302804,3800,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PF,John Henson (6302915),John Henson,6302915,3800,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SG,Marco Belinelli (6302795),Marco Belinelli,6302795,3700,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,O.J. Mayo (6302720),O.J. Mayo,6302720,3700,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,JaMychal Green (6302937),JaMychal Green,6302937,3700,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,SF,P.J. Hairston (6302869),P.J. Hairston,6302869,3700,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PG,Aaron Brooks (6302718),Aaron Brooks,6302718,3600,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,PF,Brandan Wright (6302935),Brandan Wright,6302935,3600,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,C,Spencer Hawes (6303011),Spencer Hawes,6303011,3600,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Festus Ezeli (6302992),Festus Ezeli,6302992,3600,Orl@GS 10:30PM ET,GS,
,,,,,,,,,C,Miles Plumlee (6302986),Miles Plumlee,6302986,3600,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PG,Matthew Dellavedova (6302741),Matthew Dellavedova,6302741,3600,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,C,Timofey Mozgov (6303004),Timofey Mozgov,6303004,3600,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,SG,Rodney Stuckey (6302809),Rodney Stuckey,6302809,3500,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Brandon Jennings (6302729),Brandon Jennings,6302729,3500,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,C,Frank Kaminsky (6303015),Frank Kaminsky,6303015,3500,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Kyle Anderson (6302875),Kyle Anderson,6302875,3500,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SG,Vince Carter (6302801),Vince Carter,6302801,3400,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,SF,Dante Cunningham (6302858),Dante Cunningham,6302858,3400,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SF,Tony Snell (6302849),Tony Snell,6302849,3400,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Willie Cauley-Stein (6302999),Willie Cauley-Stein,6302999,3400,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,C,Chris Andersen (6303000),Chris Andersen,6303000,3300,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PF,Boris Diaw (6302942),Boris Diaw,6302942,3300,SA@Ind 07:00PM ET,SA,
,,,,,,,,,PG,Greivis Vasquez (6302719),Greivis Vasquez,6302719,3300,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PF,Quincy Acy (6302929),Quincy Acy,6302929,3300,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PG,Toney Douglas (6302733),Toney Douglas,6302733,3200,Sac@NO 08:00PM ET,NO,
,,,,,,,,,C,Alexis Ajinca (6302997),Alexis Ajinca,6302997,3200,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SG,Jeremy Lamb (6302815),Jeremy Lamb,6302815,3200,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Paul Pierce (6302881),Paul Pierce,6302881,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,C,Marreese Speights (6302991),Marreese Speights,6302991,3100,Orl@GS 10:30PM ET,GS,
,,,,,,,,,C,Cole Aldrich (6303020),Cole Aldrich,6303020,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,C,Boban Marjanovic (6303009),Boban Marjanovic,6303009,3100,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SG,Austin Rivers (6302823),Austin Rivers,6302823,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,Kevin Garnett (6302947),Kevin Garnett,6302947,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PG,Andre Miller (6302743),Andre Miller,6302743,3000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SF,Richard Jefferson (6302864),Richard Jefferson,6302864,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PF,Matt Bonner (6302940),Matt Bonner,6302940,3000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SG,James Jones (6302802),James Jones,6302802,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PG,Devin Harris (6302754),Devin Harris,6302754,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Mo Williams (6302738),Mo Williams,6302738,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PF,Channing Frye (6302934),Channing Frye,6302934,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,SF,Caron Butler (6302856),Caron Butler,6302856,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SF,Tayshaun Prince (6302877),Tayshaun Prince,6302877,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG,Rasual Butler (6302808),Rasual Butler,6302808,3000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SF,Steve Novak (6302848),Steve Novak,6302848,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PG,C.J. Watson (6302725),C.J. Watson,6302725,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,C,Ryan Hollins (6303001),Ryan Hollins,6303001,3000,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,C,Kendrick Perkins (6302995),Kendrick Perkins,6302995,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Leandro Barbosa (6302726),Leandro Barbosa,6302726,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Charlie Villanueva (6302955),Charlie Villanueva,6302955,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Anderson Varejao (6302990),Anderson Varejao,6302990,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,C,Sasha Kaun (6303002),Sasha Kaun,6303002,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PF,Jason Smith (6302921),Jason Smith,6302921,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6302956),Luc Richard Mbah a Moute,6302956,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,Tyler Hansbrough (6302949),Tyler Hansbrough,6302949,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Alonzo Gee (6302859),Alonzo Gee,6302859,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,SG,Brandon Rush (6302789),Brandon Rush,6302789,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SF,Alex Stepheson (6302884),Alex Stepheson,6302884,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SF,Quincy Pondexter (6302860),Quincy Pondexter,6302860,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,C,JaVale McGee (6303018),JaVale McGee,6303018,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Jeremy Evans (6302885),Jeremy Evans,6302885,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Justin Holiday (6302784),Justin Holiday,6302784,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,C,Kosta Koufos (6302996),Kosta Koufos,6302996,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,James Anderson (6302796),James Anderson,6302796,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,C,Lavoy Allen (6303007),Lavoy Allen,6303007,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,C,Nikola Pekovic (6303012),Nikola Pekovic,6303012,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,C,Omer Asik (6302998),Omer Asik,6302998,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PG,Jorge Gutierrez (6302748),Jorge Gutierrez,6302748,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Luke Babbitt (6302861),Luke Babbitt,6302861,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PF,Andrew Nicholson (6302923),Andrew Nicholson,6302923,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PG,Seth Curry (6302737),Seth Curry,6302737,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SG,Ian Clark (6302791),Ian Clark,6302791,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,C,Shayne Whittington (6303008),Shayne Whittington,6303008,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Solomon Hill (6302872),Solomon Hill,6302872,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,C.J. Wilcox (6302822),C.J. Wilcox,6302822,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PG,Troy Daniels (6302751),Troy Daniels,6302751,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Greg Smith (6303013),Greg Smith,6303013,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG,Bryce Dejean-Jones (6302799),Bryce Dejean-Jones,6302799,3000,Sac@NO 08:00PM ET,NO,
,,,,,,,,,PF,Nemanja Bjelica (6302950),Nemanja Bjelica,6302950,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Cameron Bairstow (6302916),Cameron Bairstow,6302916,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,SF,Duje Dukan (6302863),Duje Dukan,6302863,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,PF,Dwight Powell (6302958),Dwight Powell,6302958,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Jordan McRae (6302805),Jordan McRae,6302805,3000,Mem@Cle 07:00PM ET,Cle,
,,,,,,,,,PG,Pablo Prigioni (6302758),Pablo Prigioni,6302758,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PG,Shabazz Napier (6302730),Shabazz Napier,6302730,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Eric Moreland (6302931),Eric Moreland,6302931,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,SF,Jonathon Simmons (6302874),Jonathon Simmons,6302874,3000,SA@Ind 07:00PM ET,SA,
,,,,,,,,,SF,Devyn Marble (6302855),Devyn Marble,6302855,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Adreian Payne (6302952),Adreian Payne,6302952,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,SG,Joe Young (6302812),Joe Young,6302812,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,C,Salah Mejri (6303021),Salah Mejri,6303021,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Johnny O'Bryant (6302918),Johnny O'Bryant,6302918,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SG,Ben McLemore (6302800),Ben McLemore,6302800,3000,Sac@NO 08:00PM ET,Sac,
,,,,,,,,,C,Dewayne Dedmon (6302994),Dewayne Dedmon,6302994,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Branden Dawson (6302887),Branden Dawson,6302887,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,James Michael McAdoo (6302925),James Michael McAdoo,6302925,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Rakeem Christmas (6302945),Rakeem Christmas,6302945,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,Jordan Adams (6302806),Jordan Adams,6302806,3000,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,SF,Justin Anderson (6302888),Justin Anderson,6302888,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Glenn Robinson III (6302876),Glenn Robinson III,6302876,3000,SA@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Jarell Martin (6302939),Jarell Martin,6302939,3000,Mem@Cle 07:00PM ET,Mem,
,,,,,,,,,PG,Tyler Ennis (6302724),Tyler Ennis,6302724,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,PG,Aaron Harrison (6302752),Aaron Harrison,6302752,3000,Min@Cha 07:00PM ET,Cha,
,,,,,,,,,SF,Damien Inglis (6302852),Damien Inglis,6302852,3000,Mil@Chi 08:00PM ET,Mil,
,,,,,,,,,SF,Damjan Rudez (6302880),Damjan Rudez,6302880,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,C,Cristiano Felicio (6302988),Cristiano Felicio,6302988,3000,Mil@Chi 08:00PM ET,Chi,
,,,,,,,,,PG,Tyus Jones (6302753),Tyus Jones,6302753,3000,Min@Cha 07:00PM ET,Min,
,,,,,,,,,PF,Kevon Looney (6302927),Kevon Looney,6302927,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SG,Rashad Vaughn (6302788),Rashad Vaughn,6302788,3000,Mil@Chi 08:00PM ET,Mil,
