C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Brian Elliott (6205556),Brian Elliott,6205556,8400,LA@StL 08:00PM ET,StL,
,,,,,,,,,,G,Tuukka Rask (6205564),Tuukka Rask,6205564,8300,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,G,Jonathan Quick (6205557),Jonathan Quick,6205557,8100,LA@StL 08:00PM ET,LA,
,,,,,,,,,,G,Jake Allen (6205559),Jake Allen,6205559,7400,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Patrice Bergeron (6205482),Patrice Bergeron,6205482,7300,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,G,Pekka Rinne (6205563),Pekka Rinne,6205563,7300,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Carter Hutton (6205566),Carter Hutton,6205566,7300,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Jhonas Enroth (6205558),Jhonas Enroth,6205558,7200,LA@StL 08:00PM ET,LA,
,,,,,,,,,,RW,Vladimir Tarasenko (6205513),Vladimir Tarasenko,6205513,7100,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Roman Josi (6205547),Roman Josi,6205547,6900,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Brad Marchand (6205500),Brad Marchand,6205500,6800,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,G,Jonas Gustavsson (6205565),Jonas Gustavsson,6205565,6800,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Kevin Shattenkirk (6205528),Kevin Shattenkirk,6205528,6600,LA@StL 08:00PM ET,StL,
,,,,,,,,,,G,Peter Budaj (6205555),Peter Budaj,6205555,6400,LA@StL 08:00PM ET,LA,
,,,,,,,,,,C,Anze Kopitar (6205469),Anze Kopitar,6205469,6400,LA@StL 08:00PM ET,LA,
,,,,,,,,,,LW,Alexander Steen (6205490),Alexander Steen,6205490,6300,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Drew Doughty (6205530),Drew Doughty,6205530,6200,LA@StL 08:00PM ET,LA,
,,,,,,,,,,D,Shea Weber (6205544),Shea Weber,6205544,6000,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,David Krejci (6205484),David Krejci,6205484,6000,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,G,Jordan Binnington (6205560),Jordan Binnington,6205560,6000,LA@StL 08:00PM ET,StL,
,,,,,,,,,,G,Malcolm Subban (6205567),Malcolm Subban,6205567,6000,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,G,Juuse Saros (6205568),Juuse Saros,6205568,6000,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Patrik Bartosak (6205561),Patrik Bartosak,6205561,6000,LA@StL 08:00PM ET,LA,
,,,,,,,,,,G,Pheonix Copley (6205562),Pheonix Copley,6205562,6000,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Jeff Carter (6205467),Jeff Carter,6205467,5900,LA@StL 08:00PM ET,LA,
,,,,,,,,,,RW,Tyler Toffoli (6205514),Tyler Toffoli,6205514,5900,LA@StL 08:00PM ET,LA,
,,,,,,,,,,RW,James Neal (6205517),James Neal,6205517,5800,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Ryan Johansen (6205487),Ryan Johansen,6205487,5800,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Alex Pietrangelo (6205531),Alex Pietrangelo,6205531,5700,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Torey Krug (6205554),Torey Krug,6205554,5700,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,LW,Filip Forsberg (6205505),Filip Forsberg,6205505,5600,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Loui Eriksson (6205516),Loui Eriksson,6205516,5400,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Zdeno Chara (6205541),Zdeno Chara,6205541,5300,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,LW,Jaden Schwartz (6205496),Jaden Schwartz,6205496,5300,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Jake Muzzin (6205536),Jake Muzzin,6205536,5200,LA@StL 08:00PM ET,LA,
,,,,,,,,,,RW,Marian Gaborik (6205508),Marian Gaborik,6205508,4800,LA@StL 08:00PM ET,LA,
,,,,,,,,,,C,David Backes (6205470),David Backes,6205470,4800,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Paul Stastny (6205473),Paul Stastny,6205473,4800,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Ryan Spooner (6205488),Ryan Spooner,6205488,4800,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Colton Parayko (6205540),Colton Parayko,6205540,4800,LA@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Milan Lucic (6205492),Milan Lucic,6205492,4600,LA@StL 08:00PM ET,LA,
,,,,,,,,,,D,Alec Martinez (6205529),Alec Martinez,6205529,4600,LA@StL 08:00PM ET,LA,
,,,,,,,,,,LW,Dustin Brown (6205491),Dustin Brown,6205491,4200,LA@StL 08:00PM ET,LA,
,,,,,,,,,,LW,Matt Beleskey (6205501),Matt Beleskey,6205501,4200,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Ryan Ellis (6205546),Ryan Ellis,6205546,4100,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,David Pastrnak (6205524),David Pastrnak,6205524,4100,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,RW,Craig Smith (6205522),Craig Smith,6205522,4000,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Mattias Ekholm (6205552),Mattias Ekholm,6205552,3900,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Jimmy Hayes (6205519),Jimmy Hayes,6205519,3800,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,C,Mike Ribeiro (6205479),Mike Ribeiro,6205479,3700,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Jay Bouwmeester (6205525),Jay Bouwmeester,6205525,3600,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Dennis Seidenberg (6205543),Dennis Seidenberg,6205543,3600,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,C,Jori Lehtera (6205474),Jori Lehtera,6205474,3600,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Mike Fisher (6205480),Mike Fisher,6205480,3500,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Troy Brouwer (6205510),Troy Brouwer,6205510,3500,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Patrik Berglund (6205472),Patrik Berglund,6205472,3500,LA@StL 08:00PM ET,StL,
,,,,,,,,,,C,Robby Fabbri (6205478),Robby Fabbri,6205478,3500,LA@StL 08:00PM ET,StL,
,,,,,,,,,,RW,Brett Connolly (6205520),Brett Connolly,6205520,3400,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,C,Vincent Lecavalier (6205466),Vincent Lecavalier,6205466,3300,LA@StL 08:00PM ET,LA,
,,,,,,,,,,C,Trevor Lewis (6205471),Trevor Lewis,6205471,3300,LA@StL 08:00PM ET,LA,
,,,,,,,,,,D,Kevan Miller (6205551),Kevan Miller,6205551,3300,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,LW,Tanner Pearson (6205498),Tanner Pearson,6205498,3300,LA@StL 08:00PM ET,LA,
,,,,,,,,,,C,Calle Jarnkrok (6205489),Calle Jarnkrok,6205489,3200,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Colin Wilson (6205502),Colin Wilson,6205502,3100,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Dwight King (6205493),Dwight King,6205493,3100,LA@StL 08:00PM ET,LA,
,,,,,,,,,,D,Zach Trotman (6205550),Zach Trotman,6205550,3000,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Luke Schenn (6205532),Luke Schenn,6205532,2900,LA@StL 08:00PM ET,LA,
,,,,,,,,,,LW,Viktor Arvidsson (6205506),Viktor Arvidsson,6205506,2900,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Adam McQuaid (6205545),Adam McQuaid,6205545,2800,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,D,Brayden McNabb (6205538),Brayden McNabb,6205538,2700,LA@StL 08:00PM ET,LA,
,,,,,,,,,,D,Carl Gunnarsson (6205534),Carl Gunnarsson,6205534,2600,LA@StL 08:00PM ET,StL,
,,,,,,,,,,RW,Gabriel Bourque (6205518),Gabriel Bourque,6205518,2600,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Joe Morrow (6205553),Joe Morrow,6205553,2600,Bos@Nsh 08:00PM ET,Bos,
,,,,,,,,,,C,Olli Jokinen (6205465),Olli Jokinen,6205465,2500,LA@StL 08:00PM ET,StL,
,,,,,,,,,,D,Barret Jackman (6205542),Barret Jackman,6205542,2500,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Eric Nystrom (6205499),Eric Nystrom,6205499,2500,Bos@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Scottie Upshall (6205509),Scottie Upshall,6205509,2500,LA@StL 08:00PM ET,StL,
