"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"14736-8718","LW","Alexander","Ovechkin","5.377777777777777","54","10000","NJ@WAS","WAS","NJ","","","",""
"14736-8732","G","Semyon","Varlamov","4.629268292682927","41","9800","COL@EDM","COL","EDM","","","",""
"14736-9416","G","Braden","Holtby","5.517391304347826","46","9700","NJ@WAS","WAS","NJ","","","",""
"14736-15400","G","Petr","Mrazek","4.995","40","9300","DET@OTT","DET","OTT","","","",""
"14736-8553","G","Brian","Elliott","4.90625","32","9000","STL@ARI","STL","ARI","","","",""
"14736-8712","G","Roberto","Luongo","5.031818181818182","44","8900","WPG@FLA","FLA","WPG","","","",""
"14736-8986","LW","Jamie","Benn","4.624576271186441","59","8800","BOS@DAL","DAL","BOS","","","",""
"14736-8193","G","Tuukka","Rask","4.5227272727272725","44","8800","BOS@DAL","BOS","DAL","","","",""
"14736-9302","G","Michal","Neuvirth","5.2250000000000005","24","8700","PHI@TOR","PHI","TOR","","","",""
"14736-11133","G","Carter","Hutton","5.180000000000001","10","8600","LA@NSH","NSH","LA","","","",""
"14736-8781","G","Cory","Schneider","4.946938775510205","49","8500","NJ@WAS","NJ","WAS","","","",""
"14736-8763","LW","Brad","Marchand","4.186792452830189","53","8200","BOS@DAL","BOS","DAL","","","",""
"14736-8172","G","Kari","Lehtonen","4.333333333333333","27","8200","BOS@DAL","DAL","BOS","","","",""
"14736-8412","G","Jon","Quick","4.730434782608696","46","8200","LA@NSH","LA","NSH","","","",""
"14736-8312","G","Steve","Mason","4.311111111111112","36","8100","PHI@TOR","PHI","TOR","","","",""
"14736-8292","G","Craig","Anderson","4.868085106382979","47","8000","DET@OTT","OTT","DET","","","",""
"14736-8556","C","Claude","Giroux","3.420175438596491","57","7900","PHI@TOR","PHI","TOR","","","",""
"14736-23071","RW","Vladimir","Tarasenko","3.942241379310345","58","7800","STL@ARI","STL","ARI","","","",""
"14736-8593","G","Al","Montoya","4.51764705882353","17","7800","WPG@FLA","FLA","WPG","","","",""
"14736-8303","RW","Jakub","Voracek","3.1614035087719294","57","7700","PHI@TOR","PHI","TOR","","","",""
"14736-8551","D","Erik","Karlsson","4.0288135593220336","59","7700","DET@OTT","OTT","DET","","","",""
"14736-12417","C","Tyler","Seguin","4.684745762711864","59","7700","BOS@DAL","DAL","BOS","","","",""
"14736-64102","C","Connor","McDavid","3.7409090909090907","22","7600","COL@EDM","EDM","COL","","","",""
"14736-39349","G","Reto","Berra","4.214285714285714","14","7600","COL@EDM","COL","EDM","O","Ankle","",""
"14736-8438","LW","Michael","Cammalleri","3.6880952380952383","42","7600","NJ@WAS","NJ","WAS","IR","Hand","",""
"14736-12697","G","Philipp","Grubauer","3.9285714285714284","14","7600","NJ@WAS","WAS","NJ","","","",""
"14736-9005","G","Jhonas","Enroth","4.166666666666667","12","7500","LA@NSH","LA","NSH","","","",""
"14736-12654","G","Calvin","Pickard","3.466666666666667","12","7500","COL@EDM","COL","EDM","","","",""
"14736-9288","G","Antti","Niemi","4.136842105263159","38","7500","BOS@DAL","DAL","BOS","","","",""
"14736-8404","RW","Wayne","Simmonds","3.242982456140351","57","7500","PHI@TOR","PHI","TOR","","","",""
"14736-8776","G","Ondrej","Pavelec","3.288888888888889","18","7400","WPG@FLA","WPG","FLA","","","",""
"14736-8175","C","Patrice","Bergeron","4.058035714285714","56","7400","BOS@DAL","BOS","DAL","","","",""
"14736-12592","C","Ryan","Johansen","3.0026785714285715","56","7400","LA@NSH","NSH","LA","","","",""
"14736-8394","C","Anze","Kopitar","3.526315789473684","57","7400","LA@NSH","LA","NSH","DTD","Lower body","",""
"14736-11301","G","Cameron","Talbot","3.7135135135135138","37","7400","COL@EDM","EDM","COL","","","",""
"14736-39253","LW","Filip","Forsberg","3.006896551724138","58","7300","LA@NSH","NSH","LA","","","",""
"14736-62666","G","Matthew","O'Connor","3.2","1","7200","DET@OTT","OTT","DET","","","",""
"14736-8472","G","Pekka","Rinne","3.6765957446808515","47","7200","LA@NSH","NSH","LA","","","",""
"14736-8797","LW","James","van Riemsdyk","3.315","40","7100","PHI@TOR","TOR","PHI","IR","Foot","",""
"14736-8275","C","Matt","Duchene","3.1333333333333333","60","7100","COL@EDM","COL","EDM","","","",""
