"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Marcus Morris",5400,"Cle@Det 07:30PM ET",25.578,"Det"
"C","Jared Sullinger",5400,"Orl@Bos 07:30PM ET",27.065,"Bos"
"SG","J.J. Redick",5300,"LAL@LAC 10:30PM ET",22.637,"LAC"
"C","Mason Plumlee",5300,"Cha@Por 10:00PM ET",26.080,"Por"
"PF","Jabari Parker",5300,"Mia@Mil 08:00PM ET",21.208,"Mil"
"SF","P.J. Tucker",5200,"Pho@NY 07:30PM ET",19.255,"Pho"
"SG","Arron Afflalo",5200,"Pho@NY 07:30PM ET",22.650,"NY"
"PF","Tristan Thompson",5200,"Cle@Det 07:30PM ET",21.932,"Cle"
"C","Alex Len",5200,"Pho@NY 07:30PM ET",17.989,"Pho"
"SG","Evan Fournier",5200,"Orl@Bos 07:30PM ET",24.295,"Orl"
"PF","Amir Johnson",5100,"Orl@Bos 07:30PM ET",22.142,"Bos"
"SG","Wesley Matthews",5100,"Bkn@Dal 08:30PM ET",22.619,"Dal"
"PG","Marcus Smart",5100,"Orl@Bos 07:30PM ET",23.308,"Bos"
"PG","D'Angelo Russell",5100,"LAL@LAC 10:30PM ET",23.880,"LAL"
"C","Tyson Chandler",5000,"Pho@NY 07:30PM ET",19.158,"Pho"
"PF","Marvin Williams",5000,"Cha@Por 10:00PM ET",23.967,"Cha"
"C","Kelly Olynyk",5000,"Orl@Bos 07:30PM ET",21.283,"Bos"
"C","Enes Kanter",5000,"Hou@OKC 08:00PM ET",22.833,"OKC"
"C","Cody Zeller",5000,"Cha@Por 10:00PM ET",20.425,"Cha"
"SF","Joe Johnson",4900,"Bkn@Dal 08:30PM ET",23.299,"Bkn"
"C","Robin Lopez",4900,"Pho@NY 07:30PM ET",21.026,"NY"
"PF","Markieff Morris",4900,"Pho@NY 07:30PM ET",20.542,"Pho"
"SG","Tyler Johnson",4900,"Mia@Mil 08:00PM ET",17.632,"Mia"
"PG","Zach LaVine",4900,"Min@Uta 09:00PM ET",22.191,"Min"
"SF","Aaron Gordon",4900,"Orl@Bos 07:30PM ET",18.064,"Orl"
"C","Spencer Hawes",4800,"Cha@Por 10:00PM ET",15.494,"Cha"
"PG","Donald Sloan",4800,"Bkn@Dal 08:30PM ET",14.971,"Bkn"
"SF","Al-Farouq Aminu",4800,"Cha@Por 10:00PM ET",23.936,"Por"
"SF","Luol Deng",4700,"Mia@Mil 08:00PM ET",20.731,"Mia"
"SG","Evan Turner",4700,"Orl@Bos 07:30PM ET",22.532,"Bos"
"PF","Larry Nance Jr.",4700,"LAL@LAC 10:30PM ET",15.160,"LAL"
"SF","Shabazz Muhammad",4700,"Min@Uta 09:00PM ET",14.904,"Min"
"SG","Rondae Hollis-Jefferson",4600,"Bkn@Dal 08:30PM ET",18.289,"Bkn"
"SG","Jeremy Lamb",4500,"Cha@Por 10:00PM ET",20.803,"Cha"
"C","Gorgui Dieng",4500,"Min@Uta 09:00PM ET",21.920,"Min"
"PG","Trey Burke",4500,"Min@Uta 09:00PM ET",20.439,"Uta"
"SF","Mirza Teletovic",4500,"Pho@NY 07:30PM ET",17.017,"Pho"
"SF","Justise Winslow",4500,"Mia@Mil 08:00PM ET",15.419,"Mia"
"PF","Jon Leuer",4400,"Pho@NY 07:30PM ET",20.152,"Pho"
"PF","Terrence Jones",4400,"Hou@OKC 08:00PM ET",19.339,"Hou"
"PF","Ed Davis",4300,"Cha@Por 10:00PM ET",20.196,"Por"
"C","Steven Adams",4300,"Hou@OKC 08:00PM ET",18.799,"OKC"
"SG","Jamal Crawford",4200,"LAL@LAC 10:30PM ET",18.761,"LAC"
"PF","Josh Smith",4200,"Hou@OKC 08:00PM ET",16.375,"Hou"
"SG","Gerald Green",4200,"Mia@Mil 08:00PM ET",17.200,"Mia"
"PG","Patrick Beverley",4200,"Hou@OKC 08:00PM ET",19.500,"Hou"
"SG","O.J. Mayo",4200,"Mia@Mil 08:00PM ET",19.431,"Mil"
"PG","Jerryd Bayless",4200,"Mia@Mil 08:00PM ET",21.842,"Mil"
"SG","Alec Burks",4200,"Min@Uta 09:00PM ET",23.018,"Uta"
"SG","Dion Waiters",4200,"Hou@OKC 08:00PM ET",18.224,"OKC"
"C","Frank Kaminsky",4200,"Cha@Por 10:00PM ET",16.883,"Cha"
"PG","Jose Calderon",4100,"Pho@NY 07:30PM ET",19.505,"NY"
"PG","Matthew Dellavedova",4100,"Cle@Det 07:30PM ET",20.378,"Cle"
"SG","Allen Crabbe",4100,"Cha@Por 10:00PM ET",18.415,"Por"
"SF","T.J. Warren",4100,"Pho@NY 07:30PM ET",18.560,"Pho"
"PF","Amar'e Stoudemire",4000,"Mia@Mil 08:00PM ET",10.458,"Mia"
"PG","Beno Udrih",4000,"Mia@Mil 08:00PM ET",10.934,"Mia"
"SF","Lance Thomas",4000,"Pho@NY 07:30PM ET",13.928,"NY"
"PF","Trevor Booker",4000,"Min@Uta 09:00PM ET",17.965,"Uta"
"SG","Langston Galloway",4000,"Pho@NY 07:30PM ET",17.839,"NY"
"SF","Stanley Johnson",4000,"Cle@Det 07:30PM ET",16.946,"Det"
"PG","J.J. Barea",3900,"Bkn@Dal 08:30PM ET",18.786,"Dal"
"SG","Raymond Felton",3900,"Bkn@Dal 08:30PM ET",20.112,"Dal"
"PF","Brandon Bass",3900,"LAL@LAC 10:30PM ET",15.688,"LAL"
"C","Roy Hibbert",3900,"LAL@LAC 10:30PM ET",19.292,"LAL"
"SF","Wesley Johnson",3900,"LAL@LAC 10:30PM ET",13.897,"LAC"
"PF","John Henson",3900,"Mia@Mil 08:00PM ET",17.048,"Mil"
"C","Meyers Leonard",3900,"Cha@Por 10:00PM ET",18.606,"Por"
"SF","P.J. Hairston",3900,"Cha@Por 10:00PM ET",12.517,"Cha"
"PF","Trey Lyles",3900,"Min@Uta 09:00PM ET",11.994,"Uta"
"SF","Paul Pierce",3800,"LAL@LAC 10:30PM ET",12.279,"LAC"
"SF","Corey Brewer",3800,"Hou@OKC 08:00PM ET",14.698,"Hou"
"PG","Brandon Jennings",3800,"Cle@Det 07:30PM ET",15.150,"Det"
"C","Salah Mejri",3800,"Bkn@Dal 08:30PM ET",10.275,"Dal"
"PG","Ty Lawson",3700,"Hou@OKC 08:00PM ET",16.396,"Hou"
"SG","Iman Shumpert",3700,"Cle@Det 07:30PM ET",15.705,"Cle"
"SG","Bojan Bogdanovic",3700,"Bkn@Dal 08:30PM ET",16.457,"Bkn"
"SF","Marcus Thornton",3600,"Hou@OKC 08:00PM ET",17.427,"Hou"
"PG","Cameron Payne",3600,"Hou@OKC 08:00PM ET",11.734,"OKC"
"PF","Dwight Powell",3500,"Bkn@Dal 08:30PM ET",15.875,"Dal"
"PG","Shane Larkin",3500,"Bkn@Dal 08:30PM ET",17.601,"Bkn"
"PG","Greivis Vasquez",3400,"Mia@Mil 08:00PM ET",17.047,"Mil"
"C","Cole Aldrich",3400,"LAL@LAC 10:30PM ET",14.146,"LAC"
"C","Timofey Mozgov",3400,"Cle@Det 07:30PM ET",13.927,"Cle"
"PF","David Lee",3300,"Orl@Bos 07:30PM ET",16.283,"Bos"
"SG","Kevin Martin",3300,"Min@Uta 09:00PM ET",16.707,"Min"
"C","Aron Baynes",3300,"Cle@Det 07:30PM ET",13.500,"Det"
"SG","Wayne Ellington",3300,"Bkn@Dal 08:30PM ET",11.917,"Bkn"
"PG","Troy Daniels",3300,"Cha@Por 10:00PM ET",8.552,"Cha"
"SG","Josh Richardson",3300,"Mia@Mil 08:00PM ET",6.012,"Mia"
"PG","Jason Terry",3200,"Hou@OKC 08:00PM ET",11.500,"Hou"
"PG","Devin Harris",3200,"Bkn@Dal 08:30PM ET",15.313,"Dal"
"PG","Mo Williams",3200,"Cle@Det 07:30PM ET",18.069,"Cle"
"PF","Channing Frye",3200,"Orl@Bos 07:30PM ET",13.282,"Orl"
"PF","Charlie Villanueva",3200,"Bkn@Dal 08:30PM ET",11.141,"Dal"
"SG","Nick Young",3200,"LAL@LAC 10:30PM ET",12.355,"LAL"
"C","JaVale McGee",3200,"Bkn@Dal 08:30PM ET",12.759,"Dal"
"PF","Nemanja Bjelica",3200,"Min@Uta 09:00PM ET",12.780,"Min"
"PG","Pablo Prigioni",3200,"LAL@LAC 10:30PM ET",9.740,"LAC"
"PF","Noah Vonleh",3200,"Cha@Por 10:00PM ET",10.798,"Por"
"C","Nick Collison",3100,"Hou@OKC 08:00PM ET",8.163,"OKC"
"SF","Tayshaun Prince",3100,"Min@Uta 09:00PM ET",8.319,"Min"
"PF","Anthony Tolliver",3100,"Cle@Det 07:30PM ET",12.617,"Det"
"PF","Jason Smith",3100,"Orl@Bos 07:30PM ET",11.801,"Orl"
"PF","Luc Richard Mbah a Moute",3100,"LAL@LAC 10:30PM ET",7.864,"LAC"
"C","Andrea Bargnani",3100,"Bkn@Dal 08:30PM ET",10.306,"Bkn"
"SG","Gerald Henderson",3100,"Cha@Por 10:00PM ET",12.257,"Por"
"SF","Kyle Singler",3100,"Hou@OKC 08:00PM ET",6.534,"OKC"
"C","Nikola Pekovic",3100,"Min@Uta 09:00PM ET",8.625,"Min"
"C","Jeff Withey",3100,"Min@Uta 09:00PM ET",13.919,"Uta"
"C","Tyler Zeller",3100,"Orl@Bos 07:30PM ET",8.167,"Bos"
"PF","Andrew Nicholson",3100,"Orl@Bos 07:30PM ET",13.031,"Orl"
"PF","Jonas Jerebko",3100,"Orl@Bos 07:30PM ET",9.435,"Bos"
"SF","Ryan Kelly",3100,"LAL@LAC 10:30PM ET",12.361,"LAL"
"SG","Andre Roberson",3100,"Hou@OKC 08:00PM ET",13.239,"OKC"
"PF","Kevin Seraphin",3100,"Pho@NY 07:30PM ET",9.958,"NY"
"SF","Anthony Brown",3100,"LAL@LAC 10:30PM ET",8.326,"LAL"
"PG","Jerian Grant",3100,"Pho@NY 07:30PM ET",11.872,"NY"
"PG","Shabazz Napier",3100,"Orl@Bos 07:30PM ET",9.368,"Orl"
"SG","Joe Ingles",3100,"Min@Uta 09:00PM ET",9.244,"Uta"
"SG","Austin Rivers",3100,"LAL@LAC 10:30PM ET",13.703,"LAC"
"PG","Raul Neto",3100,"Min@Uta 09:00PM ET",12.335,"Uta"
"PF","Kevin Garnett",3000,"Min@Uta 09:00PM ET",12.382,"Min"
"PG","Andre Miller",3000,"Min@Uta 09:00PM ET",8.638,"Min"
"SF","Metta World Peace",3000,"LAL@LAC 10:30PM ET",11.842,"LAL"
"SF","Richard Jefferson",3000,"Cle@Det 07:30PM ET",10.725,"Cle"
"PG","Steve Blake",3000,"Cle@Det 07:30PM ET",11.716,"Det"
"SG","James Jones",3000,"Cle@Det 07:30PM ET",6.449,"Cle"
"C","Chris Kaman",3000,"Cha@Por 10:00PM ET",4.531,"Por"
"PF","Louis Amundson",3000,"Pho@NY 07:30PM ET",6.132,"NY"
"C","Chris Andersen",3000,"Mia@Mil 08:00PM ET",5.250,"Mia"
"PG","Ronnie Price",3000,"Pho@NY 07:30PM ET",10.706,"Pho"
"SF","Steve Novak",3000,"Hou@OKC 08:00PM ET",3.250,"OKC"
"PG","C.J. Watson",3000,"Orl@Bos 07:30PM ET",13.875,"Orl"
"PF","Chris Copeland",3000,"Mia@Mil 08:00PM ET",3.696,"Mil"
"PF","Udonis Haslem",3000,"Mia@Mil 08:00PM ET",5.859,"Mia"
"SG","Sasha Vujacic",3000,"Pho@NY 07:30PM ET",8.306,"NY"
"C","Anderson Varejao",3000,"Cle@Det 07:30PM ET",7.306,"Cle"
"C","Sasha Kaun",3000,"Cle@Det 07:30PM ET",3.167,"Cle"
"PG","Brian Roberts",3000,"Cha@Por 10:00PM ET",7.587,"Cha"
"SG","Anthony Morrow",3000,"Hou@OKC 08:00PM ET",9.244,"OKC"
"PF","Joel Anthony",3000,"Cle@Det 07:30PM ET",3.292,"Det"
"PF","Jeff Ayres",3000,"LAL@LAC 10:30PM ET",4.750,"LAC"
"PF","Tyler Hansbrough",3000,"Cha@Por 10:00PM ET",6.125,"Cha"
"PF","Josh McRoberts",3000,"Mia@Mil 08:00PM ET",10.638,"Mia"
"PG","D.J. Augustin",3000,"Hou@OKC 08:00PM ET",9.227,"OKC"
"SG","Jodie Meeks",3000,"Cle@Det 07:30PM ET",2.000,"Det"
"SG","Sonny Weems",3000,"Pho@NY 07:30PM ET",6.410,"Pho"
"SF","Jeremy Evans",3000,"Bkn@Dal 08:30PM ET",6.046,"Dal"
"C","Robert Sacre",3000,"LAL@LAC 10:30PM ET",8.317,"LAL"
"SF","Chris Johnson",3000,"Min@Uta 09:00PM ET",7.979,"Uta"
"C","Miles Plumlee",3000,"Mia@Mil 08:00PM ET",6.611,"Mil"
"PF","Willie Reed",3000,"Bkn@Dal 08:30PM ET",8.942,"Bkn"
"PF","Kyle O'Quinn",3000,"Pho@NY 07:30PM ET",12.895,"NY"
"PG","Lorenzo Brown",3000,"Pho@NY 07:30PM ET",6.156,"Pho"
"SG","C.J. Wilcox",3000,"LAL@LAC 10:30PM ET",1.650,"LAC"
"SG","John Jenkins",3000,"Bkn@Dal 08:30PM ET",5.113,"Dal"
"PG","Erick Green",3000,"Min@Uta 09:00PM ET",2.063,"Uta"
"SF","Lance Stephenson",3000,"LAL@LAC 10:30PM ET",10.014,"LAC"
"PF","Cory Jefferson",3000,"Pho@NY 07:30PM ET",7.333,"Pho"
"PF","Thomas Robinson",3000,"Bkn@Dal 08:30PM ET",9.431,"Bkn"
"SG","Jared Cunningham",3000,"Cle@Det 07:30PM ET",5.479,"Cle"
"PG","Tim Frazier",3000,"Cha@Por 10:00PM ET",5.395,"Por"
"C","Tibor Pleiss",3000,"Min@Uta 09:00PM ET",3.979,"Uta"
"C","Tarik Black",3000,"LAL@LAC 10:30PM ET",9.667,"LAL"
"SF","Josh Huestis",3000,"Hou@OKC 08:00PM ET",0,"OKC"
"SF","Reggie Bullock",3000,"Cle@Det 07:30PM ET",1.294,"Det"
"SG","Markel Brown",3000,"Bkn@Dal 08:30PM ET",6.389,"Bkn"
"SF","Devyn Marble",3000,"Orl@Bos 07:30PM ET",0.906,"Orl"
"PF","Adreian Payne",3000,"Min@Uta 09:00PM ET",6.925,"Min"
"PG","Keith Appling",3000,"Orl@Bos 07:30PM ET",4.125,"Orl"
"PG","Marcelo Huertas",3000,"LAL@LAC 10:30PM ET",8.661,"LAL"
"PF","Donatas Motiejunas",3000,"Hou@OKC 08:00PM ET",10.250,"Hou"
"SF","Pat Connaughton",3000,"Cha@Por 10:00PM ET",1.816,"Por"
"SG","Darrun Hilliard",3000,"Cle@Det 07:30PM ET",4.161,"Det"
"PG","Spencer Dinwiddie",3000,"Cle@Det 07:30PM ET",8.083,"Det"
"SF","Michael Kidd-Gilchrist",3000,"Cha@Por 10:00PM ET",0,"Cha"
"PF","Johnny O'Bryant",3000,"Mia@Mil 08:00PM ET",8.875,"Mil"
"SF","K.J. McDaniels",3000,"Hou@OKC 08:00PM ET",3.450,"Hou"
"C","Dewayne Dedmon",3000,"Orl@Bos 07:30PM ET",9.824,"Orl"
"SF","Branden Dawson",3000,"LAL@LAC 10:30PM ET",3.875,"LAC"
"SF","Maurice Harkless",3000,"Cha@Por 10:00PM ET",11.415,"Por"
"PF","Jarnell Stokes",3000,"Mia@Mil 08:00PM ET",1.938,"Mia"
"SF","Sergey Karasev",3000,"Bkn@Dal 08:30PM ET",2.726,"Bkn"
"SF","Sam Dekker",3000,"Hou@OKC 08:00PM ET",1.083,"Hou"
"SG","R.J. Hunter",3000,"Orl@Bos 07:30PM ET",6.576,"Bos"
"SF","Justin Anderson",3000,"Bkn@Dal 08:30PM ET",5.038,"Dal"
"PF","Montrezl Harrell",3000,"Hou@OKC 08:00PM ET",6.860,"Hou"
"PF","Mitch McGary",3000,"Hou@OKC 08:00PM ET",2.788,"OKC"
"SF","Cleanthony Early",3000,"Pho@NY 07:30PM ET",1.500,"NY"
"PF","Jordan Mickey",3000,"Orl@Bos 07:30PM ET",4.750,"Bos"
"PG","Terry Rozier",3000,"Orl@Bos 07:30PM ET",3.681,"Bos"
"PG","Tyler Ennis",3000,"Mia@Mil 08:00PM ET",5.750,"Mil"
"SG","James Young",3000,"Orl@Bos 07:30PM ET",4.028,"Bos"
"PG","Aaron Harrison",3000,"Cha@Por 10:00PM ET",1.875,"Cha"
"PG","Danté Exum",3000,"Min@Uta 09:00PM ET",0,"Uta"
"SF","Damien Inglis",3000,"Mia@Mil 08:00PM ET",3.094,"Mil"
"SF","Damjan Rudez",3000,"Min@Uta 09:00PM ET",3.603,"Min"
"SG","Mario Hezonja",3000,"Orl@Bos 07:30PM ET",8.549,"Orl"
"PG","Tyus Jones",3000,"Min@Uta 09:00PM ET",8.194,"Min"
"PF","Cliff Alexander",3000,"Cha@Por 10:00PM ET",3.286,"Por"
"SG","Rashad Vaughn",3000,"Mia@Mil 08:00PM ET",5.256,"Mil"
"PF","Chris McCullough",3000,"Bkn@Dal 08:30PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Cha@Por 10:00PM ET",2.357,"Por"
