PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SG,Anthony Morrow (6161931),Anthony Morrow,6161931,3000,OKC@Pho 09:00PM ET,OKC,
,,,,,,,,,PF,Joel Anthony (6162127),Joel Anthony,6162127,3000,Tor@Det 07:30PM ET,Det,
,,,,,,,,,PF,Jeff Ayres (6162120),Jeff Ayres,6162120,3000,LAC@Phi 07:00PM ET,LAC,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6162121),Luc Richard Mbah a Moute,6162121,3000,LAC@Phi 07:00PM ET,LAC,
,,,,,,,,,PF,Tyler Hansbrough (6162135),Tyler Hansbrough,6162135,3000,Chi@Cha 07:00PM ET,Cha,
,,,,,,,,,PG,D.J. Augustin (6161832),D.J. Augustin,6161832,3000,OKC@Pho 09:00PM ET,OKC,
,,,,,,,,,PF,Brandan Wright (6162101),Brandan Wright,6162101,3000,Por@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Chase Budinger (6162015),Chase Budinger,6162015,3000,LAL@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Quincy Pondexter (6161992),Quincy Pondexter,6161992,3000,NO@Min 08:00PM ET,NO,
,,,,,,,,,SG,Jodie Meeks (6161925),Jodie Meeks,6161925,3000,Tor@Det 07:30PM ET,Det,
,,,,,,,,,SG,Sonny Weems (6161932),Sonny Weems,6161932,3000,OKC@Pho 09:00PM ET,Pho,
,,,,,,,,,C,Tiago Splitter (6162231),Tiago Splitter,6162231,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,Justin Holiday (6161943),Justin Holiday,6161943,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,James Anderson (6161895),James Anderson,6161895,3000,Sac@Cle 07:00PM ET,Sac,
,,,,,,,,,PF,J.J. Hickson (6162109),J.J. Hickson,6162109,3000,Den@Bkn 07:30PM ET,Den,
,,,,,,,,,C,Robert Sacre (6162203),Robert Sacre,6162203,3000,LAL@Ind 07:00PM ET,LAL,
,,,,,,,,,PF,JaMychal Green (6162102),JaMychal Green,6162102,3000,Por@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Luke Babbitt (6161993),Luke Babbitt,6161993,3000,NO@Min 08:00PM ET,NO,
,,,,,,,,,PF,Andrew Nicholson (6162144),Andrew Nicholson,6162144,3000,Orl@Atl 08:00PM ET,Orl,
,,,,,,,,,PG,Seth Curry (6161801),Seth Curry,6161801,3000,Sac@Cle 07:00PM ET,Sac,
,,,,,,,,,PF,Quincy Acy (6162096),Quincy Acy,6162096,3000,Sac@Cle 07:00PM ET,Sac,
,,,,,,,,,PF,Willie Reed (6162111),Willie Reed,6162111,3000,Den@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Shelvin Mack (6161846),Shelvin Mack,6161846,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,Lamar Patterson (6161944),Lamar Patterson,6161944,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,C,Shayne Whittington (6162205),Shayne Whittington,6162205,3000,LAL@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,C.J. Wilcox (6161921),C.J. Wilcox,6161921,3000,LAC@Phi 07:00PM ET,LAC,
,,,,,,,,,PF,Thomas Robinson (6162112),Thomas Robinson,6162112,3000,Den@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Jared Cunningham (6161897),Jared Cunningham,6161897,3000,Sac@Cle 07:00PM ET,Cle,
,,,,,,,,,PG,Tim Frazier (6161807),Tim Frazier,6161807,3000,Por@Mem 08:00PM ET,Por,
,,,,,,,,,C,Mike Muscala (6162233),Mike Muscala,6162233,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,PF,Cameron Bairstow (6162137),Cameron Bairstow,6162137,3000,Chi@Cha 07:00PM ET,Chi,
,,,,,,,,,SF,Duje Dukan (6162001),Duje Dukan,6162001,3000,Sac@Cle 07:00PM ET,Sac,
,,,,,,,,,SF,Josh Huestis (6162040),Josh Huestis,6162040,3000,OKC@Pho 09:00PM ET,OKC,
,,,,,,,,,PG,Kendall Marshall (6161822),Kendall Marshall,6161822,3000,LAC@Phi 07:00PM ET,Phi,
,,,,,,,,,SF,Reggie Bullock (6162031),Reggie Bullock,6162031,3000,Tor@Det 07:30PM ET,Det,
,,,,,,,,,PG,Shabazz Napier (6161847),Shabazz Napier,6161847,3000,Orl@Atl 08:00PM ET,Orl,
,,,,,,,,,PF,Eric Moreland (6162099),Eric Moreland,6162099,3000,Sac@Cle 07:00PM ET,Sac,
,,,,,,,,,SF,Devyn Marble (6162052),Devyn Marble,6162052,3000,Orl@Atl 08:00PM ET,Orl,
,,,,,,,,,PF,Adreian Payne (6162093),Adreian Payne,6162093,3000,NO@Min 08:00PM ET,Min,
,,,,,,,,,PG,Keith Appling (6161848),Keith Appling,6161848,3000,Orl@Atl 08:00PM ET,Orl,
,,,,,,,,,PG,Marcelo Huertas (6161816),Marcelo Huertas,6161816,3000,LAL@Ind 07:00PM ET,LAL,
,,,,,,,,,SG,Austin Rivers (6161923),Austin Rivers,6161923,3000,LAC@Phi 07:00PM ET,LAC,
,,,,,,,,,SF,Pat Connaughton (6162006),Pat Connaughton,6162006,3000,Por@Mem 08:00PM ET,Por,
,,,,,,,,,SG,Darrun Hilliard (6161928),Darrun Hilliard,6161928,3000,Tor@Det 07:30PM ET,Det,
,,,,,,,,,SG,James Ennis (6161904),James Ennis,6161904,3000,Por@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Spencer Dinwiddie (6161829),Spencer Dinwiddie,6161829,3000,Tor@Det 07:30PM ET,Det,
,,,,,,,,,C,Dewayne Dedmon (6162234),Dewayne Dedmon,6162234,3000,Orl@Atl 08:00PM ET,Orl,
,,,,,,,,,SF,Branden Dawson (6162025),Branden Dawson,6162025,3000,LAC@Phi 07:00PM ET,LAC,
,,,,,,,,,PF,Rakeem Christmas (6162117),Rakeem Christmas,6162117,3000,LAL@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Jakarr Sampson (6162026),Jakarr Sampson,6162026,3000,LAC@Phi 07:00PM ET,Phi,
,,,,,,,,,SG,Norman Powell (6161930),Norman Powell,6161930,3000,Tor@Det 07:30PM ET,Tor,
,,,,,,,,,C,Lucas Nogueira (6162217),Lucas Nogueira,6162217,3000,Tor@Det 07:30PM ET,Tor,
,,,,,,,,,SF,Sergey Karasev (6162012),Sergey Karasev,6162012,3000,Den@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Jordan Adams (6161905),Jordan Adams,6161905,3000,Por@Mem 08:00PM ET,Mem,
,,,,,,,,,SF,Glenn Robinson III (6162020),Glenn Robinson III,6162020,3000,LAL@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Mitch McGary (6162133),Mitch McGary,6162133,3000,OKC@Pho 09:00PM ET,OKC,
,,,,,,,,,SF,Anthony Bennett (6162032),Anthony Bennett,6162032,3000,Tor@Det 07:30PM ET,Tor,
,,,,,,,,,PG,Delon Wright (6161830),Delon Wright,6161830,3000,Tor@Det 07:30PM ET,Tor,
,,,,,,,,,PF,Jarell Martin (6162104),Jarell Martin,6162104,3000,Por@Mem 08:00PM ET,Mem,
,,,,,,,,,PG,Aaron Harrison (6161843),Aaron Harrison,6161843,3000,Chi@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Joel Embiid (6162211),Joel Embiid,6162211,3000,LAC@Phi 07:00PM ET,Phi,
,,,,,,,,,SF,Bruno Caboclo (6162033),Bruno Caboclo,6162033,3000,Tor@Det 07:30PM ET,Tor,
,,,,,,,,,C,Walter Tavares (6162235),Walter Tavares,6162235,3000,Orl@Atl 08:00PM ET,Atl,
,,,,,,,,,SF,Damjan Rudez (6161995),Damjan Rudez,6161995,3000,NO@Min 08:00PM ET,Min,
,,,,,,,,,C,Cristiano Felicio (6162229),Cristiano Felicio,6162229,3000,Chi@Cha 07:00PM ET,Chi,
,,,,,,,,,PG,Tyus Jones (6161797),Tyus Jones,6161797,3000,NO@Min 08:00PM ET,Min,
,,,,,,,,,PF,Cliff Alexander (6162106),Cliff Alexander,6162106,3000,Por@Mem 08:00PM ET,Por,
,,,,,,,,,PF,Chris McCullough (6162113),Chris McCullough,6162113,3000,Den@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SF,Luis Montero (6162008),Luis Montero,6162008,3000,Por@Mem 08:00PM ET,Por,
