"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Nick Young",3200,"Dal@LAL 10:30PM ET",11.938,"LAL"
"PF","Jason Smith",3200,"Orl@Mil 08:00PM ET",11.829,"Orl"
"C","JaVale McGee",3200,"Dal@LAL 10:30PM ET",13.100,"Dal"
"PF","Quincy Acy",3200,"Sac@Por 10:00PM ET",8.727,"Sac"
"SG","Gerald Henderson",3100,"Sac@Por 10:00PM ET",11.899,"Por"
"PF","Andrew Nicholson",3100,"Orl@Mil 08:00PM ET",13.031,"Orl"
"SF","Ryan Kelly",3100,"Dal@LAL 10:30PM ET",12.515,"LAL"
"SF","Anthony Brown",3100,"Dal@LAL 10:30PM ET",8.214,"LAL"
"PG","Shabazz Napier",3100,"Orl@Mil 08:00PM ET",9.203,"Orl"
"PF","Noah Vonleh",3100,"Sac@Por 10:00PM ET",10.538,"Por"
"SF","Metta World Peace",3000,"Dal@LAL 10:30PM ET",11.842,"LAL"
"C","Chris Kaman",3000,"Sac@Por 10:00PM ET",4.964,"Por"
"SF","Caron Butler",3000,"Sac@Por 10:00PM ET",5.175,"Sac"
"PG","C.J. Watson",3000,"Orl@Mil 08:00PM ET",13.875,"Orl"
"PF","Chris Copeland",3000,"Orl@Mil 08:00PM ET",3.727,"Mil"
"PF","Charlie Villanueva",3000,"Dal@LAL 10:30PM ET",10.974,"Dal"
"SF","Jeremy Evans",3000,"Dal@LAL 10:30PM ET",5.875,"Dal"
"SG","James Anderson",3000,"Sac@Por 10:00PM ET",4.652,"Sac"
"C","Robert Sacre",3000,"Dal@LAL 10:30PM ET",8.317,"LAL"
"PG","Seth Curry",3000,"Sac@Por 10:00PM ET",6.432,"Sac"
"C","Miles Plumlee",3000,"Orl@Mil 08:00PM ET",6.029,"Mil"
"SG","John Jenkins",3000,"Dal@LAL 10:30PM ET",5.382,"Dal"
"PG","Tim Frazier",3000,"Sac@Por 10:00PM ET",5.483,"Por"
"C","Tarik Black",3000,"Dal@LAL 10:30PM ET",10.365,"LAL"
"SF","Duje Dukan",3000,"Sac@Por 10:00PM ET",0,"Sac"
"PF","Eric Moreland",3000,"Sac@Por 10:00PM ET",3.900,"Sac"
"SF","Devyn Marble",3000,"Orl@Mil 08:00PM ET",0.906,"Orl"
"PG","Keith Appling",3000,"Orl@Mil 08:00PM ET",4.125,"Orl"
"PG","Marcelo Huertas",3000,"Dal@LAL 10:30PM ET",8.722,"LAL"
"SF","Pat Connaughton",3000,"Sac@Por 10:00PM ET",1.736,"Por"
"PF","Johnny O'Bryant",3000,"Orl@Mil 08:00PM ET",8.994,"Mil"
"C","Dewayne Dedmon",3000,"Orl@Mil 08:00PM ET",9.824,"Orl"
"SF","Maurice Harkless",3000,"Sac@Por 10:00PM ET",11.636,"Por"
"SF","Justin Anderson",3000,"Dal@LAL 10:30PM ET",4.917,"Dal"
"PG","Tyler Ennis",3000,"Orl@Mil 08:00PM ET",5.775,"Mil"
"SF","Damien Inglis",3000,"Orl@Mil 08:00PM ET",3.094,"Mil"
"SG","Mario Hezonja",3000,"Orl@Mil 08:00PM ET",8.444,"Orl"
"PF","Cliff Alexander",3000,"Sac@Por 10:00PM ET",3.286,"Por"
"SG","Rashad Vaughn",3000,"Orl@Mil 08:00PM ET",5.428,"Mil"
"SF","Luis Montero",3000,"Sac@Por 10:00PM ET",2.357,"Por"
