PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Shaun Livingston (6302774),Shaun Livingston,6302774,3900,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PG,J.J. Barea (6302781),J.J. Barea,6302781,3800,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Festus Ezeli (6303035),Festus Ezeli,6303035,3600,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PG,Brandon Jennings (6302776),Brandon Jennings,6302776,3500,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Paul Pierce (6302906),Paul Pierce,6302906,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,C,Marreese Speights (6303034),Marreese Speights,6303034,3100,Orl@GS 10:30PM ET,GS,
,,,,,,,,,C,Cole Aldrich (6303041),Cole Aldrich,6303041,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SG,Austin Rivers (6302846),Austin Rivers,6302846,3100,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PG,Devin Harris (6302779),Devin Harris,6302779,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,C.J. Watson (6302772),C.J. Watson,6302772,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PG,Leandro Barbosa (6302773),Leandro Barbosa,6302773,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Charlie Villanueva (6302980),Charlie Villanueva,6302980,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Anderson Varejao (6303033),Anderson Varejao,6303033,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,PF,Jason Smith (6302971),Jason Smith,6302971,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,PF,Luc Richard Mbah a Moute (6302981),Luc Richard Mbah a Moute,6302981,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,SG,Brandon Rush (6302835),Brandon Rush,6302835,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SF,Alex Stepheson (6302909),Alex Stepheson,6302909,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,C,JaVale McGee (6303039),JaVale McGee,6303039,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Jeremy Evans (6302910),Jeremy Evans,6302910,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Andrew Nicholson (6302973),Andrew Nicholson,6302973,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SG,Ian Clark (6302837),Ian Clark,6302837,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SG,C.J. Wilcox (6302845),C.J. Wilcox,6302845,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,Dwight Powell (6302983),Dwight Powell,6302983,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Pablo Prigioni (6302783),Pablo Prigioni,6302783,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PG,Shabazz Napier (6302777),Shabazz Napier,6302777,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Devyn Marble (6302905),Devyn Marble,6302905,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,C,Salah Mejri (6303042),Salah Mejri,6303042,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Dewayne Dedmon (6303037),Dewayne Dedmon,6303037,3000,Orl@GS 10:30PM ET,Orl,
,,,,,,,,,SF,Branden Dawson (6302912),Branden Dawson,6302912,3000,LAC@Dal 08:30PM ET,LAC,
,,,,,,,,,PF,James Michael McAdoo (6302975),James Michael McAdoo,6302975,3000,Orl@GS 10:30PM ET,GS,
,,,,,,,,,SF,Justin Anderson (6302913),Justin Anderson,6302913,3000,LAC@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Kevon Looney (6302977),Kevon Looney,6302977,3000,Orl@GS 10:30PM ET,GS,
