C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RW,David Pastrnak (6215630),David Pastrnak,6215630,4100,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Patrick Eaves (6215624),Patrick Eaves,6215624,4000,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Ryan Ellis (6215655),Ryan Ellis,6215655,4000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Mattias Ekholm (6215662),Mattias Ekholm,6215662,4000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Jason Demers (6215668),Jason Demers,6215668,3900,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,RW,Jimmy Hayes (6215626),Jimmy Hayes,6215626,3800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Mike Ribeiro (6215531),Mike Ribeiro,6215531,3700,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Ales Hemsky (6215623),Ales Hemsky,6215623,3700,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Dennis Seidenberg (6215664),Dennis Seidenberg,6215664,3600,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Cody Eakin (6215548),Cody Eakin,6215548,3600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Mattias Janmark (6215554),Mattias Janmark,6215554,3600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Mike Fisher (6215532),Mike Fisher,6215532,3500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Johnny Oduya (6215666),Johnny Oduya,6215666,3500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,RW,Brett Connolly (6215627),Brett Connolly,6215627,3400,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Valeri Nichushkin (6215629),Valeri Nichushkin,6215629,3400,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Vincent Lecavalier (6215530),Vincent Lecavalier,6215530,3300,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Kevan Miller (6215673),Kevan Miller,6215673,3300,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Tanner Pearson (6215591),Tanner Pearson,6215591,3300,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Trevor Lewis (6215537),Trevor Lewis,6215537,3200,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Calle Jarnkrok (6215540),Calle Jarnkrok,6215540,3200,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Colin Wilson (6215585),Colin Wilson,6215585,3100,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Dwight King (6215586),Dwight King,6215586,3100,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Zach Trotman (6215672),Zach Trotman,6215672,3000,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Luke Schenn (6215653),Luke Schenn,6215653,2900,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,LW,Viktor Arvidsson (6215592),Viktor Arvidsson,6215592,2900,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Adam McQuaid (6215665),Adam McQuaid,6215665,2800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Antoine Roussel (6215599),Antoine Roussel,6215599,2800,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Patrik Nemeth (6215670),Patrik Nemeth,6215670,2700,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Brayden McNabb (6215661),Brayden McNabb,6215661,2700,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Colton Sceviour (6215547),Colton Sceviour,6215547,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Jordie Benn (6215669),Jordie Benn,6215669,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,RW,Gabriel Bourque (6215619),Gabriel Bourque,6215619,2600,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Joe Morrow (6215675),Joe Morrow,6215675,2600,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Radek Faksa (6215552),Radek Faksa,6215552,2600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Barret Jackman (6215648),Barret Jackman,6215648,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Eric Nystrom (6215582),Eric Nystrom,6215582,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Vernon Fiddler (6215542),Vernon Fiddler,6215542,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,LW,Travis Moen (6215594),Travis Moen,6215594,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Paul Gaustad (6215533),Paul Gaustad,6215533,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Matt Greene (6215649),Matt Greene,6215649,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Max Talbot (6215545),Max Talbot,6215545,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Cody Bass (6215536),Cody Bass,6215536,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Jamie McBain (6215654),Jamie McBain,6215654,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,LW,Zac Rinaldo (6215598),Zac Rinaldo,6215598,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,Kyle Clifford (6215587),Kyle Clifford,6215587,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Landon Ferraro (6215549),Landon Ferraro,6215549,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Jordan Nolan (6215538),Jordan Nolan,6215538,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,LW,Austin Watson (6215588),Austin Watson,6215588,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Petter Granberg (6215658),Petter Granberg,6215658,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Kevin Gravel (6215659),Kevin Gravel,6215659,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Anthony Bitetto (6215660),Anthony Bitetto,6215660,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Tyler Randell (6215628),Tyler Randell,6215628,2500,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Jamie Oleksiak (6215674),Jamie Oleksiak,6215674,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,RW,Miikka Salomaki (6215622),Miikka Salomaki,6215622,2500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Andy Andreoff (6215589),Andy Andreoff,6215589,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Nick Shore (6215541),Nick Shore,6215541,2500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Jyrki Jokipakka (6215676),Jyrki Jokipakka,6215676,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Devin Shore (6215553),Devin Shore,6215553,2500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,LW,Joonas Kemppainen (6215600),Joonas Kemppainen,6215600,2500,Bos@Dal 08:00PM ET,Bos,
