PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Russell Westbrook (6282587),Russell Westbrook,6282587,11200,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PG,Stephen Curry (6282588),Stephen Curry,6282588,10800,OKC@GS 10:30PM ET,GS,
,,,,,,,,,PF,DeMarcus Cousins (6282666),DeMarcus Cousins,6282666,10700,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SF,Kevin Durant (6282633),Kevin Durant,6282633,10300,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PF,Draymond Green (6282658),Draymond Green,6282658,8900,OKC@GS 10:30PM ET,GS,
,,,,,,,,,PG,Rajon Rondo (6282593),Rajon Rondo,6282593,8200,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SG,Klay Thompson (6282609),Klay Thompson,6282609,7900,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SF,Chandler Parsons (6282640),Chandler Parsons,6282640,6800,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Rudy Gay (6282638),Rudy Gay,6282638,6500,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,PF,Dirk Nowitzki (6282662),Dirk Nowitzki,6282662,6200,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Serge Ibaka (6282657),Serge Ibaka,6282657,5900,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PG,Deron Williams (6282591),Deron Williams,6282591,5800,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Darren Collison (6282594),Darren Collison,6282594,5500,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,C,Zaza Pachulia (6282686),Zaza Pachulia,6282686,5400,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Harrison Barnes (6282636),Harrison Barnes,6282636,5000,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SG,Wesley Matthews (6282614),Wesley Matthews,6282614,4900,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Enes Kanter (6282684),Enes Kanter,6282684,4800,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,C,Andrew Bogut (6282680),Andrew Bogut,6282680,4700,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SF,Omri Casspi (6282641),Omri Casspi,6282641,4700,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SG,Raymond Felton (6282613),Raymond Felton,6282613,4500,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,David Lee (6282663),David Lee,6282663,4300,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Andre Iguodala (6282632),Andre Iguodala,6282632,4200,OKC@GS 10:30PM ET,GS,
,,,,,,,,,C,Steven Adams (6282685),Steven Adams,6282685,4200,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,SG,Dion Waiters (6282612),Dion Waiters,6282612,4100,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PG,Shaun Livingston (6282586),Shaun Livingston,6282586,4000,OKC@GS 10:30PM ET,GS,
,,,,,,,,,PG,J.J. Barea (6282592),J.J. Barea,6282592,3900,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Festus Ezeli (6282683),Festus Ezeli,6282683,3700,OKC@GS 10:30PM ET,GS,
,,,,,,,,,C,Willie Cauley-Stein (6282690),Willie Cauley-Stein,6282690,3700,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SG,Marco Belinelli (6282615),Marco Belinelli,6282615,3600,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,PF,Quincy Acy (6282665),Quincy Acy,6282665,3200,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,PG,Cameron Payne (6282589),Cameron Payne,6282589,3200,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PG,Devin Harris (6282590),Devin Harris,6282590,3100,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Randy Foye (6282584),Randy Foye,6282584,3100,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PG,Leandro Barbosa (6282585),Leandro Barbosa,6282585,3100,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SG,Brandon Rush (6282608),Brandon Rush,6282608,3100,OKC@GS 10:30PM ET,GS,
,,,,,,,,,C,Marreese Speights (6282682),Marreese Speights,6282682,3100,OKC@GS 10:30PM ET,GS,
