PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SG,Andre Roberson (6282611),Andre Roberson,6282611,3100,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,SG,Ben McLemore (6282617),Ben McLemore,6282617,3100,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,C,Nick Collison (6282679),Nick Collison,6282679,3000,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,SF,Caron Butler (6282637),Caron Butler,6282637,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,PF,Charlie Villanueva (6282664),Charlie Villanueva,6282664,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Anderson Varejao (6282681),Anderson Varejao,6282681,3000,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SG,Anthony Morrow (6282607),Anthony Morrow,6282607,3000,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,C,JaVale McGee (6282687),JaVale McGee,6282687,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Jeremy Evans (6282639),Jeremy Evans,6282639,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,C,Kosta Koufos (6282688),Kosta Koufos,6282688,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SF,Kyle Singler (6282634),Kyle Singler,6282634,3000,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,SG,James Anderson (6282616),James Anderson,6282616,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,PG,Seth Curry (6282595),Seth Curry,6282595,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SG,Ian Clark (6282610),Ian Clark,6282610,3000,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SF,Duje Dukan (6282642),Duje Dukan,6282642,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,SF,Josh Huestis (6282635),Josh Huestis,6282635,3000,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PF,Dwight Powell (6282667),Dwight Powell,6282667,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Eric Moreland (6282668),Eric Moreland,6282668,3000,Sac@Dal 08:30PM ET,Sac,
,,,,,,,,,C,Salah Mejri (6282689),Salah Mejri,6282689,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,James Michael McAdoo (6282659),James Michael McAdoo,6282659,3000,OKC@GS 10:30PM ET,GS,
,,,,,,,,,SF,Justin Anderson (6282643),Justin Anderson,6282643,3000,Sac@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Mitch McGary (6282660),Mitch McGary,6282660,3000,OKC@GS 10:30PM ET,OKC,
,,,,,,,,,PF,Kevon Looney (6282661),Kevon Looney,6282661,3000,OKC@GS 10:30PM ET,GS,
