PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Aaron Brooks (6149398),Aaron Brooks,6149398,3500,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,C,Jusuf Nurkic (6149472),Jusuf Nurkic,6149472,3500,Chi@Den 09:00PM ET,Den,
,,,,,,,,,PG,Devin Harris (6149410),Devin Harris,6149410,3400,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,PG,Randy Foye (6149397),Randy Foye,6149397,3400,Chi@Den 09:00PM ET,Den,
,,,,,,,,,PG,Greivis Vasquez (6149401),Greivis Vasquez,6149401,3400,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,SF,Tony Snell (6149436),Tony Snell,6149436,3400,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,PG,Raul Neto (6149406),Raul Neto,6149406,3400,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Doug McDermott (6149437),Doug McDermott,6149437,3300,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,SF,Kyle Anderson (6149446),Kyle Anderson,6149446,3200,SA@Dal 09:30PM ET,SA,
,,,,,,,,,C,JaVale McGee (6149482),JaVale McGee,6149482,3100,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,SF,Chris Johnson (6149438),Chris Johnson,6149438,3100,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Miles Plumlee (6149476),Miles Plumlee,6149476,3100,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,PF,Dwight Powell (6149468),Dwight Powell,6149468,3100,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,SG,Joe Ingles (6149424),Joe Ingles,6149424,3100,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Jonathon Simmons (6149445),Jonathon Simmons,6149445,3100,SA@Dal 09:30PM ET,SA,
,,,,,,,,,SF,Justin Anderson (6149447),Justin Anderson,6149447,3100,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,C,Joffrey Lauvergne (6149471),Joffrey Lauvergne,6149471,3100,Chi@Den 09:00PM ET,Den,
,,,,,,,,,PF,Trey Lyles (6149461),Trey Lyles,6149461,3100,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Mike Miller (6149415),Mike Miller,6149415,3000,Chi@Den 09:00PM ET,Den,
,,,,,,,,,PF,Matt Bonner (6149463),Matt Bonner,6149463,3000,SA@Dal 09:30PM ET,SA,
,,,,,,,,,SG,Rasual Butler (6149428),Rasual Butler,6149428,3000,SA@Dal 09:30PM ET,SA,
,,,,,,,,,SF,Mike Dunleavy (6149433),Mike Dunleavy,6149433,3000,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,PF,Chris Copeland (6149455),Chris Copeland,6149455,3000,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,PF,Charlie Villanueva (6149466),Charlie Villanueva,6149466,3000,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,SF,Jeremy Evans (6149442),Jeremy Evans,6149442,3000,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,PF,J.J. Hickson (6149450),J.J. Hickson,6149450,3000,Chi@Den 09:00PM ET,Den,
,,,,,,,,,C,Jeff Withey (6149475),Jeff Withey,6149475,3000,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,John Jenkins (6149432),John Jenkins,6149432,3000,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,PG,Erick Green (6149403),Erick Green,6149403,3000,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Sean Kilpatrick (6149418),Sean Kilpatrick,6149418,3000,Chi@Den 09:00PM ET,Den,
,,,,,,,,,C,Tibor Pleiss (6149478),Tibor Pleiss,6149478,3000,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Cameron Bairstow (6149452),Cameron Bairstow,6149452,3000,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,C,Salah Mejri (6149484),Salah Mejri,6149484,3000,SA@Dal 09:30PM ET,Dal,
,,,,,,,,,PG,Ray McCallum (6149414),Ray McCallum,6149414,3000,SA@Dal 09:30PM ET,SA,
,,,,,,,,,PF,Johnny O'Bryant (6149459),Johnny O'Bryant,6149459,3000,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,PG,Tyler Ennis (6149407),Tyler Ennis,6149407,3000,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,PG,Danté Exum (6149408),Danté Exum,6149408,3000,Mil@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Damien Inglis (6149441),Damien Inglis,6149441,3000,Mil@Uta 09:00PM ET,Mil,
,,,,,,,,,C,Cristiano Felicio (6149474),Cristiano Felicio,6149474,3000,Chi@Den 09:00PM ET,Chi,
,,,,,,,,,SG,Rashad Vaughn (6149426),Rashad Vaughn,6149426,3000,Mil@Uta 09:00PM ET,Mil,
