PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Jarrett Jack (6126178),Jarrett Jack,6126178,6300,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PF,Thaddeus Young (6126349),Thaddeus Young,6126349,6300,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Mike Conley (6126167),Mike Conley,6126167,6200,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,C,Jonas Valanciunas (6126416),Jonas Valanciunas,6126416,6200,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,SG,Bradley Beal (6126278),Bradley Beal,6126278,6200,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SF,Tobias Harris (6126287),Tobias Harris,6126287,6100,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PG,Derrick Rose (6126197),Derrick Rose,6126197,6000,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SG,Rodney Hood (6126256),Rodney Hood,6126256,6000,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Otto Porter (6126331),Otto Porter,6126331,6000,Was@OKC 08:00PM ET,Was,
,,,,,,,,,PG,Deron Williams (6126209),Deron Williams,6126209,5900,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PF,Kenneth Faried (6126375),Kenneth Faried,6126375,5900,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PF,Zach Randolph (6126333),Zach Randolph,6126333,5800,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,C,Zaza Pachulia (6126422),Zaza Pachulia,6126422,5800,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SG,Kentavious Caldwell-Pope (6126237),Kentavious Caldwell-Pope,6126237,5800,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,C,Myles Turner (6126409),Myles Turner,6126409,5800,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Norris Cole (6126168),Norris Cole,6126168,5700,Mem@NO 08:00PM ET,NO,
,,,,,,,,,SG,Will Barton (6126261),Will Barton,6126261,5700,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PG,Elfrid Payton (6126176),Elfrid Payton,6126176,5700,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PF,Taj Gibson (6126364),Taj Gibson,6126364,5600,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,PF,Serge Ibaka (6126384),Serge Ibaka,6126384,5600,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Ersan Ilyasova (6126348),Ersan Ilyasova,6126348,5500,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SF,Wilson Chandler (6126316),Wilson Chandler,6126316,5500,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PG,Jeff Teague (6126211),Jeff Teague,6126211,5500,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SF,Omri Casspi (6126299),Omri Casspi,6126299,5500,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Emmanuel Mudiay (6126207),Emmanuel Mudiay,6126207,5500,Tor@Den 09:00PM ET,Den,
,,,,,,,,,SG,J.R. Smith (6126246),J.R. Smith,6126246,5400,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,C,Joakim Noah (6126411),Joakim Noah,6126411,5400,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SF,Kent Bazemore (6126324),Kent Bazemore,6126324,5400,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SF,Marcus Morris (6126293),Marcus Morris,6126293,5400,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,PG,Tony Parker (6126170),Tony Parker,6126170,5300,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SF,Jeff Green (6126281),Jeff Green,6126281,5300,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,PF,Tristan Thompson (6126362),Tristan Thompson,6126362,5300,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,PF,Nikola Mirotic (6126368),Nikola Mirotic,6126368,5300,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,PF,Jabari Parker (6126359),Jabari Parker,6126359,5300,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,C,Nikola Jokic (6126421),Nikola Jokic,6126421,5300,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PG,George Hill (6126192),George Hill,6126192,5200,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,C,Willie Cauley-Stein (6126402),Willie Cauley-Stein,6126402,5200,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,C,Tim Duncan (6126391),Tim Duncan,6126391,5100,Orl@SA 08:30PM ET,SA,
,,,,,,,,,C,Enes Kanter (6126432),Enes Kanter,6126432,5100,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Aaron Gordon (6126291),Aaron Gordon,6126291,5100,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,SF,Joe Johnson (6126292),Joe Johnson,6126292,5000,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SF,Tony Allen (6126280),Tony Allen,6126280,5000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,C,Ian Mahinmi (6126405),Ian Mahinmi,6126405,5000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,PG,Dennis Schroder (6126213),Dennis Schroder,6126213,5000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,Wesley Matthews (6126266),Wesley Matthews,6126266,4900,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SG,Evan Fournier (6126230),Evan Fournier,6126230,4900,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,SF,DeMarre Carroll (6126315),DeMarre Carroll,6126315,4800,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,PF,Jordan Hill (6126360),Jordan Hill,6126360,4800,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Nene Hilario (6126382),Nene Hilario,6126382,4700,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SF,Matt Barnes (6126279),Matt Barnes,6126279,4700,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,SF,Jared Dudley (6126327),Jared Dudley,6126327,4700,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SG,Garrett Temple (6126274),Garrett Temple,6126274,4700,Was@OKC 08:00PM ET,Was,
,,,,,,,,,PG,Donald Sloan (6126179),Donald Sloan,6126179,4600,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Eric Gordon (6126221),Eric Gordon,6126221,4600,Mem@NO 08:00PM ET,NO,
,,,,,,,,,SG,Gary Harris (6126263),Gary Harris,6126263,4600,Tor@Den 09:00PM ET,Den,
,,,,,,,,,SG,Rondae Hollis-Jefferson (6126238),Rondae Hollis-Jefferson,6126238,4600,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Mario Chalmers (6126166),Mario Chalmers,6126166,4500,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,PG,Trey Burke (6126199),Trey Burke,6126199,4500,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Manu Ginobili (6126226),Manu Ginobili,6126226,4400,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SG,Kyle Korver (6126264),Kyle Korver,6126264,4400,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,PG,Darren Collison (6126185),Darren Collison,6126185,4400,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Dion Waiters (6126276),Dion Waiters,6126276,4400,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SG,Danny Green (6126228),Danny Green,6126228,4300,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SF,Alonzo Gee (6126283),Alonzo Gee,6126283,4300,Mem@NO 08:00PM ET,NO,
,,,,,,,,,C,Steven Adams (6126433),Steven Adams,6126433,4300,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,David West (6126340),David West,6126340,4200,Orl@SA 08:30PM ET,SA,
,,,,,,,,,PF,Luis Scola (6126371),Luis Scola,6126371,4200,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,PG,J.J. Barea (6126210),J.J. Barea,6126210,4200,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SG,Courtney Lee (6126220),Courtney Lee,6126220,4200,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,PF,Darrell Arthur (6126372),Darrell Arthur,6126372,4200,Tor@Den 09:00PM ET,Den,
,,,,,,,,,SG,Alec Burks (6126254),Alec Burks,6126254,4200,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Matthew Dellavedova (6126193),Matthew Dellavedova,6126193,4200,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,SF,Stanley Johnson (6126296),Stanley Johnson,6126296,4200,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,PG,Jameer Nelson (6126202),Jameer Nelson,6126202,4100,Tor@Den 09:00PM ET,Den,
,,,,,,,,,SG,Raymond Felton (6126265),Raymond Felton,6126265,4100,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SG,Rodney Stuckey (6126247),Rodney Stuckey,6126247,4100,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,C.J. Miles (6126305),C.J. Miles,6126305,4100,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Trevor Booker (6126365),Trevor Booker,6126365,4100,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,PG,Aaron Brooks (6126196),Aaron Brooks,6126196,4000,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SG,O.J. Mayo (6126240),O.J. Mayo,6126240,4000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,PG,Jerryd Bayless (6126187),Jerryd Bayless,6126187,4000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,PG,Brandon Jennings (6126181),Brandon Jennings,6126181,4000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SG,Terrence Ross (6126260),Terrence Ross,6126260,4000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,C,Bismack Biyombo (6126417),Bismack Biyombo,6126417,4000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,PG,Ramon Sessions (6126214),Ramon Sessions,6126214,3900,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SF,Thabo Sefolosha (6126321),Thabo Sefolosha,6126321,3900,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,Marco Belinelli (6126239),Marco Belinelli,6126239,3900,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,John Henson (6126355),John Henson,6126355,3900,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,SG,Bryce Dejean-Jones (6126223),Bryce Dejean-Jones,6126223,3900,Mem@NO 08:00PM ET,NO,
,,,,,,,,,PG,Cory Joseph (6126205),Cory Joseph,6126205,3900,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,SG,Ben McLemore (6126243),Ben McLemore,6126243,3900,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Bobby Portis (6126369),Bobby Portis,6126369,3900,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,PF,Patrick Patterson (6126373),Patrick Patterson,6126373,3800,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,C,Jusuf Nurkic (6126420),Jusuf Nurkic,6126420,3800,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PF,Boris Diaw (6126342),Boris Diaw,6126342,3700,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SG,Wayne Ellington (6126232),Wayne Ellington,6126232,3700,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,C,Lavoy Allen (6126406),Lavoy Allen,6126406,3700,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,C,Boban Marjanovic (6126393),Boban Marjanovic,6126393,3700,Orl@SA 08:30PM ET,SA,
,,,,,,,,,PG,Shane Larkin (6126183),Shane Larkin,6126183,3700,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Kirk Hinrich (6126195),Kirk Hinrich,6126195,3600,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,PG,Toney Douglas (6126165),Toney Douglas,6126165,3600,Mem@NO 08:00PM ET,NO,
,,,,,,,,,PF,Mike Scott (6126379),Mike Scott,6126379,3600,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,C,Omer Asik (6126390),Omer Asik,6126390,3600,Mem@NO 08:00PM ET,NO,
,,,,,,,,,SG,Iman Shumpert (6126249),Iman Shumpert,6126249,3600,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,SG,Bojan Bogdanovic (6126235),Bojan Bogdanovic,6126235,3600,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Cameron Payne (6126218),Cameron Payne,6126218,3600,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SG,Gary Neal (6126272),Gary Neal,6126272,3500,Was@OKC 08:00PM ET,Was,
,,,,,,,,,C,Aron Baynes (6126395),Aron Baynes,6126395,3500,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SF,James Johnson (6126317),James Johnson,6126317,3500,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,C,Kosta Koufos (6126399),Kosta Koufos,6126399,3500,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PG,Patty Mills (6126172),Patty Mills,6126172,3500,Orl@SA 08:30PM ET,SA,
,,,,,,,,,PF,Dwight Powell (6126380),Dwight Powell,6126380,3500,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PF,Kris Humphries (6126383),Kris Humphries,6126383,3400,Was@OKC 08:00PM ET,Was,
,,,,,,,,,PG,Greivis Vasquez (6126186),Greivis Vasquez,6126186,3400,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,SF,Tony Snell (6126313),Tony Snell,6126313,3400,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,C,Timofey Mozgov (6126408),Timofey Mozgov,6126408,3400,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,C,Salah Mejri (6126427),Salah Mejri,6126427,3400,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PF,Trey Lyles (6126370),Trey Lyles,6126370,3400,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Alexis Ajinca (6126389),Alexis Ajinca,6126389,3300,Mem@NO 08:00PM ET,NO,
,,,,,,,,,SF,Doug McDermott (6126314),Doug McDermott,6126314,3300,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,PG,Devin Harris (6126208),Devin Harris,6126208,3200,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PG,Mo Williams (6126191),Mo Williams,6126191,3200,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,PF,Channing Frye (6126341),Channing Frye,6126341,3200,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PG,Randy Foye (6126203),Randy Foye,6126203,3200,Tor@Den 09:00PM ET,Den,
,,,,,,,,,PF,Anthony Tolliver (6126346),Anthony Tolliver,6126346,3200,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,C,JaVale McGee (6126424),JaVale McGee,6126424,3200,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,C,Tiago Splitter (6126425),Tiago Splitter,6126425,3200,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,E'Twaun Moore (6126252),E'Twaun Moore,6126252,3200,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,C,Joffrey Lauvergne (6126419),Joffrey Lauvergne,6126419,3200,Tor@Den 09:00PM ET,Den,
,,,,,,,,,C,Nick Collison (6126429),Nick Collison,6126429,3100,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Drew Gooden (6126381),Drew Gooden,6126381,3100,Was@OKC 08:00PM ET,Was,
,,,,,,,,,PF,Charlie Villanueva (6126377),Charlie Villanueva,6126377,3100,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PF,Jason Smith (6126343),Jason Smith,6126343,3100,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,SF,Dante Cunningham (6126282),Dante Cunningham,6126282,3100,Mem@NO 08:00PM ET,NO,
,,,,,,,,,C,Andrea Bargnani (6126396),Andrea Bargnani,6126396,3100,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SF,Kyle Singler (6126329),Kyle Singler,6126329,3100,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,C,Jeff Withey (6126412),Jeff Withey,6126412,3100,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Chris Johnson (6126311),Chris Johnson,6126311,3100,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Andrew Nicholson (6126345),Andrew Nicholson,6126345,3100,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,C,Miles Plumlee (6126400),Miles Plumlee,6126400,3100,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,PF,Quincy Acy (6126354),Quincy Acy,6126354,3100,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Andre Roberson (6126275),Andre Roberson,6126275,3100,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SG,Tim Hardaway Jr. (6126270),Tim Hardaway Jr.,6126270,3100,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,PG,Shabazz Napier (6126173),Shabazz Napier,6126173,3100,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,SG,Joe Ingles (6126255),Joe Ingles,6126255,3100,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Jonathon Simmons (6126288),Jonathon Simmons,6126288,3100,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SG,Joe Young (6126251),Joe Young,6126251,3100,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Kyle Anderson (6126290),Kyle Anderson,6126290,3100,Orl@SA 08:30PM ET,SA,
,,,,,,,,,PG,Raul Neto (6126200),Raul Neto,6126200,3100,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Kelly Oubre Jr. (6126332),Kelly Oubre Jr.,6126332,3100,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SG,Vince Carter (6126219),Vince Carter,6126219,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,SG,Mike Miller (6126257),Mike Miller,6126257,3000,Tor@Den 09:00PM ET,Den,
,,,,,,,,,SF,Richard Jefferson (6126303),Richard Jefferson,6126303,3000,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,PF,Matt Bonner (6126339),Matt Bonner,6126339,3000,Orl@SA 08:30PM ET,SA,
,,,,,,,,,PG,Steve Blake (6126177),Steve Blake,6126177,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SG,James Jones (6126245),James Jones,6126245,3000,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,SG,Alan Anderson (6126271),Alan Anderson,6126271,3000,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SF,Caron Butler (6126297),Caron Butler,6126297,3000,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Rasual Butler (6126227),Rasual Butler,6126227,3000,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SF,Mike Dunleavy (6126310),Mike Dunleavy,6126310,3000,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SF,Steve Novak (6126326),Steve Novak,6126326,3000,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PG,C.J. Watson (6126171),C.J. Watson,6126171,3000,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PF,Chris Copeland (6126353),Chris Copeland,6126353,3000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,C,Ryan Hollins (6126386),Ryan Hollins,6126386,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,C,Kendrick Perkins (6126387),Kendrick Perkins,6126387,3000,Mem@NO 08:00PM ET,NO,
,,,,,,,,,C,Anderson Varejao (6126403),Anderson Varejao,6126403,3000,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,C,Sasha Kaun (6126404),Sasha Kaun,6126404,3000,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,SG,Anthony Morrow (6126273),Anthony Morrow,6126273,3000,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Joel Anthony (6126347),Joel Anthony,6126347,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,PG,D.J. Augustin (6126215),D.J. Augustin,6126215,3000,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Brandan Wright (6126334),Brandan Wright,6126334,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,SF,Chase Budinger (6126306),Chase Budinger,6126306,3000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Quincy Pondexter (6126284),Quincy Pondexter,6126284,3000,Mem@NO 08:00PM ET,NO,
,,,,,,,,,SG,Jodie Meeks (6126233),Jodie Meeks,6126233,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SF,Jeremy Evans (6126322),Jeremy Evans,6126322,3000,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SG,Justin Holiday (6126267),Justin Holiday,6126267,3000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,James Anderson (6126241),James Anderson,6126241,3000,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,J.J. Hickson (6126374),J.J. Hickson,6126374,3000,Tor@Den 09:00PM ET,Den,
,,,,,,,,,C,DeJuan Blair (6126431),DeJuan Blair,6126431,3000,Was@OKC 08:00PM ET,Was,
,,,,,,,,,PF,JaMychal Green (6126336),JaMychal Green,6126336,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,SF,Luke Babbitt (6126285),Luke Babbitt,6126285,3000,Mem@NO 08:00PM ET,NO,
,,,,,,,,,PG,Seth Curry (6126188),Seth Curry,6126188,3000,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Willie Reed (6126350),Willie Reed,6126350,3000,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Shelvin Mack (6126212),Shelvin Mack,6126212,3000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,SG,Lamar Patterson (6126268),Lamar Patterson,6126268,3000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,C,Shayne Whittington (6126407),Shayne Whittington,6126407,3000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SF,Solomon Hill (6126308),Solomon Hill,6126308,3000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,John Jenkins (6126269),John Jenkins,6126269,3000,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,PG,Erick Green (6126198),Erick Green,6126198,3000,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Sean Kilpatrick (6126259),Sean Kilpatrick,6126259,3000,Tor@Den 09:00PM ET,Den,
