C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,C,David Desharnais (6191284),David Desharnais,6191284,3600,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Christopher Tanev (6191834),Christopher Tanev,6191834,3600,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Ben Hutton (6191839),Ben Hutton,6191839,3500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,RW,Alexandre Burrows (6191570),Alexandre Burrows,6191570,3300,Min@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Sven Baertschi (6191449),Sven Baertschi,6191449,3200,Min@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Jordan Martinook (6191439),Jordan Martinook,6191439,3200,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Tomas Fleischmann (6191435),Tomas Fleischmann,6191435,3100,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,C,Brad Richardson (6191281),Brad Richardson,6191281,3100,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Lars Eller (6191283),Lars Eller,6191283,3100,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Nathan Beaulieu (6191821),Nathan Beaulieu,6191821,3100,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,LW,Daniel Carr (6191443),Daniel Carr,6191443,3100,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Mike Reilly (6191837),Mike Reilly,6191837,3000,Min@Van 10:00PM ET,Min,
,,,,,,,,,,D,Dan Hamhuis (6191825),Dan Hamhuis,6191825,2900,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Yannick Weber (6191829),Yannick Weber,6191829,2900,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Connor Murphy (6191822),Connor Murphy,6191822,2900,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Paul Byron (6191286),Paul Byron,6191286,2800,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,C,Jared McCann (6191300),Jared McCann,6191300,2800,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Zbynek Michalek (6191809),Zbynek Michalek,6191809,2700,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Tom Gilbert (6191810),Tom Gilbert,6191810,2700,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Mark Barberio (6191818),Mark Barberio,6191818,2700,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Alexei Emelin (6191820),Alexei Emelin,6191820,2700,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,C,Erik Haula (6191298),Erik Haula,6191298,2700,Min@Van 10:00PM ET,Min,
,,,,,,,,,,RW,Sven Andrighetto (6191567),Sven Andrighetto,6191567,2700,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Nicklas Grossmann (6191811),Nicklas Grossmann,6191811,2600,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Luca Sbisa (6191828),Luca Sbisa,6191828,2600,Min@Van 10:00PM ET,Van,
,,,,,,,,,,RW,Emerson Etem (6191575),Emerson Etem,6191575,2600,Min@Van 10:00PM ET,Van,
,,,,,,,,,,RW,Justin Fontaine (6191576),Justin Fontaine,6191576,2600,Min@Van 10:00PM ET,Min,
,,,,,,,,,,RW,Linden Vey (6191577),Linden Vey,6191577,2600,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Jonas Brodin (6191836),Jonas Brodin,6191836,2600,Min@Van 10:00PM ET,Min,
,,,,,,,,,,C,Brian Flynn (6191287),Brian Flynn,6191287,2600,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,RW,Jake Virtanen (6191578),Jake Virtanen,6191578,2600,Min@Van 10:00PM ET,Van,
,,,,,,,,,,C,Jarret Stoll (6191291),Jarret Stoll,6191291,2500,Min@Van 10:00PM ET,Min,
,,,,,,,,,,C,Boyd Gordon (6191277),Boyd Gordon,6191277,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Kyle Chipchura (6191280),Kyle Chipchura,6191280,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Matt Lashoff (6191812),Matt Lashoff,6191812,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,RW,Adam Cracknell (6191571),Adam Cracknell,6191571,2500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,C,Ryan Carter (6191293),Ryan Carter,6191293,2500,Min@Van 10:00PM ET,Min,
,,,,,,,,,,RW,Torrey Mitchell (6191561),Torrey Mitchell,6191561,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,RW,Derek Dorsett (6191573),Derek Dorsett,6191573,2500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Chris Porter (6191447),Chris Porter,6191447,2500,Min@Van 10:00PM ET,Min,
,,,,,,,,,,RW,Viktor Tikhonov (6191562),Viktor Tikhonov,6191562,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Joe Vitale (6191285),Joe Vitale,6191285,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Nate Prosser (6191831),Nate Prosser,6191831,2500,Min@Van 10:00PM ET,Min,
,,,,,,,,,,D,Kevin Connauton (6191817),Kevin Connauton,6191817,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Matt Bartkowski (6191832),Matt Bartkowski,6191832,2500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Alex Biega (6191833),Alex Biega,6191833,2500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,D,Jarred Tinordi (6191819),Jarred Tinordi,6191819,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Devante Smith-Pelly (6191564),Devante Smith-Pelly,6191564,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,C,Alex Friesen (6191297),Alex Friesen,6191297,2500,Min@Van 10:00PM ET,Van,
,,,,,,,,,,LW,Lucas Lessio (6191438),Lucas Lessio,6191438,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Klas Dahlbeck (6191823),Klas Dahlbeck,6191823,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Greg Pateryn (6191824),Greg Pateryn,6191824,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,LW,Jacob De La Rose (6191441),Jacob De La Rose,6191441,2500,Mon@Ari 09:00PM ET,Mon,
,,,,,,,,,,D,Gustav Olofsson (6191840),Gustav Olofsson,6191840,2500,Min@Van 10:00PM ET,Min,
,,,,,,,,,,C,Tyler Gaudet (6191289),Tyler Gaudet,6191289,2500,Mon@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Christian Folin (6191841),Christian Folin,6191841,2500,Min@Van 10:00PM ET,Min,
