C,C,W,W,W,D,D,G,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,D,Christian Ehrhoff (6180780),Christian Ehrhoff,6180780,2900,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,C,John Mitchell (6180589),John Mitchell,6180589,2900,Col@Det 07:30PM ET,Col,
,,,,,,,,,,D,Marc Staal (6180783),Marc Staal,6180783,2900,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,RW,David Jones (6180759),David Jones,6180759,2900,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,D,Luke Schenn (6180789),Luke Schenn,6180789,2900,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,LW,Viktor Stalberg (6180664),Viktor Stalberg,6180664,2900,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,LW,Lance Bouma (6180705),Lance Bouma,6180705,2900,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,D,Alex Petrovic (6180853),Alex Petrovic,6180853,2900,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Calle Jarnkrok (6180610),Calle Jarnkrok,6180610,2900,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,D,Connor Murphy (6180870),Connor Murphy,6180870,2900,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Phillip Di Giuseppe (6180676),Phillip Di Giuseppe,6180676,2900,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,C,Derek MacKenzie (6180616),Derek MacKenzie,6180616,2800,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Zbynek Michalek (6180857),Zbynek Michalek,6180857,2800,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Josh Gorges (6180765),Josh Gorges,6180765,2800,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,C,Dave Bolland (6180619),Dave Bolland,6180619,2800,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Matt Moulson (6180647),Matt Moulson,6180647,2800,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,C,Paul Byron (6180554),Paul Byron,6180554,2800,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,LW,Marcus Foligno (6180651),Marcus Foligno,6180651,2800,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,D,Steven Kampfer (6180851),Steven Kampfer,6180851,2800,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Beau Bennett (6180728),Beau Bennett,6180728,2800,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,LW,Joakim Nordstrom (6180673),Joakim Nordstrom,6180673,2800,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,D,Alexei Emelin (6180774),Alexei Emelin,6180774,2800,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,C,Markus Granlund (6180641),Markus Granlund,6180641,2800,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,LW,Jonathan Drouin (6180695),Jonathan Drouin,6180695,2800,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Brett Pesce (6180807),Brett Pesce,6180807,2800,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,D,Tom Gilbert (6180764),Tom Gilbert,6180764,2700,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Braydon Coburn (6180827),Braydon Coburn,6180827,2700,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,C,Brian Boyle (6180605),Brian Boyle,6180605,2700,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Kyle Quincey (6180814),Kyle Quincey,6180814,2700,Col@Det 07:30PM ET,Det,
,,,,,,,,,,D,Nicklas Grossmann (6180862),Nicklas Grossmann,6180862,2700,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Brendan Smith (6180818),Brendan Smith,6180818,2700,Col@Det 07:30PM ET,Det,
,,,,,,,,,,D,Mark Barberio (6180772),Mark Barberio,6180772,2700,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Brayden McNabb (6180793),Brayden McNabb,6180793,2700,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,D,Jake McCabe (6180777),Jake McCabe,6180777,2700,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,C,David Legwand (6180548),David Legwand,6180548,2600,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,D,Brad Stuart (6180809),Brad Stuart,6180809,2600,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Dominic Moore (6180562),Dominic Moore,6180562,2600,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,D,Jakub Kindl (6180815),Jakub Kindl,6180815,2600,Col@Det 07:30PM ET,Det,
,,,,,,,,,,D,Mike Weber (6180768),Mike Weber,6180768,2600,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,D,Carl Gunnarsson (6180847),Carl Gunnarsson,6180847,2600,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,D,Robert Bortuzzo (6180850),Robert Bortuzzo,6180850,2600,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,LW,Kyle Clifford (6180666),Kyle Clifford,6180666,2600,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,LW,Brandon Bollig (6180704),Brandon Bollig,6180704,2600,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,D,David Warsofsky (6180801),David Warsofsky,6180801,2600,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,D,Erik Gudbranson (6180852),Erik Gudbranson,6180852,2600,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Dylan McIlrath (6180792),Dylan McIlrath,6180792,2600,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,C,Riley Sheahan (6180595),Riley Sheahan,6180595,2600,Col@Det 07:30PM ET,Det,
,,,,,,,,,,RW,Devante Smith-Pelly (6180714),Devante Smith-Pelly,6180714,2600,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Zach Redmond (6180822),Zach Redmond,6180822,2600,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Brian Flynn (6180556),Brian Flynn,6180556,2600,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Slater Koekkoek (6180839),Slater Koekkoek,6180839,2600,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,C,Andreas Athanasiou (6180599),Andreas Athanasiou,6180599,2600,Col@Det 07:30PM ET,Det,
,,,,,,,,,,C,Josh Jooris (6180643),Josh Jooris,6180643,2600,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,C,Olli Jokinen (6180615),Olli Jokinen,6180615,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,D,Barret Jackman (6180826),Barret Jackman,6180826,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,D,Willie Mitchell (6180842),Willie Mitchell,6180842,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Craig Adams (6180723),Craig Adams,6180723,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,LW,Daniel Paille (6180658),Daniel Paille,6180658,2500,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,LW,Eric Nystrom (6180689),Eric Nystrom,6180689,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,RW,Scottie Upshall (6180748),Scottie Upshall,6180748,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,C,Boyd Gordon (6180632),Boyd Gordon,6180632,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Carlo Colaiacovo (6180763),Carlo Colaiacovo,6180763,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,LW,Shawn Thornton (6180698),Shawn Thornton,6180698,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Paul Gaustad (6180604),Paul Gaustad,6180604,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,C,Jay McClement (6180573),Jay McClement,6180573,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,D,Matt Greene (6180781),Matt Greene,6180781,2500,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,D,Nate Guenin (6180812),Nate Guenin,6180812,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Matt Stajan (6180634),Matt Stajan,6180634,2500,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,D,Matthew Carle (6180828),Matthew Carle,6180828,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Deryk Engelland (6180858),Deryk Engelland,6180858,2500,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,C,Kyle Brodziak (6180618),Kyle Brodziak,6180618,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,D,Ladislav Smid (6180861),Ladislav Smid,6180861,2500,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,C,Kyle Chipchura (6180635),Kyle Chipchura,6180635,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Jack Skille (6180733),Jack Skille,6180733,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,D,Matt Lashoff (6180766),Matt Lashoff,6180766,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Peter Harrold (6180844),Peter Harrold,6180844,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,LW,Drew Miller (6180682),Drew Miller,6180682,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,RW,Mike Blunden (6180739),Mike Blunden,6180739,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Jonathan Ericsson (6180816),Jonathan Ericsson,6180816,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,C,Cody Bass (6180607),Cody Bass,6180607,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,LW,Cody McLeod (6180683),Cody McLeod,6180683,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Cal O'Reilly (6180550),Cal O'Reilly,6180550,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,RW,Torrey Mitchell (6180712),Torrey Mitchell,6180712,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,RW,Ryan Reaves (6180750),Ryan Reaves,6180750,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,C,Riley Nash (6180578),Riley Nash,6180578,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,LW,Tanner Glass (6180662),Tanner Glass,6180662,2500,LA@NYR 07:00PM ET,NYR,
,,,,,,,,,,D,Andrew Bodnarchuk (6180819),Andrew Bodnarchuk,6180819,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Jesse Winchester (6180592),Jesse Winchester,6180592,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Kevin Porter (6180579),Kevin Porter,6180579,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,LW,Nathan Gerbe (6180670),Nathan Gerbe,6180670,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,LW,Chris Terry (6180671),Chris Terry,6180671,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,RW,Viktor Tikhonov (6180760),Viktor Tikhonov,6180760,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Jamie McBain (6180790),Jamie McBain,6180790,2500,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,C,Joe Vitale (6180640),Joe Vitale,6180640,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Joakim Andersson (6180593),Joakim Andersson,6180593,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,LW,Magnus Paajarvi (6180699),Magnus Paajarvi,6180699,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,RW,Jordan Caron (6180751),Jordan Caron,6180751,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,RW,Erik Condra (6180740),Erik Condra,6180740,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Brent Regner (6180849),Brent Regner,6180849,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Gabriel Bourque (6180741),Gabriel Bourque,6180741,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,D,Michal Jordan (6180800),Michal Jordan,6180800,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,D,Kevin Connauton (6180867),Kevin Connauton,6180867,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Jordan Nolan (6180567),Jordan Nolan,6180567,2500,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,LW,Austin Watson (6180691),Austin Watson,6180691,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,D,Jarred Tinordi (6180868),Jarred Tinordi,6180868,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Mark Pysyk (6180773),Mark Pysyk,6180773,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,C,Quinton Howden (6180625),Quinton Howden,6180625,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Johan Larsson (6180653),Johan Larsson,6180653,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,RW,Bryan Rust (6180729),Bryan Rust,6180729,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,RW,Tom Kuhnhackl (6180730),Tom Kuhnhackl,6180730,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,D,Petter Granberg (6180835),Petter Granberg,6180835,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,RW,Chris Wagner (6180734),Chris Wagner,6180734,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,D,Anthony Bitetto (6180836),Anthony Bitetto,6180836,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,C,Ben Street (6180596),Ben Street,6180596,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,C,Brad Malone (6180581),Brad Malone,6180581,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,LW,Nicolas Deslauriers (6180654),Nicolas Deslauriers,6180654,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,LW,Garrett Wilson (6180701),Garrett Wilson,6180701,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Tomas Jurco (6180736),Tomas Jurco,6180736,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,RW,Dmitrij Jaskin (6180753),Dmitrij Jaskin,6180753,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,D,Joel Edmundson (6180854),Joel Edmundson,6180854,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,RW,Miikka Salomaki (6180743),Miikka Salomaki,6180743,2500,Nsh@TB 07:30PM ET,Nsh,
,,,,,,,,,,LW,Lucas Lessio (6180655),Lucas Lessio,6180655,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,RW,Logan Shaw (6180754),Logan Shaw,6180754,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Daniel Catenacci (6180555),Daniel Catenacci,6180555,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,D,Klas Dahlbeck (6180871),Klas Dahlbeck,6180871,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Andy Andreoff (6180667),Andy Andreoff,6180667,2500,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,C,Nick Shore (6180571),Nick Shore,6180571,2500,LA@NYR 07:00PM ET,LA,
,,,,,,,,,,D,Nikita Nesterov (6180838),Nikita Nesterov,6180838,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Alexey Marchenko (6180823),Alexey Marchenko,6180823,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,LW,Scott Wilson (6180675),Scott Wilson,6180675,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,D,Greg Pateryn (6180776),Greg Pateryn,6180776,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,C,Jeremy Welsh (6180628),Jeremy Welsh,6180628,2500,StL@Fla 07:30PM ET,StL,
,,,,,,,,,,C,Luke Glendening (6180597),Luke Glendening,6180597,2500,Col@Det 07:30PM ET,Det,
,,,,,,,,,,LW,Brock McGinn (6180677),Brock McGinn,6180677,2500,Pit@Car 07:00PM ET,Car,
,,,,,,,,,,C,Oskar Sundqvist (6180584),Oskar Sundqvist,6180584,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,C,Cedric Paquette (6180614),Cedric Paquette,6180614,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,D,Andrej Sustr (6180840),Andrej Sustr,6180840,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,C,Corban Knight (6180629),Corban Knight,6180629,2500,StL@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Sven Andrighetto (6180716),Sven Andrighetto,6180716,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,D,Chris Bigras (6180825),Chris Bigras,6180825,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,LW,Jacob De La Rose (6180656),Jacob De La Rose,6180656,2500,Mon@Buf 07:00PM ET,Mon,
,,,,,,,,,,RW,Justin Bailey (6180717),Justin Bailey,6180717,2500,Mon@Buf 07:00PM ET,Buf,
,,,,,,,,,,RW,Joel Vermin (6180746),Joel Vermin,6180746,2500,Nsh@TB 07:30PM ET,TB,
,,,,,,,,,,C,Tyler Gaudet (6180644),Tyler Gaudet,6180644,2500,Cgy@Ari 09:00PM ET,Ari,
,,,,,,,,,,LW,Conor Sheary (6180678),Conor Sheary,6180678,2500,Pit@Car 07:00PM ET,Pit,
,,,,,,,,,,LW,Andreas Martinsen (6180688),Andreas Martinsen,6180688,2500,Col@Det 07:30PM ET,Col,
,,,,,,,,,,D,Jakub Nakladal (6180872),Jakub Nakladal,6180872,2500,Cgy@Ari 09:00PM ET,Cgy,
,,,,,,,,,,LW,Sergei Plotnikov (6180679),Sergei Plotnikov,6180679,2500,Pit@Car 07:00PM ET,Pit,
